-image-yazkc-11,-image-yazkc-11_2,text-sm,text-xs/sp14,font-medium,pointer-events-none,w-auto,text-white,pointer-events-none_2,align-middle,text-shopee-green,truncate,inline-block,img,text-xs/sp14_2,text-shopee-primary,pointer-events-none_3,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-7rasc-m2nj56e0n1vj5d,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,black shark 1,Rp,150.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Solok Selatan,3 Terjual,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,,,"Scrape to BigSeller
black shark 1
Rp
150.000
5.0
3 Terjual
Besok
Kab. Solok Selatan",https://shopee.co.id/black-shark-1-i.4165005.26317769329?extraParams=%7B%22display_model_id%22%3A148887815733%2C%22model_selection_logic%22%3A2%7D&sp_atk=1ddb9bcb-9f5e-4449-ba31-ee4b9f11b567&xptdk=1ddb9bcb-9f5e-4449-ba31-ee4b9f11b567
https://down-id.img.susercontent.com/file/id-11134207-7rbk1-m65o6bg2fw6522,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,xiaomi Black shark 3 minus mesin aman,Rp,1.000.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Mesuji,Besok,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,,"Scrape to BigSeller
xiaomi Black shark 3 minus mesin aman
Rp
1.000.000
Besok
Kab. Mesuji",https://shopee.co.id/xiaomi-Black-shark-3-minus-mesin-aman-i.80317397.28575969095?extraParams=%7B%22display_model_id%22%3A233794819257%2C%22model_selection_logic%22%3A3%7D&sp_atk=2bf96535-2d27-4ef8-808e-67e5f7b5c4c1&xptdk=2bf96535-2d27-4ef8-808e-67e5f7b5c4c1
https://down-id.img.susercontent.com/file/id-11134207-8224v-mgunthiagpoo24,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Black Shark 3,Rp,2.250.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Ciamis,1 Terjual,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,,,"Scrape to BigSeller
Black Shark 3
Rp
2.250.000
5.0
1 Terjual
4-9 Hari
Kab. Ciamis",https://shopee.co.id/Black-Shark-3-i.268855761.22320773159?extraParams=%7B%22display_model_id%22%3A213765437931%2C%22model_selection_logic%22%3A3%7D&sp_atk=2613423f-e7f8-4dfc-b39c-9306f6b54fa0&xptdk=2613423f-e7f8-4dfc-b39c-9306f6b54fa0
https://down-id.img.susercontent.com/file/02e592b4c6555afa1a3b13a006341397,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"BLACK SHARK 1, BLACK SHARK HELO, BLACK SHARK 2, BLACK SHARK 2 PRO ,BLACK SHARK 3, BLACK SHARK 3 PRO, BLACK SHARK 3S, BLACK SHARK 4, BLACK SHARK 4 PRO HYDROGEL VIVAN FILM PELINDUNG LAYAR ANTI GORES HIDROGEL VIVAN",Rp,30.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Depok,4 Terjual,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.5,,,"Scrape to BigSeller
BLACK SHARK 1, BLACK SHARK HELO, BLACK SHARK 2, BLACK SHARK 2 PRO ,BLACK SHARK 3, BLACK SHARK 3 PRO, BLACK SHARK 3S, BLACK SHARK 4, BLACK SHARK 4 PRO HYDROGEL VIVAN FILM PELINDUNG LAYAR ANTI GORES HIDROGEL VIVAN
Rp
30.000
4.5
4 Terjual
Besok
Depok",https://shopee.co.id/BLACK-SHARK-1-BLACK-SHARK-HELO-BLACK-SHARK-2-BLACK-SHARK-2-PRO-BLACK-SHARK-3-BLACK-SHARK-3-PRO-BLACK-SHARK-3S-BLACK-SHARK-4-BLACK-SHARK-4-PRO-HYDROGEL-VIVAN-FILM-PELINDUNG-LAYAR-ANTI-GORES-HIDROGEL-VIVAN-i.122574064.8390611819?extraParams=%7B%22display_model_id%22%3A111731328259%2C%22model_selection_logic%22%3A2%7D&sp_atk=c874da6f-9e18-4b85-99c0-215d736dd277&xptdk=c874da6f-9e18-4b85-99c0-215d736dd277
https://down-id.img.susercontent.com/file/id-11134207-8224r-mjjgcq6wsnwj09,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Black Shark S1 Classic Bekas - Fullset - second,Rp,450.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,Besok,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,,"Scrape to BigSeller
Black Shark S1 Classic Bekas - Fullset - second
Rp
450.000
Besok
Jakarta Pusat",https://shopee.co.id/Black-Shark-S1-Classic-Bekas-Fullset-second-i.30817255.52304766421?extraParams=%7B%22display_model_id%22%3A287338675795%2C%22model_selection_logic%22%3A3%7D&sp_atk=487a0fe3-ff74-47b7-ab84-a05819edd7ce&xptdk=487a0fe3-ff74-47b7-ab84-a05819edd7ce
https://down-id.img.susercontent.com/file/id-11134207-8224r-mkcl5bhrecxs36,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Black shark 4S pro,Rp,2.500.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Tegal,2-3 Hari,,,,,,,"Scrape to BigSeller
Black shark 4S pro
Rp
2.500.000
2-3 Hari
Kab. Tegal",https://shopee.co.id/Black-shark-4S-pro-i.585052875.51255876175?extraParams=%7B%22display_model_id%22%3A440530961800%2C%22model_selection_logic%22%3A3%7D&sp_atk=5ef50f66-6d54-4dab-b136-e2e1fca5c446&xptdk=5ef50f66-6d54-4dab-b136-e2e1fca5c446
https://down-id.img.susercontent.com/file/sg-11134201-22100-5zwy4qy5e8iv19,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,BLACK SHARK 4-BLACK SHARK 4 PRO-BLACK SHARK 5 -BLACK SHARK 5 PRO-BLACK SHARK 5 RS-MI 0 LITE 5G-MI 10 YOUTH 5G-MI 8 LITE-MI 8 PRO-MI 9 LITE-MI 9 PRO -MI 9 PRO 5G TEMPERED GLASS ANTI MINYAK GM ACC,Rp,4.500,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tangerang,18 Terjual,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.2,,,"Scrape to BigSeller
BLACK SHARK 4-BLACK SHARK 4 PRO-BLACK SHARK 5 -BLACK SHARK 5 PRO-BLACK SHARK 5 RS-MI 0 LITE 5G-MI 10 YOUTH 5G-MI 8 LITE-MI 8 PRO-MI 9 LITE-MI 9 PRO -MI 9 PRO 5G TEMPERED GLASS ANTI MINYAK GM ACC
Rp
4.500
4.2
18 Terjual
Besok
Tangerang",https://shopee.co.id/BLACK-SHARK-4-BLACK-SHARK-4-PRO-BLACK-SHARK-5-BLACK-SHARK-5-PRO-BLACK-SHARK-5-RS-MI-0-LITE-5G-MI-10-YOUTH-5G-MI-8-LITE-MI-8-PRO-MI-9-LITE-MI-9-PRO-MI-9-PRO-5G-TEMPERED-GLASS-ANTI-MINYAK-GM-ACC-i.180769575.18831295901?extraParams=%7B%22display_model_id%22%3A126450688293%2C%22model_selection_logic%22%3A2%7D&sp_atk=9cdc4c36-5684-4cfc-a56e-100ef7765e67&xptdk=9cdc4c36-5684-4cfc-a56e-100ef7765e67
https://down-id.img.susercontent.com/file/id-11134207-7ra0n-mcdlggbv3ie6b9,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,black shark 3,Rp,1.400.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Rokan Hulu,5-11 Hari,,,,,,,"Scrape to BigSeller
black shark 3
Rp
1.400.000
5-11 Hari
Kab. Rokan Hulu",https://shopee.co.id/black-shark-3-i.583709125.40659132063?extraParams=%7B%22display_model_id%22%3A305764305268%2C%22model_selection_logic%22%3A3%7D&sp_atk=073c3ddf-6a0e-498c-965c-e20ec09e5d38&xptdk=073c3ddf-6a0e-498c-965c-e20ec09e5d38
https://down-id.img.susercontent.com/file/id-11134207-822wr-mmcm08dvq9z553,,Black Shark 4 Pro 12/256,Rp,2.890.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Yogyakarta,4-7 Hari,,,,,,,"Scrape to BigSeller
Black Shark 4 Pro 12/256
Rp
2.890.000
4-7 Hari
Yogyakarta",https://shopee.co.id/Black-Shark-4-Pro-12-256-i.53935300.40379577283?extraParams=%7B%22display_model_id%22%3A310696048081%2C%22model_selection_logic%22%3A3%7D&sp_atk=be35afec-63b3-43b8-bcc4-4f1859798bf5&xptdk=be35afec-63b3-43b8-bcc4-4f1859798bf5
https://down-id.img.susercontent.com/file/id-11134207-8224s-mkc4200tbnd06d,https://down-id.img.susercontent.com/file/id-11134258-822wp-mlyjp115kz5tc6,Blackshark 5 ram 8/128gb,Rp,3.300.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,< 2 Hari,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,,"Scrape to BigSeller
Blackshark 5 ram 8/128gb
Rp
3.300.000
< 2 Hari
Surabaya",https://shopee.co.id/Blackshark-5-ram-8-128gb-i.214295724.51005850493?extraParams=%7B%22display_model_id%22%3A350528814571%2C%22model_selection_logic%22%3A3%7D&sp_atk=939cdac9-bf67-47b7-a342-44461dd89c13&xptdk=939cdac9-bf67-47b7-a342-44461dd89c13
https://down-id.img.susercontent.com/file/id-11134207-822wo-mmub2bhl105d6a,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,BLACK SHARK 2 PRO RAM 12/256GB Resmi,Rp,3.150.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Selatan,Besok,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,,"Scrape to BigSeller
BLACK SHARK 2 PRO RAM 12/256GB Resmi
Rp
3.150.000
Besok
Jakarta Selatan",https://shopee.co.id/BLACK-SHARK-2-PRO-RAM-12-256GB-Resmi-i.259954982.54858493529?extraParams=%7B%22display_model_id%22%3A430754421949%2C%22model_selection_logic%22%3A3%7D&sp_atk=36bf8770-bd70-41a4-92d4-379ff592f137&xptdk=36bf8770-bd70-41a4-92d4-379ff592f137
