-image-yazkc-11,-image-yazkc-11_2,text-sm,text-xs/sp14,font-medium,text-xs/sp14_2,text-xs,pointer-events-none,w-auto,text-white,pointer-events-none_2,align-middle,truncate,inline-block,text-shopee-primary,img_2,pointer-events-none_3,_container,_container_link
https://down-id.img.susercontent.com/file/126b9b88ba7b10f9b7724d6815335cd0,,ASUS ZENFONE GO TV GARANSI RESMI 1 thn,Rp,2.453.000,5.0,3 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,Cicilan,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
ASUS ZENFONE GO TV GARANSI RESMI 1 thn
Rp
2.453.000
Cicilan
5.0
3 Terjual
4-7 Hari
Jakarta Utara",https://shopee.co.id/ASUS-ZENFONE-GO-TV-GARANSI-RESMI-1-thn-i.50708717.981233496?extraParams=%7B%22display_model_id%22%3A72798463958%2C%22model_selection_logic%22%3A3%7D&sp_atk=e5a243da-1bb8-4a67-ac30-65e3956be001&xptdk=e5a243da-1bb8-4a67-ac30-65e3956be001
https://down-id.img.susercontent.com/file/id-11134207-7ras8-m3ujr6ax2fh60e,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,TAM | Asus Zenfone 9 5G 6/128GB 8/256GB 16/256GB Garansi Resmi Tam Indonesia,Rp,3.850.000,5.0,3 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tangerang Selatan,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"Scrape to BigSeller
TAM | Asus Zenfone 9 5G 6/128GB 8/256GB 16/256GB Garansi Resmi Tam Indonesia
Rp
3.850.000
-1%
5.0
3 Terjual
< 2 Hari
Tangerang Selatan",https://shopee.co.id/TAM-Asus-Zenfone-9-5G-6-128GB-8-256GB-16-256GB-Garansi-Resmi-Tam-Indonesia-i.961724677.21375337335?extraParams=%7B%22display_model_id%22%3A175674170099%2C%22model_selection_logic%22%3A3%7D&sp_atk=cb8cdc47-08df-41fc-9d3d-1bc37bcea840&xptdk=cb8cdc47-08df-41fc-9d3d-1bc37bcea840
https://down-id.img.susercontent.com/file/id-11134207-82250-mki0cudjgn4069,,Asus ROG Phone 2 12/512 GB Garansi Resmi Indonesia Second Bekas Original,Rp,3.990.000,,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,"Scrape to BigSeller
Asus ROG Phone 2 12/512 GB Garansi Resmi Indonesia Second Bekas Original
Rp
3.990.000
< 2 Hari
Jakarta Utara",https://shopee.co.id/Asus-ROG-Phone-2-12-512-GB-Garansi-Resmi-Indonesia-Second-Bekas-Original-i.304735900.49106012658?extraParams=%7B%22display_model_id%22%3A186364390315%2C%22model_selection_logic%22%3A3%7D&sp_atk=b8aac120-e834-4755-aa6d-fa42da4acc83&xptdk=b8aac120-e834-4755-aa6d-fa42da4acc83
https://down-id.img.susercontent.com/file/id-11134207-81zth-metd0ki6srgi32,,Asus ROG Phone 8 Snapdragon Gen 3,Rp,5.000.000,5.0,17 Terjual,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
Asus ROG Phone 8 Snapdragon Gen 3
Rp
5.000.000
5.0
17 Terjual
Bandung",https://shopee.co.id/Asus-ROG-Phone-8-Snapdragon-Gen-3-i.1635256760.41069867130?extraParams=%7B%22display_model_id%22%3A296624529556%2C%22model_selection_logic%22%3A3%7D&sp_atk=0f0910c2-0b40-4a1f-85e9-675913ffb52a&xptdk=0f0910c2-0b40-4a1f-85e9-675913ffb52a
https://down-id.img.susercontent.com/file/id-11134207-7ras9-m3ui6n978bnzfb,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Asus Zenfone 9 5G 6/128GB 8/256GB 16/256GB Garansi Resmi Tam Indonesia,Rp,5.000.000,4.7,23 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tangerang Selatan,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"Scrape to BigSeller
Asus Zenfone 9 5G 6/128GB 8/256GB 16/256GB Garansi Resmi Tam Indonesia
Rp
5.000.000
-1%
4.7
23 Terjual
3-4 Hari
Tangerang Selatan",https://shopee.co.id/Asus-Zenfone-9-5G-6-128GB-8-256GB-16-256GB-Garansi-Resmi-Tam-Indonesia-i.961724677.19974829359?extraParams=%7B%22display_model_id%22%3A196993420148%2C%22model_selection_logic%22%3A3%7D&sp_atk=2681438e-a8e6-4f3b-9b8f-084a0e4b3c4c&xptdk=2681438e-a8e6-4f3b-9b8f-084a0e4b3c4c
https://down-id.img.susercontent.com/file/id-11134207-7rbk8-m7gpahaarrxa96,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Asus ROG 8 5G RAM 12/256GB Garansi Resmi Asus,Rp,10.638.000,5.0,2 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tangerang,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
Asus ROG 8 5G RAM 12/256GB Garansi Resmi Asus
Rp
10.638.000
5.0
2 Terjual
3-4 Hari
Tangerang",https://shopee.co.id/Asus-ROG-8-5G-RAM-12-256GB-Garansi-Resmi-Asus-i.228771622.28079927219?extraParams=%7B%22display_model_id%22%3A227531287022%2C%22model_selection_logic%22%3A3%7D&sp_atk=62cce902-ea6b-44bc-a48b-21ec90f6ecf7&xptdk=62cce902-ea6b-44bc-a48b-21ec90f6ecf7
https://down-id.img.susercontent.com/file/045700c82c74aa3fa174c18bd2a3fc29,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Asus Zenfone Max Pro M2 64Gb Second Mulus Tanpa Minus,Rp,800.000,4.8,9 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bogor,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
Asus Zenfone Max Pro M2 64Gb Second Mulus Tanpa Minus
Rp
800.000
4.8
9 Terjual
12-16 Hari
Kab. Bogor",https://shopee.co.id/Asus-Zenfone-Max-Pro-M2-64Gb-Second-Mulus-Tanpa-Minus-i.94908760.18606505746?extraParams=%7B%22display_model_id%22%3A232282828621%2C%22model_selection_logic%22%3A3%7D&sp_atk=302e7aec-b650-40b2-9946-f26ecc2a0795&xptdk=302e7aec-b650-40b2-9946-f26ecc2a0795
https://down-id.img.susercontent.com/file/id-11134207-82251-miodf5lgvjerf4,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Asus ROG PHONE 6 BATMAN Edition 8/256GB,Rp,5.600.000,,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Padang Pariaman,Produk Baru,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,"Scrape to BigSeller
Asus ROG PHONE 6 BATMAN Edition 8/256GB
Rp
5.600.000
Produk Baru
< 2 Hari
Kab. Padang Pariaman",https://shopee.co.id/Asus-ROG-PHONE-6-BATMAN-Edition-8-256GB-i.754356024.43527532583?extraParams=%7B%22display_model_id%22%3A420351898048%2C%22model_selection_logic%22%3A3%7D&sp_atk=7bda77d6-6be6-4e8c-b0c1-1fb25089f5b7&xptdk=7bda77d6-6be6-4e8c-b0c1-1fb25089f5b7
https://down-id.img.susercontent.com/file/sg-11134201-7qvdp-lf4dhpcwsmly62,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Hp Asus Zoom s 64gb bekas kondisi mulus murah,Rp,1.500.000,,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,-19%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,"Scrape to BigSeller
Hp Asus Zoom s 64gb bekas kondisi mulus murah
Rp
1.500.000
-19%
< 2 Hari
Jakarta Utara",https://shopee.co.id/Hp-Asus-Zoom-s-64gb-bekas-kondisi-mulus-murah-i.72153088.23536461302?extraParams=%7B%22display_model_id%22%3A175788726715%2C%22model_selection_logic%22%3A3%7D&sp_atk=4877de17-cb01-456d-9838-e76bcfaec73f&xptdk=4877de17-cb01-456d-9838-e76bcfaec73f
https://down-id.img.susercontent.com/file/id-11134207-822wq-mn15ujb22v4087,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Asus Rog phone 6 5G ram 8gb internal 256gb resmi indonesia original,Rp,4.400.000,4.8,9 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bekasi,Cicilan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
Asus Rog phone 6 5G ram 8gb internal 256gb resmi indonesia original
Rp
4.400.000
Cicilan
4.8
9 Terjual
3-5 Hari
Kab. Bekasi",https://shopee.co.id/Asus-Rog-phone-6-5G-ram-8gb-internal-256gb-resmi-indonesia-original-i.183869163.13959382214?extraParams=%7B%22display_model_id%22%3A122899915208%2C%22model_selection_logic%22%3A3%7D&sp_atk=f6529585-7bca-4e98-8b0c-35080a3ab5bb&xptdk=f6529585-7bca-4e98-8b0c-35080a3ab5bb
https://down-id.img.susercontent.com/file/id-11134207-7ra0h-md495pmzie9k9a,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,ASUS ROG PHONE 6 8256GB GARANSI RESMI INDONESIA - ROG PHONE 6,Rp,4.650.000,4.8,7 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tangerang,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
ASUS ROG PHONE 6 8256GB GARANSI RESMI INDONESIA - ROG PHONE 6
Rp
4.650.000
4.8
7 Terjual
< 2 Hari
Tangerang",https://shopee.co.id/ASUS-ROG-PHONE-6-8256GB-GARANSI-RESMI-INDONESIA-ROG-PHONE-6-i.232169049.40111843678?extraParams=%7B%22display_model_id%22%3A260993287102%2C%22model_selection_logic%22%3A3%7D&sp_atk=ce3b0465-5f98-4162-82b8-109d05a5ccd1&xptdk=ce3b0465-5f98-4162-82b8-109d05a5ccd1
https://down-id.img.susercontent.com/file/id-11134207-822wg-mm0qp0b36rk16d,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Asus rog phone 3 ram 8/128 second original fullset,Rp,3.350.000,4.0,5 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bekasi,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
Asus rog phone 3 ram 8/128 second original fullset
Rp
3.350.000
4.0
5 Terjual
< 2 Hari
Bekasi",https://shopee.co.id/Asus-rog-phone-3-ram-8-128-second-original-fullset-i.43877791.43102448726?extraParams=%7B%22display_model_id%22%3A295201089222%2C%22model_selection_logic%22%3A3%7D&sp_atk=2400f2dc-2739-4956-bcb5-db8a432dd094&xptdk=2400f2dc-2739-4956-bcb5-db8a432dd094
https://down-id.img.susercontent.com/file/id-11134207-822wm-mmw8bfsal8g5dd,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Asus Zenfone 10 ram 8/128 gb 8/128gb second fullset original,Rp,5.500.000,5.0,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bekasi,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
Asus Zenfone 10 ram 8/128 gb 8/128gb second fullset original
Rp
5.500.000
5.0
1 Terjual
< 2 Hari
Bekasi",https://shopee.co.id/Asus-Zenfone-10-ram-8-128-gb-8-128gb-second-fullset-original-i.43877791.53608583575?extraParams=%7B%22display_model_id%22%3A335761612419%2C%22model_selection_logic%22%3A3%7D&sp_atk=998b5a68-fd18-4f9b-b460-5a3646c71159&xptdk=998b5a68-fd18-4f9b-b460-5a3646c71159
https://down-id.img.susercontent.com/file/id-11134207-822wk-mm0qp0b1s74844,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Asus rog phone 8 ram 12/256gb 12 gb 256 gb second fullset original resmi,Rp,7.200.000,5.0,45 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bekasi,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
Asus rog phone 8 ram 12/256gb 12 gb 256 gb second fullset original resmi
Rp
7.200.000
5.0
45 Terjual
< 2 Hari
Bekasi",https://shopee.co.id/Asus-rog-phone-8-ram-12-256gb-12-gb-256-gb-second-fullset-original-resmi-i.43877791.28937566560?extraParams=%7B%22display_model_id%22%3A275376813543%2C%22model_selection_logic%22%3A3%7D&sp_atk=69289e7e-21b2-455d-a44b-a206d673366f&xptdk=69289e7e-21b2-455d-a44b-a206d673366f
https://down-id.img.susercontent.com/file/id-11134207-8224u-miu0ws8zqw3m46,,Asus ROG Phone 5s 8/128 GB Garansi Resmi Indonesia Second Bekas Original,Rp,3.990.000,,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,Produk Baru,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,"Scrape to BigSeller
Asus ROG Phone 5s 8/128 GB Garansi Resmi Indonesia Second Bekas Original
Rp
3.990.000
Produk Baru
1 Terjual
< 2 Hari
Jakarta Utara",https://shopee.co.id/Asus-ROG-Phone-5s-8-128-GB-Garansi-Resmi-Indonesia-Second-Bekas-Original-i.304735900.52153897221?extraParams=%7B%22display_model_id%22%3A415369807755%2C%22model_selection_logic%22%3A3%7D&sp_atk=f918bca6-c158-4da6-af08-968a505f8b30&xptdk=f918bca6-c158-4da6-af08-968a505f8b30
https://down-id.img.susercontent.com/file/bbc19cb9c1d2f6814182a7df1ce1ab58,,ASUS ZENFONE 4 SELFIE ZD553KL 4/64GB,Rp,2.477.000,5.0,3 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Cianjur,Cicilan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
ASUS ZENFONE 4 SELFIE ZD553KL 4/64GB
Rp
2.477.000
Cicilan
5.0
3 Terjual
< 2 Hari
Kab. Cianjur",https://shopee.co.id/ASUS-ZENFONE-4-SELFIE-ZD553KL-4-64GB-i.12669083.622990067?extraParams=%7B%22display_model_id%22%3A464621512%2C%22model_selection_logic%22%3A3%7D&sp_atk=49142fac-697b-40eb-b383-3e5363393b1b&xptdk=49142fac-697b-40eb-b383-3e5363393b1b
https://down-id.img.susercontent.com/file/id-11134207-7rase-m0exoaa8b5ng1b,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Asus rog phone 6 ram 8/256gb 8 / 256 gb second fullset original resmi asus indonesia,Rp,4.520.000,4.1,15 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bekasi,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
Asus rog phone 6 ram 8/256gb 8 / 256 gb second fullset original resmi asus indonesia
Rp
4.520.000
4.1
15 Terjual
< 2 Hari
Bekasi",https://shopee.co.id/Asus-rog-phone-6-ram-8-256gb-8-256-gb-second-fullset-original-resmi-asus-indonesia-i.43877791.28861972460?extraParams=%7B%22display_model_id%22%3A187934152277%2C%22model_selection_logic%22%3A3%7D&sp_atk=83ff5fa3-a842-41a2-9288-433a62431e7d&xptdk=83ff5fa3-a842-41a2-9288-433a62431e7d
https://down-id.img.susercontent.com/file/id-11134207-7r98r-lukff3xax76lf0,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,asus zenfone 5z 6/128 second original,Rp,2.000.000,5.0,2 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
asus zenfone 5z 6/128 second original
Rp
2.000.000
5.0
2 Terjual
< 2 Hari
Jakarta Barat",https://shopee.co.id/asus-zenfone-5z-6-128-second-original-i.954669947.13998810407?extraParams=%7B%22display_model_id%22%3A127566174660%2C%22model_selection_logic%22%3A3%7D&sp_atk=29d7c2fa-c249-42f4-9f72-feac34439750&xptdk=29d7c2fa-c249-42f4-9f72-feac34439750
https://down-id.img.susercontent.com/file/489baa8e15fbafb203d51511e07fc1b9,,ASUS Zenfone Max Pro M2,Rp,440.000,,4-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Kudus,,,,,,"Scrape to BigSeller
ASUS Zenfone Max Pro M2
Rp
440.000
4-7 Hari
Kab. Kudus",https://shopee.co.id/ASUS-Zenfone-Max-Pro-M2-i.28949763.12710581700?extraParams=%7B%22display_model_id%22%3A130475506238%2C%22model_selection_logic%22%3A3%7D&sp_atk=d7a24cec-55af-4507-b85d-342970afff2b&xptdk=d7a24cec-55af-4507-b85d-342970afff2b
