-image-yazkc-11,-image-yazkc-11_2,text-sm,text-xs/sp14,font-medium,pointer-events-none,text-shopee-green,pointer-events-none_2,align-middle,inline-block,truncate,img,text-xs/sp14_2,w-auto,text-white,text-shopee-primary,pointer-events-none_3,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-7r98q-ln63oggcpl3g24,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HP LENOVO 3 UNIT,Rp,450.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,,"Scrape to BigSeller
HP LENOVO 3 UNIT
Rp
450.000
Besok
Jakarta Pusat",https://shopee.co.id/HP-LENOVO-3-UNIT-i.496201650.22884261418?extraParams=%7B%22display_model_id%22%3A109034748147%2C%22model_selection_logic%22%3A3%7D&sp_atk=86320ab1-7bb3-446e-8642-be0a169a404f&xptdk=86320ab1-7bb3-446e-8642-be0a169a404f
https://down-id.img.susercontent.com/file/id-11134207-7r98v-ll4p9npekcx500,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,HANDPHONE BEKAS SECOND LENOVO X2 MATI TOTAL,Rp,140.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,,"Scrape to BigSeller
HANDPHONE BEKAS SECOND LENOVO X2 MATI TOTAL
Rp
140.000
1 Terjual
Besok
Jakarta Pusat",https://shopee.co.id/HANDPHONE-BEKAS-SECOND-LENOVO-X2-MATI-TOTAL-i.941744273.23153248997?extraParams=%7B%22display_model_id%22%3A184549328771%2C%22model_selection_logic%22%3A3%7D&sp_atk=eff97467-7fcd-494d-b774-2627bce5b074&xptdk=eff97467-7fcd-494d-b774-2627bce5b074
https://down-id.img.susercontent.com/file/id-11134207-7qul6-lj0q94w8ff6r24,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,LENOVO A6020a40 VIBE K5 3/16GB GOLD BARANG BARU NORMAL BERKUALITAS,Rp,1.050.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Trenggalek,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,,,,,"Scrape to BigSeller
LENOVO A6020a40 VIBE K5 3/16GB GOLD BARANG BARU NORMAL BERKUALITAS
Rp
1.050.000
5.0
1 Terjual
2-5 Hari
Kab. Trenggalek",https://shopee.co.id/LENOVO-A6020a40-VIBE-K5-3-16GB-GOLD-BARANG-BARU-NORMAL-BERKUALITAS-i.300033486.23073140101?extraParams=%7B%22display_model_id%22%3A206866518718%2C%22model_selection_logic%22%3A3%7D&sp_atk=df326f7d-8e7d-4952-993c-f444d3e400aa&xptdk=df326f7d-8e7d-4952-993c-f444d3e400aa
https://down-id.img.susercontent.com/file/id-11134207-822wq-mlfqa5hwfqioe4,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,hp Lenovo a880,Rp,50.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Jember,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,,,,,,"Scrape to BigSeller
hp Lenovo a880
Rp
50.000
2-3 Hari
Kab. Jember",https://shopee.co.id/hp-Lenovo-a880-i.1016391083.53106754750?extraParams=%7B%22display_model_id%22%3A234657730524%2C%22model_selection_logic%22%3A2%7D&sp_atk=02add0bb-9ece-447b-a7ca-ffaef4a6245a&xptdk=02add0bb-9ece-447b-a7ca-ffaef4a6245a
https://down-id.img.susercontent.com/file/3fb03453b1d7fc0b75b1318b9e84ba2e,,lenovo s880,Rp,125.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bekasi,,,,,,,,,"Scrape to BigSeller
lenovo s880
Rp
125.000
4-7 Hari
Bekasi",https://shopee.co.id/lenovo-s880-i.669730113.11685615592?extraParams=%7B%22display_model_id%22%3A68305703800%2C%22model_selection_logic%22%3A3%7D&sp_atk=f2ce54f3-eadb-49d6-8e94-2b6fb7393eaa&xptdk=f2ce54f3-eadb-49d6-8e94-2b6fb7393eaa
https://down-id.img.susercontent.com/file/id-11134207-7r98t-ll4qhynchchwff,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,HANDPHONE BEKAS SECOND LENOVO A1000 MATI TOTAL,Rp,50.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,7 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,,"Scrape to BigSeller
HANDPHONE BEKAS SECOND LENOVO A1000 MATI TOTAL
Rp
50.000
5.0
7 Terjual
Besok
Jakarta Pusat",https://shopee.co.id/HANDPHONE-BEKAS-SECOND-LENOVO-A1000-MATI-TOTAL-i.941744273.18992580675?extraParams=%7B%22display_model_id%22%3A216999235886%2C%22model_selection_logic%22%3A2%7D&sp_atk=db6a9a2c-a279-4a51-8277-f80fcbc61aad&xptdk=db6a9a2c-a279-4a51-8277-f80fcbc61aad
https://down-id.img.susercontent.com/file/id-11134207-8224o-mhfk57ca3a4o2a,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,HP Handphone Lenovo S850 bekas. Baca deskripsi!,Rp,250.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-8 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Lampung Selatan,,,,,,,,,"Scrape to BigSeller
HP Handphone Lenovo S850 bekas. Baca deskripsi!
Rp
250.000
4-8 Hari
Kab. Lampung Selatan",https://shopee.co.id/HP-Handphone-Lenovo-S850-bekas.-Baca-deskripsi!-i.455850353.53051993740?extraParams=%7B%22display_model_id%22%3A440195046247%2C%22model_selection_logic%22%3A3%7D&sp_atk=cafea03f-a584-4097-bbbf-8f2810b4075b&xptdk=cafea03f-a584-4097-bbbf-8f2810b4075b
https://down-id.img.susercontent.com/file/2d665bce911980f63acfe4520f7e91c0,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Lenovo A1000m,Rp,150.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-6 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Lamongan,,,,,,,,,"Scrape to BigSeller
Lenovo A1000m
Rp
150.000
3-6 Hari
Kab. Lamongan",https://shopee.co.id/Lenovo-A1000m-i.52542613.16130588230?extraParams=%7B%22display_model_id%22%3A171204829645%2C%22model_selection_logic%22%3A3%7D&sp_atk=d8b06a07-7cb4-4367-9020-665279d6fd50&xptdk=d8b06a07-7cb4-4367-9020-665279d6fd50
https://down-id.img.susercontent.com/file/id-11134207-7r98r-lphconfh8tfb41,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Lenovo Vibe K5 PLUS A6020 Ram 3/16GB wifi online sesuai foto,Rp,270.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,8 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Timur,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,,"Scrape to BigSeller
Lenovo Vibe K5 PLUS A6020 Ram 3/16GB wifi online sesuai foto
Rp
270.000
5.0
8 Terjual
Besok
Jakarta Timur",https://shopee.co.id/Lenovo-Vibe-K5-PLUS-A6020-Ram-3-16GB-wifi-online-sesuai-foto-i.287908499.22347963291?extraParams=%7B%22display_model_id%22%3A231793320983%2C%22model_selection_logic%22%3A3%7D&sp_atk=3b931321-98ee-4596-8d4d-8094f7db5143&xptdk=3b931321-98ee-4596-8d4d-8094f7db5143
https://down-id.img.susercontent.com/file/id-11134207-7rbk1-m9tslruwnjm52c,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,LENOVO P780 HIDUP NAMUN KEADAAN SEPERTI DI FOTO,Rp,45.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Pontianak,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,,"Scrape to BigSeller
LENOVO P780 HIDUP NAMUN KEADAAN SEPERTI DI FOTO
Rp
45.000
Besok
Pontianak",https://shopee.co.id/LENOVO-P780-HIDUP-NAMUN-KEADAAN-SEPERTI-DI-FOTO-i.1282212505.43951100326?extraParams=%7B%22display_model_id%22%3A178932496671%2C%22model_selection_logic%22%3A2%7D&sp_atk=99ebd59b-ecb1-41c2-b74c-90dd5201fe10&xptdk=99ebd59b-ecb1-41c2-b74c-90dd5201fe10
