-image-yazkc-11,text-sm,inline-block,text-xs/sp14,font-medium,text-xs/sp14_2,pointer-events-none,w-auto,text-white,pointer-events-none_2,align-middle,-image-yazkc-11_2,truncate,img_2,text-xs_2,text-shopee-primary,pointer-events-none_3,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-8224q-mh8vns18t98v67,iPhone 11 ex iBox Beacukai IMEI Permanen Garansi 12 Bln 100% Original Second iPhone FULLSET 64GB 128GB 256GB,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,4.899.000,4.9,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Selatan,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,Hadiah Gratis,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,2RB+ Terjual,-32%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"Scrape to BigSeller
iPhone 11 ex iBox Beacukai IMEI Permanen Garansi 12 Bln 100% Original Second iPhone FULLSET 64GB 128GB 256GB
Rp
4.899.000
-32%
Hadiah Gratis
4.9
2RB+ Terjual
2-3 Hari
Jakarta Selatan",https://shopee.co.id/iPhone-11-ex-iBox-Beacukai-IMEI-Permanen-Garansi-12-Bln-100-Original-Second-iPhone-FULLSET-64GB-128GB-256GB-i.1437255344.28377371619?extraParams=%7B%22display_model_id%22%3A233847569858%2C%22model_selection_logic%22%3A3%7D&sp_atk=7a4cc2d4-ff49-42b8-9359-e347cb1dafad&xptdk=7a4cc2d4-ff49-42b8-9359-e347cb1dafad
https://down-id.img.susercontent.com/file/id-11134207-81zti-mf6edpotvpjib7,12 64GB/128GB/256GB Second Like New Original Bergaransi,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,3.915.000,4.7,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Semarang,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,716 Terjual,,,"Scrape to BigSeller
12 64GB/128GB/256GB Second Like New Original Bergaransi
Rp
3.915.000
4.7
716 Terjual
2-3 Hari
Semarang",https://shopee.co.id/12-64GB-128GB-256GB-Second-Like-New-Original-Bergaransi-i.402809779.25044687132?extraParams=%7B%22display_model_id%22%3A198479024764%2C%22model_selection_logic%22%3A3%7D&sp_atk=450b83e2-a944-4801-8dee-6084e1fbdfa1&xptdk=450b83e2-a944-4801-8dee-6084e1fbdfa1
https://down-id.img.susercontent.com/file/id-11134207-7rbkb-m96ytvtqjjzh29,Xiaomi Black Shark 5 Snapdragon 8+ Gen1 Ram 12/256Gb Resmi Fullset,,Rp,12.850.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,,"Scrape to BigSeller
Xiaomi Black Shark 5 Snapdragon 8+ Gen1 Ram 12/256Gb Resmi Fullset
Rp
12.850.000
Besok
Jakarta Pusat",https://shopee.co.id/Xiaomi-Black-Shark-5-Snapdragon-8-Gen1-Ram-12-256Gb-Resmi-Fullset-i.64979891.20815068126?extraParams=%7B%22display_model_id%22%3A126124332452%2C%22model_selection_logic%22%3A3%7D&sp_atk=2d037383-91a9-4aed-8d00-68b7a0cdf59d&xptdk=2d037383-91a9-4aed-8d00-68b7a0cdf59d
https://down-id.img.susercontent.com/file/id-11134207-8224t-ml4jl196jx1d87,"realme Note 80 4GB+128GB (6300mAh Baterai | Proteksi ArmorShell,Jaminan Lancar Hingga 48-bulan,IP54)",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,1.842.240,4.9,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,Cicilan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,549 Terjual,-23%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"Scrape to BigSeller
realme Note 80 4GB+128GB (6300mAh Baterai | Proteksi ArmorShell,Jaminan Lancar Hingga 48-bulan,IP54)
Rp
1.842.240
-23%
Cicilan
4.9
549 Terjual
2-3 Hari
Jakarta Utara",https://shopee.co.id/realme-Note-80-4GB-128GB-(6300mAh-Baterai-Proteksi-ArmorShell-Jaminan-Lancar-Hingga-48-bulan-IP54)-i.119894868.1831565437?extraParams=%7B%22display_model_id%22%3A350612402398%2C%22model_selection_logic%22%3A3%7D&sp_atk=4ddbb715-f6f8-4cf5-8389-8c233a0ecd87&xptdk=4ddbb715-f6f8-4cf5-8389-8c233a0ecd87
https://down-id.img.susercontent.com/file/311a66d811f25e32138ea6a107fea8c3,Xiaomi Blackshark 4 Pro 5G - 512GB & 256GB - BNIB - ORIGINAL,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,9.897.750,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"Scrape to BigSeller
Xiaomi Blackshark 4 Pro 5G - 512GB & 256GB - BNIB - ORIGINAL
Rp
9.897.750
-1%
Besok
Jakarta Pusat",https://shopee.co.id/Xiaomi-Blackshark-4-Pro-5G-512GB-256GB-BNIB-ORIGINAL-i.8287608.3589651281?extraParams=%7B%22display_model_id%22%3A82187410813%2C%22model_selection_logic%22%3A3%7D&sp_atk=06faf27d-57ff-4f72-856b-1af4fc466d94&xptdk=06faf27d-57ff-4f72-856b-1af4fc466d94
https://down-id.img.susercontent.com/file/46e6f6be8b474a51bc9290b6444db7be,Xiaomi BlackShark 4S Pro 5G - 256gb & 128GB BNIB Black Shark - 256gb ram 12gb,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,11.115.750,3.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,2 Terjual,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"Scrape to BigSeller
Xiaomi BlackShark 4S Pro 5G - 256gb & 128GB BNIB Black Shark - 256gb ram 12gb
Rp
11.115.750
-1%
3.0
2 Terjual
Besok
Jakarta Pusat",https://shopee.co.id/Xiaomi-BlackShark-4S-Pro-5G-256gb-128GB-BNIB-Black-Shark-256gb-ram-12gb-i.8287608.14747854080?extraParams=%7B%22display_model_id%22%3A134037781524%2C%22model_selection_logic%22%3A3%7D&sp_atk=abb398e6-d344-4fa3-9d02-d7376f20c341&xptdk=abb398e6-d344-4fa3-9d02-d7376f20c341
https://down-id.img.susercontent.com/file/id-11134207-8224o-mh8trjjq4yyw2f,iPhone 12 ex iBox Beacukai IMEI Permanen Garansi 12 Bln 100% Original Second Resmi FULLSET BC 128GB 256GB 512GB 1TB,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,5.799.000,4.9,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Selatan,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,Hadiah Gratis,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,1RB+ Terjual,-31%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"Scrape to BigSeller
iPhone 12 ex iBox Beacukai IMEI Permanen Garansi 12 Bln 100% Original Second Resmi FULLSET BC 128GB 256GB 512GB 1TB
Rp
5.799.000
-31%
Hadiah Gratis
4.9
1RB+ Terjual
2-3 Hari
Jakarta Selatan",https://shopee.co.id/iPhone-12-ex-iBox-Beacukai-IMEI-Permanen-Garansi-12-Bln-100-Original-Second-Resmi-FULLSET-BC-128GB-256GB-512GB-1TB-i.1437255344.25591856419?extraParams=%7B%22display_model_id%22%3A237419038266%2C%22model_selection_logic%22%3A3%7D&sp_atk=9c6eaa92-bdb8-4346-bca0-da9586360a8a&xptdk=9c6eaa92-bdb8-4346-bca0-da9586360a8a
https://down-id.img.susercontent.com/file/sg-11134201-7rbk0-lks3nkvls0g758,Xiaomi Black Shark 5 Pro 16/512Gb Fullset Not Rog Phone 6 Red Magic,,Rp,10.550.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,-27%,,"Scrape to BigSeller
Xiaomi Black Shark 5 Pro 16/512Gb Fullset Not Rog Phone 6 Red Magic
Rp
10.550.000
-27%
Besok
Jakarta Pusat",https://shopee.co.id/Xiaomi-Black-Shark-5-Pro-16-512Gb-Fullset-Not-Rog-Phone-6-Red-Magic-i.64979891.19159653976?extraParams=%7B%22display_model_id%22%3A49158965369%2C%22model_selection_logic%22%3A3%7D&sp_atk=e79c9059-3a75-4938-9406-72079ecb5c16&xptdk=e79c9059-3a75-4938-9406-72079ecb5c16
https://down-id.img.susercontent.com/file/sg-11134201-7rbk0-lks3mhg3ha3y85,XIAOMI BLACK SHARK 4 Ram 8/128Gb Resmi Fullset,,Rp,6.650.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,1 Terjual,,,"Scrape to BigSeller
XIAOMI BLACK SHARK 4 Ram 8/128Gb Resmi Fullset
Rp
6.650.000
1 Terjual
Besok
Jakarta Pusat",https://shopee.co.id/XIAOMI-BLACK-SHARK-4-Ram-8-128Gb-Resmi-Fullset-i.64979891.13911197516?extraParams=%7B%22display_model_id%22%3A130504322853%2C%22model_selection_logic%22%3A3%7D&sp_atk=7dc20489-33d7-49b8-95b8-82542a0028ed&xptdk=7dc20489-33d7-49b8-95b8-82542a0028ed
https://down-id.img.susercontent.com/file/id-11134207-822wj-mmgh5h80kgegc4,PART ORIGINAL BLACK SHARK 4 4S PRO,,Rp,100.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Serang,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,,,1 Terjual,,,"Scrape to BigSeller
PART ORIGINAL BLACK SHARK 4 4S PRO
Rp
100.000
1 Terjual
2-3 Hari
Serang",https://shopee.co.id/PART-ORIGINAL-BLACK-SHARK-4-4S-PRO-i.674450003.43275175075?extraParams=%7B%22display_model_id%22%3A228181202889%2C%22model_selection_logic%22%3A3%7D&sp_atk=c85ed9d0-0b04-4671-ad87-5152548ff8a9&xptdk=c85ed9d0-0b04-4671-ad87-5152548ff8a9
https://down-id.img.susercontent.com/file/id-11134207-822wr-mmrb9ocookxxb5,HP Black Shark 4 wajib baca deskripsi!!,,Rp,1.000.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bogor,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,,,4-7 Hari,,,"Scrape to BigSeller
HP Black Shark 4 wajib baca deskripsi!!
Rp
1.000.000
4-7 Hari
Kab. Bogor",https://shopee.co.id/HP-Black-Shark-4-wajib-baca-deskripsi!!-i.94139139.53108346592?extraParams=%7B%22display_model_id%22%3A297512424644%2C%22model_selection_logic%22%3A3%7D&sp_atk=3388875a-9472-4723-abf2-fec2957f9fb9&xptdk=3388875a-9472-4723-abf2-fec2957f9fb9
https://down-id.img.susercontent.com/file/sg-11134301-8227e-mhiv7frfgb9f59,realme C85 Pro 8GB+16GB*|128GB (7000mAh Titan Battery | IP69 Pro Water Resistance | 4000nit Ultra Bright AMOLED Display | Military-Grade Shock Resistance),https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,3.312.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,361 Terjual,-8%,,"Scrape to BigSeller
realme C85 Pro 8GB+16GB*|128GB (7000mAh Titan Battery | IP69 Pro Water Resistance | 4000nit Ultra Bright AMOLED Display | Military-Grade Shock Resistance)
Rp
3.312.000
-8%
5.0
361 Terjual
2-3 Hari
Jakarta Utara",https://shopee.co.id/realme-C85-Pro-8GB-16GB*-128GB-(7000mAh-Titan-Battery-IP69-Pro-Water-Resistance-4000nit-Ultra-Bright-AMOLED-Display-Military-Grade-Shock-Resistance)-i.109598751.56650828576?extraParams=%7B%22display_model_id%22%3A360074561196%2C%22model_selection_logic%22%3A3%7D&sp_atk=17a537e6-4a81-4895-95de-0e5bbd26b342&xptdk=17a537e6-4a81-4895-95de-0e5bbd26b342
https://down-id.img.susercontent.com/file/id-11134207-7r98s-lzhnw0afeacoc2,HP ANDROID SAMSUNG J2PREM RAM 1.5 ROM16 HP NORMAL SECOND SIAP PAKE,,Rp,60.000,3.7,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Cirebon,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,235 Terjual,,,"Scrape to BigSeller
HP ANDROID SAMSUNG J2PREM RAM 1.5 ROM16 HP NORMAL SECOND SIAP PAKE
Rp
60.000
3.7
235 Terjual
3-6 Hari
Kab. Cirebon",https://shopee.co.id/HP-ANDROID-SAMSUNG-J2PREM-RAM-1.5-ROM16-HP-NORMAL-SECOND-SIAP-PAKE-i.1339622884.25535356374?extraParams=%7B%22display_model_id%22%3A410322836541%2C%22model_selection_logic%22%3A3%7D&sp_atk=eb32df0e-2125-4e3e-9e67-5785eeae4cf1&xptdk=eb32df0e-2125-4e3e-9e67-5785eeae4cf1
https://down-id.img.susercontent.com/file/838ee0397b0860d1f11761e1d5f28f1e,"HUANGMI F8 XR ANDROID 4G Lte 6.5"" WATERDROP LCD 4Gb/32Gb FINGERPRINT BATT 4.000Mah F8XR GARANSI RESMI",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,650.000,4.8,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,Cicilan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,343 Terjual,,,"Scrape to BigSeller
HUANGMI F8 XR ANDROID 4G Lte 6.5"" WATERDROP LCD 4Gb/32Gb FINGERPRINT BATT 4.000Mah F8XR GARANSI RESMI
Rp
650.000
Cicilan
4.8
343 Terjual
Besok
Jakarta Barat",https://shopee.co.id/HUANGMI-F8-XR-ANDROID-4G-Lte-6.5-WATERDROP-LCD-4Gb-32Gb-FINGERPRINT-BATT-4.000Mah-F8XR-GARANSI-RESMI-i.236332847.4885363760?extraParams=%7B%22display_model_id%22%3A130451960962%2C%22model_selection_logic%22%3A3%7D&sp_atk=4720f065-46db-4259-8fda-513155f1c230&xptdk=4720f065-46db-4259-8fda-513155f1c230
https://down-id.img.susercontent.com/file/id-11134207-822wn-mnaxlcqphrsx24,HP SAMSUNG J5 2015 (SM-J500G) 1.5/8GB 4G LTE,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,270.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bogor,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,3 Terjual,-2%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"Scrape to BigSeller
HP SAMSUNG J5 2015 (SM-J500G) 1.5/8GB 4G LTE
Rp
270.000
-2%
5.0
3 Terjual
Besok
Kab. Bogor",https://shopee.co.id/HP-SAMSUNG-J5-2015-(SM-J500G)-1.5-8GB-4G-LTE-i.47384082.24351189925?extraParams=%7B%22display_model_id%22%3A167948659513%2C%22model_selection_logic%22%3A3%7D&sp_atk=05e50fd2-88a9-478f-a8cb-16e4df025e6d&xptdk=05e50fd2-88a9-478f-a8cb-16e4df025e6d
https://down-id.img.susercontent.com/file/id-11134207-822wg-mn3ys7lhwxs470,Samsung J1 Ace J11F Hp Samsung J1Ace 2016,,Rp,175.000,4.7,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Ciamis,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,28 Terjual,,,"Scrape to BigSeller
Samsung J1 Ace J11F Hp Samsung J1Ace 2016
Rp
175.000
4.7
28 Terjual
2-5 Hari
Kab. Ciamis",https://shopee.co.id/Samsung-J1-Ace-J11F-Hp-Samsung-J1Ace-2016-i.298648497.12674901206?extraParams=%7B%22display_model_id%22%3A255376487220%2C%22model_selection_logic%22%3A3%7D&sp_atk=e2ae772c-8426-4bff-9f39-acbc64553b2a&xptdk=e2ae772c-8426-4bff-9f39-acbc64553b2a
https://down-id.img.susercontent.com/file/974c2677a5f0e125ca0565d797bd0927,Asus rog phone 2 8/128gb fullset second,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,2.650.000,4.6,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bekasi,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,80 Terjual,,,"Scrape to BigSeller
Asus rog phone 2 8/128gb fullset second
Rp
2.650.000
4.6
80 Terjual
Besok
Bekasi",https://shopee.co.id/Asus-rog-phone-2-8-128gb-fullset-second-i.43877791.11384615786?extraParams=%7B%22display_model_id%22%3A176770000404%2C%22model_selection_logic%22%3A3%7D&sp_atk=4437a476-35e5-4568-9a3b-e3401d3eb76c&xptdk=4437a476-35e5-4568-9a3b-e3401d3eb76c
https://down-id.img.susercontent.com/file/id-11134207-7rasd-m2dbtm47emkg8d,Nokia Lumia 530 Dual sim,,Rp,445.000,4.6,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Selatan,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,15 Terjual,,,"Scrape to BigSeller
Nokia Lumia 530 Dual sim
Rp
445.000
4.6
15 Terjual
Besok
Jakarta Selatan",https://shopee.co.id/Nokia-Lumia-530-Dual-sim-i.146831103.27616303530?extraParams=%7B%22display_model_id%22%3A147534040691%2C%22model_selection_logic%22%3A3%7D&sp_atk=e94b09a1-9a4d-4af9-84c4-a5a659e49be4&xptdk=e94b09a1-9a4d-4af9-84c4-a5a659e49be4
https://down-id.img.susercontent.com/file/id-11134207-822wk-mma0i2db4ft153,dijual black shark 5 second milik pribadi,,Rp,3.000.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sukoharjo,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,,,2-5 Hari,,,"Scrape to BigSeller
dijual black shark 5 second milik pribadi
Rp
3.000.000
2-5 Hari
Kab. Sukoharjo",https://shopee.co.id/dijual-black-shark-5-second-milik-pribadi-i.16714070.42117876894?extraParams=%7B%22display_model_id%22%3A276472046635%2C%22model_selection_logic%22%3A3%7D&sp_atk=94413a2b-7862-480a-86d0-3d76821f792c&xptdk=94413a2b-7862-480a-86d0-3d76821f792c
