-image-yazkc-11,-image-yazkc-11_2,text-sm,text-xs/sp14,font-medium,img,text-xs/sp14_2,text-xs,pointer-events-none,align-middle,truncate,inline-block,text-shopee-primary,pointer-events-none_2,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-7r98r-llsscupos4ro0c,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"Notebook ASUS E203 intel celeron 11,6inch RAM 2GB HDD 500GB/SSD 256GB",Rp,1.343.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,14 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,-33%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"Notebook ASUS E203 intel celeron 11,6inch RAM 2GB HDD 500GB/SSD 256GB
Rp
1.343.000
-33%
4.9
14 Terjual
Jakarta Barat",https://shopee.co.id/Notebook-ASUS-E203-intel-celeron-11-6inch-RAM-2GB-HDD-500GB-SSD-256GB-i.21620531.22355088743?extraParams=%7B%22display_model_id%22%3A194588816433%2C%22model_selection_logic%22%3A3%7D&sp_atk=219e7c5d-67a4-4719-9f56-ddb7f5ec1a4d&xptdk=219e7c5d-67a4-4719-9f56-ddb7f5ec1a4d
https://down-id.img.susercontent.com/file/id-11134207-822wj-mn24rcvzkjr9b3,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,laptop Notebook second siap pakai minus baterai,Rp,675.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.8,192 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bogor,Cicilan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,"laptop Notebook second siap pakai minus baterai
Rp
675.000
Cicilan
4.8
192 Terjual
Kab. Bogor",https://shopee.co.id/laptop-Notebook-second-siap-pakai-minus-baterai-i.124243491.4772260825?extraParams=%7B%22display_model_id%22%3A195175442809%2C%22model_selection_logic%22%3A3%7D&sp_atk=c0c1bd2d-cbed-473b-b1dd-9e2aa196d019&xptdk=c0c1bd2d-cbed-473b-b1dd-9e2aa196d019
https://down-id.img.susercontent.com/file/id-11134207-7rasa-m3hh4hpe8nko7e,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Laptop Sony vaio SVE141B11W RAM 4GB HDD 320GB INTEL COREI3-2370M NO MINUS,Rp,1.599.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,9 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tangerang,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,-11%,,"Laptop Sony vaio SVE141B11W RAM 4GB HDD 320GB INTEL COREI3-2370M NO MINUS
Rp
1.599.000
-11%
5.0
9 Terjual
Tangerang",https://shopee.co.id/Laptop-Sony-vaio-SVE141B11W-RAM-4GB-HDD-320GB-INTEL-COREI3-2370M-NO-MINUS-i.41632262.24939206169?extraParams=%7B%22display_model_id%22%3A227121484212%2C%22model_selection_logic%22%3A3%7D&sp_atk=11c0c7b6-fe0d-4212-b7db-fab4e04ee3c7&xptdk=11c0c7b6-fe0d-4212-b7db-fab4e04ee3c7
https://down-id.img.susercontent.com/file/id-11134207-822wl-mmlm02ge5d6p07,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,Laptop Lenovo ThinkBook 14 G2 Core i5-1135G7 Gen 11 RAM 16GB 8GB SSD 512GB 256GB Siap Pakai,Rp,4.600.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,"Laptop Lenovo ThinkBook 14 G2 Core i5-1135G7 Gen 11 RAM 16GB 8GB SSD 512GB 256GB Siap Pakai
Rp
4.600.000
5.0
1 Terjual
Jakarta Barat",https://shopee.co.id/Laptop-Lenovo-ThinkBook-14-G2-Core-i5-1135G7-Gen-11-RAM-16GB-8GB-SSD-512GB-256GB-Siap-Pakai-i.582969235.43179741975?extraParams=%7B%22display_model_id%22%3A410726976109%2C%22model_selection_logic%22%3A3%7D&sp_atk=bfb46786-8aea-4b5e-9502-d38673f662f0&xptdk=bfb46786-8aea-4b5e-9502-d38673f662f0
https://down-id.img.susercontent.com/file/id-11134207-7rask-m3ub9y015m6of4,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Apple Laptop Macbook Pro MD101 2011 2012 2013 11.6/13.3inch Mac IOS sistem Core I7/I5 Ram 8GB SSD 256GB Original,Rp,2.899.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.7,866 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tangerang,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,"Apple Laptop Macbook Pro MD101 2011 2012 2013 11.6/13.3inch Mac IOS sistem Core I7/I5 Ram 8GB SSD 256GB Original
Rp
2.899.000
4.7
866 Terjual
Tangerang",https://shopee.co.id/Apple-Laptop-Macbook-Pro-MD101-2011-2012-2013-11.6-13.3inch-Mac-IOS-sistem-Core-I7-I5-Ram-8GB-SSD-256GB-Original-i.772901883.18383066284?extraParams=%7B%22display_model_id%22%3A250934394429%2C%22model_selection_logic%22%3A3%7D&sp_atk=79acc003-2bfa-4d4f-aff8-f683ac905ce6&xptdk=79acc003-2bfa-4d4f-aff8-f683ac905ce6
https://down-id.img.susercontent.com/file/id-11134207-7rbk6-m769o1l6ow8af8,https://down-id.img.susercontent.com/file/id-11134258-822wp-mlyjp115kz5tc6,"Asus VivoBook A416JAO Core i3-1005G1 RAM 12GB SSD 512GB 14"" FHD BACKLIT Windows 11",Rp,4.615.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,73 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,-29%,,"Asus VivoBook A416JAO Core i3-1005G1 RAM 12GB SSD 512GB 14"" FHD BACKLIT Windows 11
Rp
4.615.000
-29%
4.9
73 Terjual
Jakarta Barat",https://shopee.co.id/Asus-VivoBook-A416JAO-Core-i3-1005G1-RAM-12GB-SSD-512GB-14-FHD-BACKLIT-Windows-11-i.1124285767.24442472462?extraParams=%7B%22display_model_id%22%3A254028436674%2C%22model_selection_logic%22%3A3%7D&sp_atk=a08542e4-d3ff-4e48-879c-45fdee77e739&xptdk=a08542e4-d3ff-4e48-879c-45fdee77e739
https://down-id.img.susercontent.com/file/id-11134207-7r98o-lqjtdkyxcm3y4d,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop speck tinggi dell lenovo hp core i5 ram 8gb & 16gb termurah dan bergaransi,Rp,900.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.5,247 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Tangerang,,,,,"Laptop speck tinggi dell lenovo hp core i5 ram 8gb & 16gb termurah dan bergaransi
Rp
900.000
4.5
247 Terjual
Kab. Tangerang",https://shopee.co.id/Laptop-speck-tinggi-dell-lenovo-hp-core-i5-ram-8gb-16gb-termurah-dan-bergaransi-i.72458775.1937541988?extraParams=%7B%22display_model_id%22%3A310233821779%2C%22model_selection_logic%22%3A3%7D&sp_atk=735b69ba-0817-4df9-808a-be3c9851cfb3&xptdk=735b69ba-0817-4df9-808a-be3c9851cfb3
https://down-id.img.susercontent.com/file/id-11134207-7r98x-lrsc3f5mk1u1e4,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop Asus 14 inch Intel/Amd Ram 8gb/Ssd 512gb Free Gift,Rp,1.313.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.3,69 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,-23%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"Laptop Asus 14 inch Intel/Amd Ram 8gb/Ssd 512gb Free Gift
Rp
1.313.000
-23%
4.3
69 Terjual
Jakarta Barat",https://shopee.co.id/Laptop-Asus-14-inch-Intel-Amd-Ram-8gb-Ssd-512gb-Free-Gift-i.21620531.25463672961?extraParams=%7B%22display_model_id%22%3A250339623738%2C%22model_selection_logic%22%3A3%7D&sp_atk=5a96d0ce-90f9-4a2a-8e09-df49b75ff733&xptdk=5a96d0ce-90f9-4a2a-8e09-df49b75ff733
https://down-id.img.susercontent.com/file/id-11134207-7r98o-lztxqnc19h6td4,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,laptop HP probook 5310m ORI nyala,Rp,250.000,,,2 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,,,,,"laptop HP probook 5310m ORI nyala
Rp
250.000
2 Terjual
Bandung",https://shopee.co.id/laptop-HP-probook-5310m-ORI-nyala-i.104506405.28860372384?extraParams=%7B%22display_model_id%22%3A241538870363%2C%22model_selection_logic%22%3A2%7D&sp_atk=c7bc8abc-0263-4477-a781-789a664ca61c&xptdk=c7bc8abc-0263-4477-a781-789a664ca61c
https://down-id.img.susercontent.com/file/id-11134207-7ra0q-mcrr78oq5pg8fc,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop Lenovo Thinkpad Core i5 / i7 RAM 16Gb SSD 512Gb BERGARANSI MURAH ORIGINAL,Rp,3.550.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.8,121 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,"Laptop Lenovo Thinkpad Core i5 / i7 RAM 16Gb SSD 512Gb BERGARANSI MURAH ORIGINAL
Rp
3.550.000
4.8
121 Terjual
Bandung",https://shopee.co.id/Laptop-Lenovo-Thinkpad-Core-i5-i7-RAM-16Gb-SSD-512Gb-BERGARANSI-MURAH-ORIGINAL-i.214563751.22842191241?extraParams=%7B%22display_model_id%22%3A301183918138%2C%22model_selection_logic%22%3A3%7D&sp_atk=d741730f-406e-4d13-8110-ad8d10ddc4f4&xptdk=d741730f-406e-4d13-8110-ad8d10ddc4f4
https://down-id.img.susercontent.com/file/id-11134207-7rbk5-m7ro1zix37aaac,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"LAPTOP ACER INTEL CELERON - RAM 4GB/ HDD 1TB - Windows 10 ""FREE TAS / MOUSE""",Rp,1.323.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.8,56 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,Cicilan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,-34%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"LAPTOP ACER INTEL CELERON - RAM 4GB/ HDD 1TB - Windows 10 ""FREE TAS / MOUSE""
Rp
1.323.000
-34%
Cicilan
4.8
56 Terjual
Jakarta Barat",https://shopee.co.id/LAPTOP-ACER-INTEL-CELERON-RAM-4GB-HDD-1TB-Windows-10-FREE-TAS-MOUSE--i.21620531.9421392097?extraParams=%7B%22display_model_id%22%3A213920477278%2C%22model_selection_logic%22%3A3%7D&sp_atk=bac57b4d-3a87-4950-89fa-03c7e7f97fcf&xptdk=bac57b4d-3a87-4950-89fa-03c7e7f97fcf
