-image-yazkc-11,-image-yazkc-11_2,text-sm,text-xs/sp14,font-medium,text-xs/sp14_2,text-xs,pointer-events-none,w-auto,text-white,pointer-events-none_2,align-middle,inline-block,truncate,img_2,text-shopee-primary,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-7r98t-lzvqv2htb8rk7f,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ASUS ZENFONE 11 ULTRA 5G 12/256GB,Rp,9.999.000,,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Samarinda,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,,"Scrape to BigSeller
ASUS ZENFONE 11 ULTRA 5G 12/256GB
Rp
9.999.000
1 Terjual
4-8 Hari
Samarinda",https://shopee.co.id/ASUS-ZENFONE-11-ULTRA-5G-12-256GB-i.60878004.24635757824?extraParams=%7B%22display_model_id%22%3A158781842386%2C%22model_selection_logic%22%3A3%7D&sp_atk=3f4aea6a-62e0-461e-9437-1b831eec89be&xptdk=3f4aea6a-62e0-461e-9437-1b831eec89be
https://down-id.img.susercontent.com/file/id-11134207-7ra0u-mchsi3ghhe8z31,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,asus zenfone 9 ram 6 / 128 resmi fullset original,Rp,4.450.000,,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,"Scrape to BigSeller
asus zenfone 9 ram 6 / 128 resmi fullset original
Rp
4.450.000
Besok
Bandung",https://shopee.co.id/asus-zenfone-9-ram-6-128-resmi-fullset-original-i.1428249474.29123799295?extraParams=%7B%22display_model_id%22%3A139214595055%2C%22model_selection_logic%22%3A3%7D&sp_atk=c0fce097-52ca-4617-8112-7d718d49234c&xptdk=c0fce097-52ca-4617-8112-7d718d49234c
https://down-id.img.susercontent.com/file/id-11134207-8224p-mjp9w6vs32mf67,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Asus Zenfone 9  Fullset,Rp,4.500.000,,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Tangerang,,,,,"Scrape to BigSeller
Asus Zenfone 9 Fullset
Rp
4.500.000
1 Terjual
3-6 Hari
Kab. Tangerang",https://shopee.co.id/Asus-Zenfone-9-Fullset-i.57510767.56454947965?extraParams=%7B%22display_model_id%22%3A415621800954%2C%22model_selection_logic%22%3A3%7D&sp_atk=f7288077-b20b-4521-9c7e-c7bd35cebedb&xptdk=f7288077-b20b-4521-9c7e-c7bd35cebedb
https://down-id.img.susercontent.com/file/e89d0cd22567a7405a95808874634b1d,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Asus ROG Phone 5 8/128 Garansi Resmi 1 Tahun,Rp,8.899.000,5.0,3 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Hari ini,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Cicilan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
Asus ROG Phone 5 8/128 Garansi Resmi 1 Tahun
Rp
8.899.000
Cicilan
5.0
3 Terjual
Hari ini
Surabaya",https://shopee.co.id/Asus-ROG-Phone-5-8-128-Garansi-Resmi-1-Tahun-i.234217844.15727745889?extraParams=%7B%22display_model_id%22%3A78103818384%2C%22model_selection_logic%22%3A3%7D&sp_atk=b47fd941-9570-43be-8dd9-da9274e07247&xptdk=b47fd941-9570-43be-8dd9-da9274e07247
https://down-id.img.susercontent.com/file/id-11134207-7ras9-m3oy9fh0b4pc60,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ASUS ROG 2 8/128 RESMI MULUS,Rp,2.850.000,,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Semarang,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,"Scrape to BigSeller
ASUS ROG 2 8/128 RESMI MULUS
Rp
2.850.000
Besok
Semarang",https://shopee.co.id/ASUS-ROG-2-8-128-RESMI-MULUS-i.105119359.27620497732?extraParams=%7B%22display_model_id%22%3A205635668752%2C%22model_selection_logic%22%3A3%7D&sp_atk=1b6ac5b8-be87-45b5-9209-df97d43088e5&xptdk=1b6ac5b8-be87-45b5-9209-df97d43088e5
https://down-id.img.susercontent.com/file/id-11134207-7rbk4-m96ytvuuawor5d,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ASUS ROG PHONE 2 Snapdragon 855+ RAM 8Gb /128GB tencent,Rp,4.050.000,4.6,35 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,Cicilan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,-9%,"Scrape to BigSeller
ASUS ROG PHONE 2 Snapdragon 855+ RAM 8Gb /128GB tencent
Rp
4.050.000
-9%
Cicilan
4.6
35 Terjual
Besok
Jakarta Pusat",https://shopee.co.id/ASUS-ROG-PHONE-2-Snapdragon-855-RAM-8Gb-128GB-tencent-i.64979891.7332136339?extraParams=%7B%22display_model_id%22%3A96938980076%2C%22model_selection_logic%22%3A3%7D&sp_atk=d355857a-d20c-4b57-8973-4d4be76c6f79&xptdk=d355857a-d20c-4b57-8973-4d4be76c6f79
https://down-id.img.susercontent.com/file/c1b43fa61a58de81f9cc05a2b2644f8b,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,PROMO!! HANDPHONE TKDN ASUS ROG PHONE 5 RAM 12GB 256GB Hp Gaming Asus,Rp,9.550.000,,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Semarang,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,"Scrape to BigSeller
PROMO!! HANDPHONE TKDN ASUS ROG PHONE 5 RAM 12GB 256GB Hp Gaming Asus
Rp
9.550.000
Besok
Semarang",https://shopee.co.id/PROMO!!-HANDPHONE-TKDN-ASUS-ROG-PHONE-5-RAM-12GB-256GB-Hp-Gaming-Asus-i.258843842.14033268571?extraParams=%7B%22display_model_id%22%3A141565808082%2C%22model_selection_logic%22%3A3%7D&sp_atk=b75fbd56-2ce4-453b-b792-5939e6185490&xptdk=b75fbd56-2ce4-453b-b792-5939e6185490
https://down-id.img.susercontent.com/file/id-11134207-7rbk3-maw505nyrjw811,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Asus zenfone 10 8/128gb,Rp,5.050.000,,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Kebumen,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,"Scrape to BigSeller
Asus zenfone 10 8/128gb
Rp
5.050.000
Besok
Kab. Kebumen",https://shopee.co.id/Asus-zenfone-10-8-128gb-i.526789114.43800796403?extraParams=%7B%22display_model_id%22%3A275063216216%2C%22model_selection_logic%22%3A3%7D&sp_atk=f5faceb1-646a-47be-8495-d7c06c2c1482&xptdk=f5faceb1-646a-47be-8495-d7c06c2c1482
https://down-id.img.susercontent.com/file/id-11134207-7rbk0-m8my4zgk720db8,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,[NO COD] Asus ROG Phone 9 FE 12/256 GB 12/512 GB Garansi Resmi Asus Indonesia,Rp,13.999.999,5.0,6 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Hari ini,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
[NO COD] Asus ROG Phone 9 FE 12/256 GB 12/512 GB Garansi Resmi Asus Indonesia
Rp
13.999.999
5.0
6 Terjual
Hari ini
Surabaya",https://shopee.co.id/-NO-COD-Asus-ROG-Phone-9-FE-12-256-GB-12-512-GB-Garansi-Resmi-Asus-Indonesia-i.1236603272.26433630356?extraParams=%7B%22display_model_id%22%3A258196156313%2C%22model_selection_logic%22%3A3%7D&sp_atk=9399681b-77c2-41e5-8685-39333e4d0794&xptdk=9399681b-77c2-41e5-8685-39333e4d0794
https://down-id.img.susercontent.com/file/d91b307fbb65ba07f6cf93f9907a67c9,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Asus Zenfone Max Pro M1 ZB602KL Smartphone - Meteor Silver [64 GB/ 4 GB],Rp,2.999.000,,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,,Cicilan,,,"Scrape to BigSeller
Asus Zenfone Max Pro M1 ZB602KL Smartphone - Meteor Silver [64 GB/ 4 GB]
Rp
2.999.000
Cicilan
1 Terjual
3-6 Hari
Bandung",https://shopee.co.id/Asus-Zenfone-Max-Pro-M1-ZB602KL-Smartphone-Meteor-Silver-64-GB-4-GB--i.45836165.2110416113?extraParams=%7B%22display_model_id%22%3A23464641156%2C%22model_selection_logic%22%3A3%7D&sp_atk=49ed5af6-ef3f-4112-b582-6d734dcf7cee&xptdk=49ed5af6-ef3f-4112-b582-6d734dcf7cee
