-image-yazkc-11,-image-yazkc-11_2,text-sm,text-xs/sp14,font-medium,text-xs/sp14_2,pointer-events-none,text-shopee-green,pointer-events-none_2,align-middle,inline-block,w-auto,text-white,text-shopee-primary,pointer-events-none_3,img_2,truncate,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-8224w-mkgd7z3wuxac6b,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Nokia 215 RM-1110 Dual Sim Normal Second,Rp,60.000,4.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,20 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Cirebon,,,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
Nokia 215 RM-1110 Dual Sim Normal Second
Rp
60.000
4.0
20 Terjual
2-5 Hari
Kab. Cirebon",https://shopee.co.id/Nokia-215-RM-1110-Dual-Sim-Normal-Second-i.1675555240.54851511039?extraParams=%7B%22display_model_id%22%3A445139007264%2C%22model_selection_logic%22%3A3%7D&sp_atk=bbf0a70a-3077-44c4-a839-305f846754f8&xptdk=bbf0a70a-3077-44c4-a839-305f846754f8
https://down-id.img.susercontent.com/file/id-11134207-7r991-lwmdir91g1zy55,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Nokia 105 warna USB | Second Berkualitas | HP Jadul,Rp,250.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,3 jam,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
Nokia 105 warna USB | Second Berkualitas | HP Jadul
Rp
250.000
5.0
1 Terjual
3 jam
Surabaya",https://shopee.co.id/Nokia-105-warna-USB-Second-Berkualitas-HP-Jadul-i.806011032.29103039286?extraParams=%7B%22display_model_id%22%3A246034037568%2C%22model_selection_logic%22%3A3%7D&sp_atk=f7db92e8-f47b-431f-8b94-cc678c6abca3&xptdk=f7db92e8-f47b-431f-8b94-cc678c6abca3
https://down-id.img.susercontent.com/file/id-11134207-7rasb-m5dyb3mqudqu65,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Nokia 105 2017 / ta 1034 normal ori (second),Rp,55.000,4.5,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,253 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Cirebon,,,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
Nokia 105 2017 / ta 1034 normal ori (second)
Rp
55.000
4.5
253 Terjual
2-3 Hari
Kab. Cirebon",https://shopee.co.id/Nokia-105-2017-ta-1034-normal-ori-(second)-i.1162228100.28974570433?extraParams=%7B%22display_model_id%22%3A198215185138%2C%22model_selection_logic%22%3A2%7D&sp_atk=28f5a954-067b-4550-9c7a-35344a95fbcc&xptdk=28f5a954-067b-4550-9c7a-35344a95fbcc
https://down-id.img.susercontent.com/file/sg-11134201-22120-y0gyzz8uoglv99,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Nokia X2-02 Second Original,Rp,299.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,6 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Banyuwangi,,,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
Nokia X2-02 Second Original
Rp
299.000
5.0
6 Terjual
2-4 Hari
Kab. Banyuwangi",https://shopee.co.id/Nokia-X2-02-Second-Original-i.102330843.17024912138?extraParams=%7B%22display_model_id%22%3A97168504119%2C%22model_selection_logic%22%3A3%7D&sp_atk=050d5978-90ab-4c1b-a2a1-eef027eb771e&xptdk=050d5978-90ab-4c1b-a2a1-eef027eb771e
https://down-id.img.susercontent.com/file/042c309d64a1c8667ac08cedba639d22,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Nokia 1202 pakai casing Nokia 1203 second original,Rp,191.000,4.9,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,18 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Banyuwangi,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
Nokia 1202 pakai casing Nokia 1203 second original
Rp
191.000
4.9
18 Terjual
< 2 Hari
Kab. Banyuwangi",https://shopee.co.id/Nokia-1202-pakai-casing-Nokia-1203-second-original-i.193551914.21846972450?extraParams=%7B%22display_model_id%22%3A164503263147%2C%22model_selection_logic%22%3A3%7D&sp_atk=8802f504-45b6-4486-a0dd-a188e835f926&xptdk=8802f504-45b6-4486-a0dd-a188e835f926
https://down-id.img.susercontent.com/file/id-11134207-7qul5-ljud196iba57a3,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Nokia 215 ORI dual sim kamera mp3 bekas mulus,Rp,84.000,4.6,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,171 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Cirebon,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
Nokia 215 ORI dual sim kamera mp3 bekas mulus
Rp
84.000
4.6
171 Terjual
2-3 Hari
Kab. Cirebon",https://shopee.co.id/Nokia-215-ORI-dual-sim-kamera-mp3-bekas-mulus-i.292242707.13212682748?extraParams=%7B%22display_model_id%22%3A184469983062%2C%22model_selection_logic%22%3A3%7D&sp_atk=5f845cfc-a4b5-43c2-a42e-7ee211e04562&xptdk=5f845cfc-a4b5-43c2-a42e-7ee211e04562
https://down-id.img.susercontent.com/file/id-11134207-7ras9-m3br849ppp1r23,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Nokia 216/150 second,Rp,65.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,21 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Majalengka,,,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
Nokia 216/150 second
Rp
65.000
5.0
21 Terjual
3-6 Hari
Kab. Majalengka",https://shopee.co.id/Nokia-216-150-second-i.200321919.25415908993?extraParams=%7B%22display_model_id%22%3A261017174603%2C%22model_selection_logic%22%3A3%7D&sp_atk=1a202234-236d-4fdf-b76e-3efb928cb62e&xptdk=1a202234-236d-4fdf-b76e-3efb928cb62e
https://down-id.img.susercontent.com/file/0d78a0de9ee2cb1e2a6d242be09328fc,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HP jadul Nokia 105/106 dual sim bekas original termurah berkualitas terbaik  grosir,Rp,71.910,4.8,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,984 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Cirebon,,,,-10%,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
HP jadul Nokia 105/106 dual sim bekas original termurah berkualitas terbaik grosir
Rp
71.910
-10%
4.8
984 Terjual
2-5 Hari
Kab. Cirebon",https://shopee.co.id/HP-jadul-Nokia-105-106-dual-sim-bekas-original-termurah-berkualitas-terbaik-grosir-i.181163894.5813324215?extraParams=%7B%22display_model_id%22%3A65516054112%2C%22model_selection_logic%22%3A3%7D&sp_atk=d1d9b6a1-4f4e-48b0-879a-ccb9fd247020&xptdk=d1d9b6a1-4f4e-48b0-879a-ccb9fd247020
https://down-id.img.susercontent.com/file/2177e0ec0e36de8a639a17212fe4c51a,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Nokia 6630 6600 x3 -00 n70 7610 6680 6670  hape jadul second original,Rp,352.000,4.8,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,10 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Banyuwangi,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
Nokia 6630 6600 x3 -00 n70 7610 6680 6670 hape jadul second original
Rp
352.000
4.8
10 Terjual
< 2 Hari
Kab. Banyuwangi",https://shopee.co.id/Nokia-6630-6600-x3-00-n70-7610-6680-6670-hape-jadul-second-original-i.193551914.6254332857?extraParams=%7B%22display_model_id%22%3A37131106052%2C%22model_selection_logic%22%3A3%7D&sp_atk=3a8602d0-c1aa-4209-9f67-e27749ea0530&xptdk=3a8602d0-c1aa-4209-9f67-e27749ea0530
https://down-id.img.susercontent.com/file/46e593b37e1acb23db910b8eed7be09b,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"termurah hp Nokia 225 210 230 220 second original , kualitas baik",Rp,105.000,3.7,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,139 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Banyuwangi,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
termurah hp Nokia 225 210 230 220 second original , kualitas baik
Rp
105.000
3.7
139 Terjual
< 2 Hari
Kab. Banyuwangi",https://shopee.co.id/termurah-hp-Nokia-225-210-230-220-second-original-kualitas-baik-i.193551914.16977611691?extraParams=%7B%22display_model_id%22%3A48975828453%2C%22model_selection_logic%22%3A3%7D&sp_atk=b84240c1-588a-4c9c-8489-9978ead29bcb&xptdk=b84240c1-588a-4c9c-8489-9978ead29bcb
https://down-id.img.susercontent.com/file/id-11134207-7qul9-ljchxku8lfdt2c,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,NOKIA 150 RM 1190 Scond original,Rp,65.000,4.6,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,63 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Cirebon,,,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
NOKIA 150 RM 1190 Scond original
Rp
65.000
4.6
63 Terjual
3-6 Hari
Kab. Cirebon",https://shopee.co.id/NOKIA-150-RM-1190-Scond-original-i.972364800.14197820784?extraParams=%7B%22display_model_id%22%3A227151822306%2C%22model_selection_logic%22%3A3%7D&sp_atk=e83ee0a2-679c-4d23-918e-307899883b94&xptdk=e83ee0a2-679c-4d23-918e-307899883b94
https://down-id.img.susercontent.com/file/id-11134207-7r98v-lsat07epi35l0d,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,NOKIA 105 DUAL SIM 2017 SCOND,Rp,55.000,4.4,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,206 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Cirebon,,,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
NOKIA 105 DUAL SIM 2017 SCOND
Rp
55.000
4.4
206 Terjual
3-6 Hari
Kab. Cirebon",https://shopee.co.id/NOKIA-105-DUAL-SIM-2017-SCOND-i.972364800.19776874742?extraParams=%7B%22display_model_id%22%3A49393163679%2C%22model_selection_logic%22%3A2%7D&sp_atk=fee1ee2b-c677-49aa-8273-c0a37ea2e463&xptdk=fee1ee2b-c677-49aa-8273-c0a37ea2e463
