-image-yazkc-11,-image-yazkc-11_2,text-sm,text-xs/sp14,font-medium,pointer-events-none,w-auto,text-white,pointer-events-none_2,align-middle,inline-block,truncate,img,text-xs/sp14_2,text-xs_2,text-shopee-primary,pointer-events-none_3,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-8224t-mi1q0wzovmkjf0,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,asus rog 9 fe ram 12 / 256 resmi fullset original,Rp,7.999.900,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,< 2 Hari,,,"Scrape to BigSeller
asus rog 9 fe ram 12 / 256 resmi fullset original
Rp
7.999.900
< 2 Hari
Bandung",https://shopee.co.id/asus-rog-9-fe-ram-12-256-resmi-fullset-original-i.13724858.25195251346?extraParams=%7B%22display_model_id%22%3A275107200316%2C%22model_selection_logic%22%3A3%7D&sp_atk=18955792-e4b4-4107-83f2-d1884b0aa9ef&xptdk=18955792-e4b4-4107-83f2-d1884b0aa9ef
https://down-id.img.susercontent.com/file/id-11134207-7rbk3-ma53db7gyg1575,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Asus Zenfone Max Pro M1 64Gb Fullset Resmi Paling Murah,Rp,799.999,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bekasi,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,1 Terjual,,,"Scrape to BigSeller
Asus Zenfone Max Pro M1 64Gb Fullset Resmi Paling Murah
Rp
799.999
1 Terjual
< 2 Hari
Kab. Bekasi",https://shopee.co.id/Asus-Zenfone-Max-Pro-M1-64Gb-Fullset-Resmi-Paling-Murah-i.1546775512.42702008848?extraParams=%7B%22display_model_id%22%3A275164168074%2C%22model_selection_logic%22%3A3%7D&sp_atk=6889c174-07ec-4c43-a707-abe309668380&xptdk=6889c174-07ec-4c43-a707-abe309668380
https://down-id.img.susercontent.com/file/id-11134207-7r98u-lnn3qmse8z2437,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Asus Zenfone 9 6/128Gb Second,Rp,6.000.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Timur,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,< 2 Hari,,,"Scrape to BigSeller
Asus Zenfone 9 6/128Gb Second
Rp
6.000.000
< 2 Hari
Jakarta Timur",https://shopee.co.id/Asus-Zenfone-9-6-128Gb-Second-i.174110882.25100066280?extraParams=%7B%22display_model_id%22%3A187473196725%2C%22model_selection_logic%22%3A3%7D&sp_atk=dce0f287-357a-4cc7-ab40-e635cbb3e772&xptdk=dce0f287-357a-4cc7-ab40-e635cbb3e772
https://down-id.img.susercontent.com/file/id-11134207-822wl-mmojq9fkaxhhfb,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Asus ROG PHONE 8 (12/256GB) + Aerocooler X Fullset Garansi,Rp,7.500.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Padang Pariaman,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Produk Baru,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,2 Terjual,,,"Scrape to BigSeller
Asus ROG PHONE 8 (12/256GB) + Aerocooler X Fullset Garansi
Rp
7.500.000
Produk Baru
5.0
2 Terjual
< 2 Hari
Kab. Padang Pariaman",https://shopee.co.id/Asus-ROG-PHONE-8-(12-256GB)-Aerocooler-X-Fullset-Garansi-i.754356024.53253858789?extraParams=%7B%22display_model_id%22%3A410366703705%2C%22model_selection_logic%22%3A3%7D&sp_atk=49a04dc3-2357-46bc-926b-553eb8ad1e87&xptdk=49a04dc3-2357-46bc-926b-553eb8ad1e87
https://down-id.img.susercontent.com/file/id-11134207-8224v-mjmfspyr2cqqd9,,Asus ROG Phone 6 8/256 GB Garansi Resmi Indonesia Second Bekas Original,Rp,4.475.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,1 Terjual,,,"Scrape to BigSeller
Asus ROG Phone 6 8/256 GB Garansi Resmi Indonesia Second Bekas Original
Rp
4.475.000
1 Terjual
< 2 Hari
Jakarta Utara",https://shopee.co.id/Asus-ROG-Phone-6-8-256-GB-Garansi-Resmi-Indonesia-Second-Bekas-Original-i.1032487382.47904895210?extraParams=%7B%22display_model_id%22%3A445449592856%2C%22model_selection_logic%22%3A3%7D&sp_atk=771068e4-84e2-47ff-afe2-897598973e25&xptdk=771068e4-84e2-47ff-afe2-897598973e25
https://down-id.img.susercontent.com/file/id-11134207-7rbkb-m6mqssrj49x057,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,asus rog 5s pro 18/512gb resmi tam,Rp,6.500.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.7,8 Terjual,,,"Scrape to BigSeller
asus rog 5s pro 18/512gb resmi tam
Rp
6.500.000
4.7
8 Terjual
3-4 Hari
Jakarta Pusat",https://shopee.co.id/asus-rog-5s-pro-18-512gb-resmi-tam-i.348952502.22434619818?extraParams=%7B%22display_model_id%22%3A184108853253%2C%22model_selection_logic%22%3A3%7D&sp_atk=fb66862f-8daf-4398-ad0d-89abfa616347&xptdk=fb66862f-8daf-4398-ad0d-89abfa616347
https://down-id.img.susercontent.com/file/id-11134207-7ra0u-mchsi3ghhe8z31,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,asus zenfone 9 ram 6 / 128 resmi fullset original,Rp,4.450.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,< 2 Hari,,,"Scrape to BigSeller
asus zenfone 9 ram 6 / 128 resmi fullset original
Rp
4.450.000
< 2 Hari
Bandung",https://shopee.co.id/asus-zenfone-9-ram-6-128-resmi-fullset-original-i.1428249474.29123799295?extraParams=%7B%22display_model_id%22%3A139214595055%2C%22model_selection_logic%22%3A3%7D&sp_atk=ce8edd18-1b40-4945-b77d-c7f45585ab07&xptdk=ce8edd18-1b40-4945-b77d-c7f45585ab07
https://down-id.img.susercontent.com/file/id-11134207-7r991-lukcv4oqbn3lf6,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ASUS ROG PHONE 2 SECOND ORIGINAL,Rp,3.500.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,7 Terjual,,,"Scrape to BigSeller
ASUS ROG PHONE 2 SECOND ORIGINAL
Rp
3.500.000
5.0
7 Terjual
< 2 Hari
Jakarta Barat",https://shopee.co.id/ASUS-ROG-PHONE-2-SECOND-ORIGINAL-i.954669947.25472178612?extraParams=%7B%22display_model_id%22%3A169100695827%2C%22model_selection_logic%22%3A3%7D&sp_atk=424bde56-38ff-4037-a4d5-2c95e682e60c&xptdk=424bde56-38ff-4037-a4d5-2c95e682e60c
https://down-id.img.susercontent.com/file/id-11134207-7r98t-lrdwxvsejrk9f7,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,asus zenfone 9 6/128,Rp,6.200.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Tabalong,,,,,5-9 Hari,,,"Scrape to BigSeller
asus zenfone 9 6/128
Rp
6.200.000
5-9 Hari
Kab. Tabalong",https://shopee.co.id/asus-zenfone-9-6-128-i.9080727.24762444432?extraParams=%7B%22display_model_id%22%3A222506203079%2C%22model_selection_logic%22%3A3%7D&sp_atk=91899269-d775-402f-803d-a10b989f7f63&xptdk=91899269-d775-402f-803d-a10b989f7f63
https://down-id.img.susercontent.com/file/id-11134207-7ra0s-mc25612kc2izd5,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,asus zenfone 10 ram 8 / 128 resmi fullset original snap 8 gen 2,Rp,5.999.900,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,< 2 Hari,,,"Scrape to BigSeller
asus zenfone 10 ram 8 / 128 resmi fullset original snap 8 gen 2
Rp
5.999.900
< 2 Hari
Bandung",https://shopee.co.id/asus-zenfone-10-ram-8-128-resmi-fullset-original-snap-8-gen-2-i.1428249474.28426098334?extraParams=%7B%22display_model_id%22%3A247633502665%2C%22model_selection_logic%22%3A3%7D&sp_atk=d29c2aac-7753-43cc-8f2a-660a422fd78f&xptdk=d29c2aac-7753-43cc-8f2a-660a422fd78f
https://down-id.img.susercontent.com/file/id-11134207-8224t-miv8729q72tgf5,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,ASUS ROG 8 Resmi 12/256,Rp,5.200.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sukabumi,,Produk Baru,,,4-8 Hari,,,"Scrape to BigSeller
ASUS ROG 8 Resmi 12/256
Rp
5.200.000
Produk Baru
4-8 Hari
Kab. Sukabumi",https://shopee.co.id/ASUS-ROG-8-Resmi-12-256-i.1563636115.55354014306?extraParams=%7B%22display_model_id%22%3A267304148984%2C%22model_selection_logic%22%3A3%7D&sp_atk=27522d95-6947-446b-8fc8-fd3977b5dbe7&xptdk=27522d95-6947-446b-8fc8-fd3977b5dbe7
https://down-id.img.susercontent.com/file/id-11134207-7r98t-lmbcwl84xspa9d,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Hp Asus Zenfone 10 Ram 8GB/128GB 16GB/512GB Garansi Resmi,Rp,9.999.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Pekanbaru,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,7 Terjual,,,"Scrape to BigSeller
Hp Asus Zenfone 10 Ram 8GB/128GB 16GB/512GB Garansi Resmi
Rp
9.999.000
5.0
7 Terjual
< 2 Hari
Pekanbaru",https://shopee.co.id/Hp-Asus-Zenfone-10-Ram-8GB-128GB-16GB-512GB-Garansi-Resmi-i.42058168.15099562496?extraParams=%7B%22display_model_id%22%3A233170125987%2C%22model_selection_logic%22%3A3%7D&sp_atk=e09e0b68-9769-4dd1-bb95-96f562a11f39&xptdk=e09e0b68-9769-4dd1-bb95-96f562a11f39
https://down-id.img.susercontent.com/file/sg-11134201-22110-zdiu7e0tockv71,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Asus Zenfone Max Pro M1 Ram 4/64Gb Garansi Resmi Termurah,Rp,699.999,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bekasi,,,,,4-8 Hari,,,"Scrape to BigSeller
Asus Zenfone Max Pro M1 Ram 4/64Gb Garansi Resmi Termurah
Rp
699.999
4-8 Hari
Kab. Bekasi",https://shopee.co.id/Asus-Zenfone-Max-Pro-M1-Ram-4-64Gb-Garansi-Resmi-Termurah-i.223434554.23707719843?extraParams=%7B%22display_model_id%22%3A165204729467%2C%22model_selection_logic%22%3A3%7D&sp_atk=686d32c5-b8c7-4717-932c-b961a63fdeb6&xptdk=686d32c5-b8c7-4717-932c-b961a63fdeb6
https://down-id.img.susercontent.com/file/id-11134207-7r990-llcvn5uukv57d6,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Asus ROG Phone 6 Diablo Pro Ultimate 16/512 Garansi Resmi 12/256 8/256,Rp,9.199.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.6,12 Terjual,,,"Scrape to BigSeller
Asus ROG Phone 6 Diablo Pro Ultimate 16/512 Garansi Resmi 12/256 8/256
Rp
9.199.000
4.6
12 Terjual
< 2 Hari
Jakarta Pusat",https://shopee.co.id/Asus-ROG-Phone-6-Diablo-Pro-Ultimate-16-512-Garansi-Resmi-12-256-8-256-i.224514469.19783881642?extraParams=%7B%22display_model_id%22%3A148355134782%2C%22model_selection_logic%22%3A3%7D&sp_atk=c1a81a9d-0483-4ba3-9038-14ddff332bc0&xptdk=c1a81a9d-0483-4ba3-9038-14ddff332bc0
https://down-id.img.susercontent.com/file/id-11134207-8224q-mk73es5qmqytd5,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,[NEW] VIVO X300 5G 16/512GB ( +16GB Extended RAM ) Garansi Resmi VIVO Indonesia,Rp,14.205.600,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok 12:00,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,64 Terjual,-11%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"Scrape to BigSeller
[NEW] VIVO X300 5G 16/512GB ( +16GB Extended RAM ) Garansi Resmi VIVO Indonesia
Rp
14.205.600
-11%
4.9
64 Terjual
Besok 12:00
Surabaya",https://shopee.co.id/-NEW-VIVO-X300-5G-16-512GB-(-16GB-Extended-RAM-)-Garansi-Resmi-VIVO-Indonesia-i.1326244242.27109923351?extraParams=%7B%22display_model_id%22%3A287197320353%2C%22model_selection_logic%22%3A3%7D&sp_atk=59c69e1e-95bc-4642-b8df-ddfb4730d0ec&xptdk=59c69e1e-95bc-4642-b8df-ddfb4730d0ec
https://down-id.img.susercontent.com/file/sg-11134201-82619-mmbg014hgetc69,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Samsung Galaxy A36 5G 8/256GB - Awesome Lime,Rp,5.699.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,650 Terjual,-3%,,"Scrape to BigSeller
Samsung Galaxy A36 5G 8/256GB - Awesome Lime
Rp
5.699.000
-3%
4.9
650 Terjual
2-3 Hari
Jakarta Utara",https://shopee.co.id/Samsung-Galaxy-A36-5G-8-256GB-Awesome-Lime-i.52635036.28677744823?extraParams=%7B%22display_model_id%22%3A242746934667%2C%22model_selection_logic%22%3A3%7D&sp_atk=70e23bb6-553a-4a7c-8ae5-1a4920e18132&xptdk=70e23bb6-553a-4a7c-8ae5-1a4920e18132
https://down-id.img.susercontent.com/file/id-11134207-7rbk3-maw505nyrjw811,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Asus zenfone 10 8/128gb,Rp,5.050.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Kebumen,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,< 2 Hari,,,"Scrape to BigSeller
Asus zenfone 10 8/128gb
Rp
5.050.000
< 2 Hari
Kab. Kebumen",https://shopee.co.id/Asus-zenfone-10-8-128gb-i.526789114.43800796403?extraParams=%7B%22display_model_id%22%3A275063216216%2C%22model_selection_logic%22%3A3%7D&sp_atk=95f9566b-1304-4877-9228-075c8ce4675f&xptdk=95f9566b-1304-4877-9228-075c8ce4675f
https://down-id.img.susercontent.com/file/id-11134207-7rasj-m60hq8hjxy8t67,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Asus ROG Phone 6 Pro Diablo Batman New BNIB Garansi Resmi 18/512 16/512 12/256 8/256,Rp,8.999.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.8,18 Terjual,-53%,,"Scrape to BigSeller
Asus ROG Phone 6 Pro Diablo Batman New BNIB Garansi Resmi 18/512 16/512 12/256 8/256
Rp
8.999.000
-53%
4.8
18 Terjual
< 2 Hari
Jakarta Pusat",https://shopee.co.id/Asus-ROG-Phone-6-Pro-Diablo-Batman-New-BNIB-Garansi-Resmi-18-512-16-512-12-256-8-256-i.130071787.28275570277?extraParams=%7B%22display_model_id%22%3A242602636576%2C%22model_selection_logic%22%3A3%7D&sp_atk=41c75ee2-0a35-4cef-986e-4deb4c745a2f&xptdk=41c75ee2-0a35-4cef-986e-4deb4c745a2f
https://down-id.img.susercontent.com/file/id-11134207-7r990-lx9vuojl53q698,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,asus zenfone 8 8/128gb resmi,Rp,4.300.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,,3-4 Hari,,,"Scrape to BigSeller
asus zenfone 8 8/128gb resmi
Rp
4.300.000
3-4 Hari
Jakarta Pusat",https://shopee.co.id/asus-zenfone-8-8-128gb-resmi-i.348952502.24533042114?extraParams=%7B%22display_model_id%22%3A256134082058%2C%22model_selection_logic%22%3A3%7D&sp_atk=9ed21031-2f69-4ee3-bd3d-2ed2a9de4c28&xptdk=9ed21031-2f69-4ee3-bd3d-2ed2a9de4c28
https://down-id.img.susercontent.com/file/id-11134207-81ztk-mf6fsvdbjeoa75,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Ip 13 128GB/256GB/512GB Secondhand Like New Original Bergaransi,Rp,6.815.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Semarang,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.5,770 Terjual,-2%,,"Scrape to BigSeller
Ip 13 128GB/256GB/512GB Secondhand Like New Original Bergaransi
Rp
6.815.000
-2%
4.5
770 Terjual
3-4 Hari
Semarang",https://shopee.co.id/Ip-13-128GB-256GB-512GB-Secondhand-Like-New-Original-Bergaransi-i.402809779.40100982914?extraParams=%7B%22display_model_id%22%3A270078014922%2C%22model_selection_logic%22%3A3%7D&sp_atk=f60fa52b-0322-47a2-9d49-63fe9e3cab97&xptdk=f60fa52b-0322-47a2-9d49-63fe9e3cab97
