-image-yazkc-11,-image-yazkc-11_2,text-sm,text-xs/sp14,font-medium,pointer-events-none,text-shopee-green,pointer-events-none_2,align-middle,inline-block,text-white,img,text-xs/sp14_2,w-auto,text-ellipsis,text-shopee-primary,truncate,pointer-events-none_3,_container,_container_link,text-xs,img_2,text-xs_2
https://down-id.img.susercontent.com/file/id-11134207-822wq-mneysjuifu2q0e,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,ITEL P70 8/128 SECOND GARANSI RESMI INDONESIA,Rp,1.400.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,6 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,,,"ITEL P70 8/128 SECOND GARANSI RESMI INDONESIA
Rp
1.400.000
5.0
6 Terjual
< 2 Hari
Jakarta Pusat",https://shopee.co.id/ITEL-P70-8-128-SECOND-GARANSI-RESMI-INDONESIA-i.48889461.47551914966?extraParams=%7B%22display_model_id%22%3A287189260966%2C%22model_selection_logic%22%3A3%7D&sp_atk=730411e3-2162-47d4-9868-de6220033d13&xptdk=730411e3-2162-47d4-9868-de6220033d13,,,
https://down-id.img.susercontent.com/file/id-11134207-7rbke-macs9pkffdwe17,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Itel City 100 6/128 8/128 Second Fullset Like New,Rp,1.349.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,11 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,,,,,,"Itel City 100 6/128 8/128 Second Fullset Like New
Rp
1.349.000
5.0
11 Terjual
2-4 Hari
Jakarta Barat",https://shopee.co.id/Itel-City-100-6-128-8-128-Second-Fullset-Like-New-i.365327344.40752577509?extraParams=%7B%22display_model_id%22%3A290803645155%2C%22model_selection_logic%22%3A3%7D&sp_atk=ecca271e-229f-4bed-a726-a285b85c5cd2&xptdk=ecca271e-229f-4bed-a726-a285b85c5cd2,,,
https://down-id.img.susercontent.com/file/id-11134207-7rasf-m2yvlx3ahjb3c9,,Itel S23 8/128 | 8/256 GB Garansi Resmi Indonesia Second Bekas Original,Rp,1.290.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,9 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.8,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,,,"Itel S23 8/128 | 8/256 GB Garansi Resmi Indonesia Second Bekas Original
Rp
1.290.000
4.8
9 Terjual
< 2 Hari
Jakarta Utara",https://shopee.co.id/Itel-S23-8-128-8-256-GB-Garansi-Resmi-Indonesia-Second-Bekas-Original-i.304735900.27918539030?extraParams=%7B%22display_model_id%22%3A247470108013%2C%22model_selection_logic%22%3A3%7D&sp_atk=2654b215-e356-45e2-be99-174ab55c7144&xptdk=2654b215-e356-45e2-be99-174ab55c7144,,,
https://down-id.img.susercontent.com/file/id-11134207-7rbk3-ma14hgmhb8f261,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ITEL A50 3/128GB 3/64GB HP BEKAS SECOND FULLSET,Rp,1.045.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,13 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Selatan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,,,"ITEL A50 3/128GB 3/64GB HP BEKAS SECOND FULLSET
Rp
1.045.000
5.0
13 Terjual
< 2 Hari
Jakarta Selatan",https://shopee.co.id/ITEL-A50-3-128GB-3-64GB-HP-BEKAS-SECOND-FULLSET-i.11253738.24940110173?extraParams=%7B%22display_model_id%22%3A176900152524%2C%22model_selection_logic%22%3A3%7D&sp_atk=5ff9b7d9-85a8-4cad-8965-6ed44f52e395&xptdk=5ff9b7d9-85a8-4cad-8965-6ed44f52e395,,,
https://down-id.img.susercontent.com/file/sg-11134201-7rcc8-lsfgyzmiyzj906,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,Itel P40 Ram 4/64GB | Ram 4/128GB (Second),Rp,1.099.100,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,8 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Besok 12:00,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,-15%,,,"Itel P40 Ram 4/64GB | Ram 4/128GB (Second)
Rp
1.099.100
-15%
5.0
8 Terjual
Besok 12:00
Surabaya",https://shopee.co.id/Itel-P40-Ram-4-64GB-Ram-4-128GB-(Second)-i.194632330.24516494780?extraParams=%7B%22display_model_id%22%3A226092260847%2C%22model_selection_logic%22%3A3%7D&sp_atk=3d88a647-726d-4628-aa77-502de0022497&xptdk=3d88a647-726d-4628-aa77-502de0022497,,,
https://down-id.img.susercontent.com/file/id-11134207-822wh-mmbpkhelys5g26,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ITEL S23 PLUS 8/256GB SECOND MULUS PEMAKAIAN,Rp,2.049.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sidoarjo,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Besok 12:00,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,,,"ITEL S23 PLUS 8/256GB SECOND MULUS PEMAKAIAN
Rp
2.049.000
5.0
1 Terjual
Besok 12:00
Kab. Sidoarjo",https://shopee.co.id/ITEL-S23-PLUS-8-256GB-SECOND-MULUS-PEMAKAIAN-i.309409025.57907794064?extraParams=%7B%22display_model_id%22%3A410693586114%2C%22model_selection_logic%22%3A3%7D&sp_atk=da01650e-d56d-420f-a8a2-ad503784edb1&xptdk=da01650e-d56d-420f-a8a2-ad503784edb1,,,
https://down-id.img.susercontent.com/file/id-11134207-7rbke-madv6s4gifuc08,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Itel City 100 6/128 8/128 Second Fullset Hp Bekas Berkualitas,Rp,1.349.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,10 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.8,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,,,"Itel City 100 6/128 8/128 Second Fullset Hp Bekas Berkualitas
Rp
1.349.000
4.8
10 Terjual
< 2 Hari
Jakarta Barat",https://shopee.co.id/Itel-City-100-6-128-8-128-Second-Fullset-Hp-Bekas-Berkualitas-i.203572497.43402679745?extraParams=%7B%22display_model_id%22%3A275803596766%2C%22model_selection_logic%22%3A3%7D&sp_atk=4893ad3c-1146-48c0-86f4-5c1b1711f63a&xptdk=4893ad3c-1146-48c0-86f4-5c1b1711f63a,,,
https://down-id.img.susercontent.com/file/id-11134207-7ra0p-mb4qyi60q2qza5,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,ITEL RS4 Second like new,Rp,1.450.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-5 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Timur,,,,,,,,,,"ITEL RS4 Second like new
Rp
1.450.000
3-5 Hari
Jakarta Timur",https://shopee.co.id/ITEL-RS4-Second-like-new-i.1254831661.44404967901?extraParams=%7B%22display_model_id%22%3A234299453783%2C%22model_selection_logic%22%3A3%7D&sp_atk=2e78cfeb-9195-4f78-a4f5-ff17f67708f4&xptdk=2e78cfeb-9195-4f78-a4f5-ff17f67708f4,,,
https://down-id.img.susercontent.com/file/id-11134207-822wi-ml8vyikdznr7c2,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ITEL P65 8/128GB SECOND MULUS PEMAKAIAN,Rp,1.646.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,4 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sidoarjo,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Besok 12:00,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,,,"ITEL P65 8/128GB SECOND MULUS PEMAKAIAN
Rp
1.646.000
5.0
4 Terjual
Besok 12:00
Kab. Sidoarjo",https://shopee.co.id/ITEL-P65-8-128GB-SECOND-MULUS-PEMAKAIAN-i.309409025.49656579546?extraParams=%7B%22display_model_id%22%3A262425305980%2C%22model_selection_logic%22%3A3%7D&sp_atk=df3be87c-acc4-4388-b157-4d3f2303e917&xptdk=df3be87c-acc4-4388-b157-4d3f2303e917,,,
https://down-id.img.susercontent.com/file/id-11134207-822wo-mnasybhj007745,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Hp Second / Handphone Itel Vision 1 Pro / Hp Itel Vision 1 Pro Ram 2/32,Rp,200.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Tasikmalaya,,,,,,,-13%,,,"Hp Second / Handphone Itel Vision 1 Pro / Hp Itel Vision 1 Pro Ram 2/32
Rp
200.000
-13%
1 Terjual
2-5 Hari
Kab. Tasikmalaya",https://shopee.co.id/Hp-Second-Handphone-Itel-Vision-1-Pro-Hp-Itel-Vision-1-Pro-Ram-2-32-i.907398656.51551187091?extraParams=%7B%22display_model_id%22%3A405106945533%2C%22model_selection_logic%22%3A3%7D&sp_atk=d968699f-ee87-48f0-b615-3634c6b6023a&xptdk=d968699f-ee87-48f0-b615-3634c6b6023a,,,
