-image-yazkc-11,-image-yazkc-11_2,text-sm,inline-block,text-xs/sp14,font-medium,pointer-events-none,text-shopee-green,pointer-events-none_2,align-middle,text-shopee-primary,truncate,w-auto,text-white,img,text-xs/sp14_3,pointer-events-none_3,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-822wm-mlvmga4pto1w44,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Honor X6C 6/256GB | AI Button One-Click | Access Water & Drop Resistant | 5300mAh | 35W Battery Turbo Charging | Kamera 50MP Garansi Resmi,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,2.998.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tangerang,-12%,Hadiah Gratis,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,"Scrape to BigSeller
Honor X6C 6/256GB | AI Button One-Click | Access Water & Drop Resistant | 5300mAh | 35W Battery Turbo Charging | Kamera 50MP Garansi Resmi
Rp
2.998.000
-12%
Hadiah Gratis
Besok
Tangerang",https://shopee.co.id/Honor-X6C-6-256GB-AI-Button-One-Click-Access-Water-Drop-Resistant-5300mAh-35W-Battery-Turbo-Charging-Kamera-50MP-Garansi-Resmi-i.1086165040.54557151181?extraParams=%7B%22display_model_id%22%3A395637721477%2C%22model_selection_logic%22%3A3%7D&sp_atk=62e82225-b7d4-4ba3-8c3b-0e7a4a903906&xptdk=62e82225-b7d4-4ba3-8c3b-0e7a4a903906
https://down-id.img.susercontent.com/file/id-11134207-822wh-mmsohwsggjrc3b,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HONOR X6c 6+6/256 dengan chipset mediatek Helio G81 dan camera utama 50MP,,Rp,3.099.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,"Scrape to BigSeller
HONOR X6c 6+6/256 dengan chipset mediatek Helio G81 dan camera utama 50MP
Rp
3.099.000
Besok
Bandung",https://shopee.co.id/HONOR-X6c-6-6-256-dengan-chipset-mediatek-Helio-G81-dan-camera-utama-50MP-i.922062850.50258392856?extraParams=%7B%22display_model_id%22%3A302515229530%2C%22model_selection_logic%22%3A3%7D&sp_atk=58bca662-6911-4994-a3ae-ee33906adb8f&xptdk=58bca662-6911-4994-a3ae-ee33906adb8f
https://down-id.img.susercontent.com/file/sg-11134201-8260j-mlxsq622lxq984,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HONOR X7D LTE 8/512GB Snapdragon 685 Baterai 6500mAh Smartphone Kamera 108MP Original Resmi,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,4.650.000,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Batam,,,,,,,,"Scrape to BigSeller
HONOR X7D LTE 8/512GB Snapdragon 685 Baterai 6500mAh Smartphone Kamera 108MP Original Resmi
Rp
4.650.000
Batam",https://shopee.co.id/HONOR-X7D-LTE-8-512GB-Snapdragon-685-Baterai-6500mAh-Smartphone-Kamera-108MP-Original-Resmi-i.83064233.51757328711?extraParams=%7B%22display_model_id%22%3A400652720522%2C%22model_selection_logic%22%3A3%7D&sp_atk=52016ee6-689b-4adb-b128-2421c5635dce&xptdk=52016ee6-689b-4adb-b128-2421c5635dce
https://down-id.img.susercontent.com/file/sg-11134201-82618-mlxssspz7doha9,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HONOR X6C LTE 6/256GB Kamera 50MP Baterai 5300mAh Fast Charge 35W Smartphone Garansi Resmi,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,3.090.000,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Batam,,,,,,,,"Scrape to BigSeller
HONOR X6C LTE 6/256GB Kamera 50MP Baterai 5300mAh Fast Charge 35W Smartphone Garansi Resmi
Rp
3.090.000
Batam",https://shopee.co.id/HONOR-X6C-LTE-6-256GB-Kamera-50MP-Baterai-5300mAh-Fast-Charge-35W-Smartphone-Garansi-Resmi-i.83064233.54707333308?extraParams=%7B%22display_model_id%22%3A320652712945%2C%22model_selection_logic%22%3A3%7D&sp_atk=dc8fce73-5e60-4c48-93bf-ebf7422feaeb&xptdk=dc8fce73-5e60-4c48-93bf-ebf7422feaeb
https://down-id.img.susercontent.com/file/id-11134207-8224s-mibwpgqds0sj8b,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HONOR 400 LITE 5G RAM 8/256GB LAYAR AMOLED 120HZ KAMERA 108MP GARANSI RESMI,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,3.999.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,15 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Medan,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,,"Scrape to BigSeller
HONOR 400 LITE 5G RAM 8/256GB LAYAR AMOLED 120HZ KAMERA 108MP GARANSI RESMI
Rp
3.999.000
5.0
15 Terjual
Besok
Medan",https://shopee.co.id/HONOR-400-LITE-5G-RAM-8-256GB-LAYAR-AMOLED-120HZ-KAMERA-108MP-GARANSI-RESMI-i.1598052667.43024564501?extraParams=%7B%22display_model_id%22%3A296992564718%2C%22model_selection_logic%22%3A3%7D&sp_atk=727caa6f-8745-43a9-827c-61819e4fd1bd&xptdk=727caa6f-8745-43a9-827c-61819e4fd1bd
https://down-id.img.susercontent.com/file/id-11134207-8224r-mgj34mvwklxn6d,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HONOR 400 LITE 5G 8/256 GB ORIGINAL FULLSET RESMI,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,3.399.999,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Mojokerto,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,"Scrape to BigSeller
HONOR 400 LITE 5G 8/256 GB ORIGINAL FULLSET RESMI
Rp
3.399.999
< 2 Hari
Mojokerto",https://shopee.co.id/HONOR-400-LITE-5G-8-256-GB-ORIGINAL-FULLSET-RESMI-i.72666055.55750633050?extraParams=%7B%22display_model_id%22%3A179113383936%2C%22model_selection_logic%22%3A3%7D&sp_atk=304b870d-7f94-4a01-8cb2-ac77b7fc8352&xptdk=304b870d-7f94-4a01-8cb2-ac77b7fc8352
https://down-id.img.susercontent.com/file/ad5748fcf72e27ea419f5627d3a3eb58,,Honor 9i 3/32GB garansi resmi,,Rp,2.500.000,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Tangerang,,Cicilan,,,,,,"Scrape to BigSeller
Honor 9i 3/32GB garansi resmi
Rp
2.500.000
Cicilan
Kab. Tangerang",https://shopee.co.id/Honor-9i-3-32GB-garansi-resmi-i.92074433.1528811617?extraParams=%7B%22display_model_id%22%3A2269641407%2C%22model_selection_logic%22%3A3%7D&sp_atk=56e8241e-9414-40e9-8d7c-6a631f66b5ad&xptdk=56e8241e-9414-40e9-8d7c-6a631f66b5ad
https://down-id.img.susercontent.com/file/id-11134207-822wi-mlw1zszbcv7s97,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Honor X6C 6/256GB - Garansi Resmi,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,2.999.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-4 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Timur,,,,,,,,"Scrape to BigSeller
Honor X6C 6/256GB - Garansi Resmi
Rp
2.999.000
2-4 Hari
Jakarta Timur",https://shopee.co.id/Honor-X6C-6-256GB-Garansi-Resmi-i.188390582.54407269951?extraParams=%7B%22display_model_id%22%3A400648058356%2C%22model_selection_logic%22%3A3%7D&sp_atk=e3a626e2-6b01-4c63-850c-ac5ea3284763&xptdk=e3a626e2-6b01-4c63-850c-ac5ea3284763
https://down-id.img.susercontent.com/file/id-11134207-822wn-mmyot85cpzia3f,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,HONOR X7D 8/512 GB RESMI NEW,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,4.300.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,"Scrape to BigSeller
HONOR X7D 8/512 GB RESMI NEW
Rp
4.300.000
Besok
Jakarta Pusat",https://shopee.co.id/HONOR-X7D-8-512-GB-RESMI-NEW-i.348952502.54908677837?extraParams=%7B%22display_model_id%22%3A380770504059%2C%22model_selection_logic%22%3A3%7D&sp_atk=ff157263-cb5a-4d0f-ae5a-8be33be522c6&xptdk=ff157263-cb5a-4d0f-ae5a-8be33be522c6
https://down-id.img.susercontent.com/file/id-11134207-82252-mifbcre2h0qq0b,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Honor 500 Pro 5G 6.55''AMOLED 120HZ Snapdragon 8 Elite 8000mAh 80W,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,13.699.000,,8 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Selatan,,Produk Baru,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,,"Scrape to BigSeller
Honor 500 Pro 5G 6.55''AMOLED 120HZ Snapdragon 8 Elite 8000mAh 80W
Rp
13.699.000
Produk Baru
5.0
8 Terjual
Jakarta Selatan",https://shopee.co.id/Honor-500-Pro-5G-6.55''AMOLED-120HZ-Snapdragon-8-Elite-8000mAh-80W-i.226639266.50003307025?extraParams=%7B%22display_model_id%22%3A370317952885%2C%22model_selection_logic%22%3A3%7D&sp_atk=d69572bd-abcd-47e5-ab62-8a81fc771c0e&xptdk=d69572bd-abcd-47e5-ab62-8a81fc771c0e
