-image-yazkc-11,-image-yazkc-11_2,text-sm,text-xs/sp14,font-medium,pointer-events-none,w-auto,text-white,pointer-events-none_2,align-middle,inline-block,img,text-xs/sp14_2,text-xs,text-shopee-primary,pointer-events-none_3,truncate,_container,_container_link
https://down-id.img.susercontent.com/file/7ca57709bb4e125020cd79ddbb19a5c4,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Xiaomi Black Shark 5 Pro 16GB 512GB Snapdragon8 Gen1 Inter,Rp,13.700.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Dumai,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,8 Terjual,,,,"Scrape to BigSeller
Xiaomi Black Shark 5 Pro 16GB 512GB Snapdragon8 Gen1 Inter
Rp
13.700.000
5.0
8 Terjual
Dumai",https://shopee.co.id/Xiaomi-Black-Shark-5-Pro-16GB-512GB-Snapdragon8-Gen1-Inter-i.4854119.17940461140?extraParams=%7B%22display_model_id%22%3A116094692965%2C%22model_selection_logic%22%3A3%7D&sp_atk=c2a5f8a9-2391-4c4e-9957-5e73fa10da3c&xptdk=c2a5f8a9-2391-4c4e-9957-5e73fa10da3c
https://down-id.img.susercontent.com/file/id-11134207-822wh-mmcu5fow1udf55,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,BLACK SHARK S3 CLASSIC GARANSI RESMI,Rp,749.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Yogyakarta,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,Besok,,,,"Scrape to BigSeller
BLACK SHARK S3 CLASSIC GARANSI RESMI
Rp
749.000
Besok
Yogyakarta",https://shopee.co.id/BLACK-SHARK-S3-CLASSIC-GARANSI-RESMI-i.57690309.47957794363?extraParams=%7B%22display_model_id%22%3A277486685723%2C%22model_selection_logic%22%3A3%7D&sp_atk=ea8c4816-aa39-49c1-9493-2247cf27e233&xptdk=ea8c4816-aa39-49c1-9493-2247cf27e233
https://down-id.img.susercontent.com/file/8f8b6f385e365276fbc787376769c02f,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,XIAOMI BLACK SHARK 2 PRO 12/256GB 8/128GB GARANSI RESMI TERMURAH,Rp,8.999.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,10 Terjual,,,Cicilan,"Scrape to BigSeller
XIAOMI BLACK SHARK 2 PRO 12/256GB 8/128GB GARANSI RESMI TERMURAH
Rp
8.999.000
Cicilan
5.0
10 Terjual
4-7 Hari
Jakarta Barat",https://shopee.co.id/XIAOMI-BLACK-SHARK-2-PRO-12-256GB-8-128GB-GARANSI-RESMI-TERMURAH-i.135949182.5720738106?extraParams=%7B%22display_model_id%22%3A14997890909%2C%22model_selection_logic%22%3A3%7D&sp_atk=b6d3cd16-abc5-40d5-82b6-aa1a1e8e8fff&xptdk=b6d3cd16-abc5-40d5-82b6-aa1a1e8e8fff
https://down-id.img.susercontent.com/file/ab607030eb1024f4faa6d7c5f71abf76,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,xiaomi Blackshark 1,Rp,500.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Makassar,,,,,,,,"Scrape to BigSeller
xiaomi Blackshark 1
Rp
500.000
Makassar",https://shopee.co.id/xiaomi-Blackshark-1-i.663236316.15244135438?extraParams=%7B%22display_model_id%22%3A142059743724%2C%22model_selection_logic%22%3A3%7D&sp_atk=230af8a1-7729-4321-9f37-93e245f0561e&xptdk=230af8a1-7729-4321-9f37-93e245f0561e
https://down-id.img.susercontent.com/file/e17becc4d3f41b948839e7750ec37f6b,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,XIAOMI BLACK SHARK 4 RAM 8GB 128GB GARANSI RESMI TAM - BONUS,Rp,5.839.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tangerang,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,Besok,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,"Scrape to BigSeller
XIAOMI BLACK SHARK 4 RAM 8GB 128GB GARANSI RESMI TAM - BONUS
Rp
5.839.000
-1%
Besok
Tangerang",https://shopee.co.id/XIAOMI-BLACK-SHARK-4-RAM-8GB-128GB-GARANSI-RESMI-TAM-BONUS-i.2075581.8786894109?extraParams=%7B%22display_model_id%22%3A94011287383%2C%22model_selection_logic%22%3A3%7D&sp_atk=04e201d4-9fdf-4461-aef4-4817fa2f47a6&xptdk=04e201d4-9fdf-4461-aef4-4817fa2f47a6
https://down-id.img.susercontent.com/file/id-11134207-7r98o-lkvtbvslsc6ja7,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,BLACKSHARK 4 5G 12/256GB DAN BLACKSHARK 3 5G,Rp,3.550.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Tangerang,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.5,6 Terjual,,,,"Scrape to BigSeller
BLACKSHARK 4 5G 12/256GB DAN BLACKSHARK 3 5G
Rp
3.550.000
4.5
6 Terjual
3-6 Hari
Kab. Tangerang",https://shopee.co.id/BLACKSHARK-4-5G-12-256GB-DAN-BLACKSHARK-3-5G-i.34649569.22744784975?extraParams=%7B%22display_model_id%22%3A158344419991%2C%22model_selection_logic%22%3A3%7D&sp_atk=4fc12dca-7d29-47d0-920e-26253ad8b0e0&xptdk=4fc12dca-7d29-47d0-920e-26253ad8b0e0
https://down-id.img.susercontent.com/file/899c67ff7977917ae3774df714119cff,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"Black shark 3 12/256, 8/128 New",Rp,9.400.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,10 Terjual,,,Cicilan,"Scrape to BigSeller
Black shark 3 12/256, 8/128 New
Rp
9.400.000
Cicilan
5.0
10 Terjual
Besok
Jakarta Barat",https://shopee.co.id/Black-shark-3-12-256-8-128-New-i.12182751.3105837920?extraParams=%7B%22display_model_id%22%3A55900731161%2C%22model_selection_logic%22%3A3%7D&sp_atk=29c6f490-3ac5-4724-b8dc-ed243e5c7470&xptdk=29c6f490-3ac5-4724-b8dc-ed243e5c7470
https://down-id.img.susercontent.com/file/id-11134207-7qul2-ljgjjiuee78bfa,,Xiaomi Black Shark 2 8/128 GB Gaming Phone Garansi Resmi Indonesia Ori,Rp,3.090.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,1 Terjual,,,,"Scrape to BigSeller
Xiaomi Black Shark 2 8/128 GB Gaming Phone Garansi Resmi Indonesia Ori
Rp
3.090.000
5.0
1 Terjual
Besok
Jakarta Utara",https://shopee.co.id/Xiaomi-Black-Shark-2-8-128-GB-Gaming-Phone-Garansi-Resmi-Indonesia-Ori-i.304735900.23749004956?extraParams=%7B%22display_model_id%22%3A231834137732%2C%22model_selection_logic%22%3A3%7D&sp_atk=3e49463e-bb11-4501-9216-69a8048cea15&xptdk=3e49463e-bb11-4501-9216-69a8048cea15
https://down-id.img.susercontent.com/file/16900cafe7d537874229bf37288daead,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,XIAOMI BLACK SHARK 2 6/128GB GARANSI RESMI BLACKSHARK INDONESIA FULL BONUS,Rp,5.499.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tangerang,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,11 Terjual,,,Cicilan,"Scrape to BigSeller
XIAOMI BLACK SHARK 2 6/128GB GARANSI RESMI BLACKSHARK INDONESIA FULL BONUS
Rp
5.499.000
Cicilan
5.0
11 Terjual
Besok
Tangerang",https://shopee.co.id/XIAOMI-BLACK-SHARK-2-6-128GB-GARANSI-RESMI-BLACKSHARK-INDONESIA-FULL-BONUS-i.37675336.12303723201?extraParams=%7B%22display_model_id%22%3A94718038157%2C%22model_selection_logic%22%3A3%7D&sp_atk=e58ece50-6baf-469e-a00c-4e4c7ea31402&xptdk=e58ece50-6baf-469e-a00c-4e4c7ea31402
https://down-id.img.susercontent.com/file/1a3219c23f78358b3c41520299a725c9,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,XIAOMI BLACK SHARK 2 6/128GB GARANSI RESMI BLACKSHARK INDONESIA,Rp,4.949.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Tangerang,,,,4-8 Hari,,,Cicilan,"Scrape to BigSeller
XIAOMI BLACK SHARK 2 6/128GB GARANSI RESMI BLACKSHARK INDONESIA
Rp
4.949.000
Cicilan
4-8 Hari
Kab. Tangerang",https://shopee.co.id/XIAOMI-BLACK-SHARK-2-6-128GB-GARANSI-RESMI-BLACKSHARK-INDONESIA-i.251344613.10148069882?extraParams=%7B%22display_model_id%22%3A57276859959%2C%22model_selection_logic%22%3A3%7D&sp_atk=2f27adec-fdbf-42b2-886b-de7399ed79b9&xptdk=2f27adec-fdbf-42b2-886b-de7399ed79b9
https://down-id.img.susercontent.com/file/id-11134207-7rbkb-m96ytvtqjjzh29,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Xiaomi Black Shark 5 Snapdragon 8+ Gen1 Ram 12/256Gb Resmi Fullset,Rp,12.850.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,Besok,,,,"Scrape to BigSeller
Xiaomi Black Shark 5 Snapdragon 8+ Gen1 Ram 12/256Gb Resmi Fullset
Rp
12.850.000
Besok
Jakarta Pusat",https://shopee.co.id/Xiaomi-Black-Shark-5-Snapdragon-8-Gen1-Ram-12-256Gb-Resmi-Fullset-i.64979891.20815068126?extraParams=%7B%22display_model_id%22%3A126124332452%2C%22model_selection_logic%22%3A3%7D&sp_atk=4cbae44a-a43b-42b6-8eb8-cbabd52508c4&xptdk=4cbae44a-a43b-42b6-8eb8-cbabd52508c4
