-image-yazkc-11,-image-yazkc-11_2,text-sm,inline-block,text-xs/sp14,font-medium,text-shopee-primary,text-xs/sp14_2,pointer-events-none,text-shopee-green,pointer-events-none_2,align-middle,truncate,img_2,w-auto,text-white,pointer-events-none_3,_container,_container_link
https://down-id.img.susercontent.com/file/sg-11134201-824hu-mf7zp3cy3i1401,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,[NEW LAUNCH] ADVAN Soulmate X | 14 Inch FHD | AMD 3020e | 4GB/128GB Upgradable | Slim & Elegant Design | FREE WINDOWS 11 Original | Garansi Resmi 1 Tahun,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,3.399.000,-43%,4.9,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,254 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Semarang,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,,,"[NEW LAUNCH] ADVAN Soulmate X | 14 Inch FHD | AMD 3020e | 4GB/128GB Upgradable | Slim & Elegant Design | FREE WINDOWS 11 Original | Garansi Resmi 1 Tahun
Rp
3.399.000
-43%
4.9
254 Terjual
3-4 Hari
Semarang",https://shopee.co.id/-NEW-LAUNCH-ADVAN-Soulmate-X-14-Inch-FHD-AMD-3020e-4GB-128GB-Upgradable-Slim-Elegant-Design-FREE-WINDOWS-11-Original-Garansi-Resmi-1-Tahun-i.284666524.43672231389?extraParams=%7B%22display_model_id%22%3A355396311658%2C%22model_selection_logic%22%3A3%7D&sp_atk=8d58f149-776f-4610-acd8-d4516cc3171c&xptdk=8d58f149-776f-4610-acd8-d4516cc3171c
https://down-id.img.susercontent.com/file/id-11134207-7r98w-luptmfcyiyyxe0,https://down-id.img.susercontent.com/file/id-11134258-8224q-mkvvibsp8oowa6,ADVAN Laptop Workplus AMD Ryzen 5 6600H | Ryzen 7 7735HS | 16Gb/512Gb 1TB | 14'' FHD IPS 16:10 | Fingerprint | Windows 11 | Garansi Resmi 1 Tahun,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,7.699.000,-11%,4.9,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,10RB+ Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Semarang,Pilih Lokal,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,,,"ADVAN Laptop Workplus AMD Ryzen 5 6600H | Ryzen 7 7735HS | 16Gb/512Gb 1TB | 14'' FHD IPS 16:10 | Fingerprint | Windows 11 | Garansi Resmi 1 Tahun
Rp
7.699.000
-11%
Pilih Lokal
4.9
10RB+ Terjual
3-4 Hari
Semarang",https://shopee.co.id/ADVAN-Laptop-Workplus-AMD-Ryzen-5-6600H-Ryzen-7-7735HS-16Gb-512Gb-1TB-14''-FHD-IPS-16-10-Fingerprint-Windows-11-Garansi-Resmi-1-Tahun-i.919692407.20591880461?extraParams=%7B%22display_model_id%22%3A223237095714%2C%22model_selection_logic%22%3A3%7D&sp_atk=0b3c43c0-e1cc-4bca-859f-4ec4add6ce57&xptdk=0b3c43c0-e1cc-4bca-859f-4ec4add6ce57
https://down-id.img.susercontent.com/file/id-11134207-7ra0o-md1vlpjx1s7r74,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ADVAN Workmate AMD RYZEN 5 3500U RAM32GB SSD1TB 14'' FHD+ IPS Windows 11,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,5.549.000,,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,206 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,"ADVAN Workmate AMD RYZEN 5 3500U RAM32GB SSD1TB 14'' FHD+ IPS Windows 11
Rp
5.549.000
5.0
206 Terjual
< 2 Hari
Jakarta Pusat",https://shopee.co.id/ADVAN-Workmate-AMD-RYZEN-5-3500U-RAM32GB-SSD1TB-14''-FHD-IPS-Windows-11-i.32829345.23482830123?extraParams=%7B%22display_model_id%22%3A205369579983%2C%22model_selection_logic%22%3A3%7D&sp_atk=42e41cb7-4507-4b0d-a5b5-07656ea1427d&xptdk=42e41cb7-4507-4b0d-a5b5-07656ea1427d
https://down-id.img.susercontent.com/file/id-11134207-82250-ml0h4wcevm6807,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ADVAN WORKPLUS HERITAGE BATIK RYZEN 5 7535HS 8GB 512GB 14.0 WUXGA IPS Windows 11,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,7.510.000,,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,2 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok 12:00,,"ADVAN WORKPLUS HERITAGE BATIK RYZEN 5 7535HS 8GB 512GB 14.0 WUXGA IPS Windows 11
Rp
7.510.000
5.0
2 Terjual
Besok 12:00
Surabaya",https://shopee.co.id/ADVAN-WORKPLUS-HERITAGE-BATIK-RYZEN-5-7535HS-8GB-512GB-14.0-WUXGA-IPS-Windows-11-i.1039970542.46456337915?extraParams=%7B%22display_model_id%22%3A360571614074%2C%22model_selection_logic%22%3A3%7D&sp_atk=bfeb86a2-05df-477a-a563-7b7f6f5bd8a5&xptdk=bfeb86a2-05df-477a-a563-7b7f6f5bd8a5
https://down-id.img.susercontent.com/file/id-11134207-81ztn-mfknu8bthwjsf2,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ADVAN Soulmate X AMD 3020e 8GB 128GB SSD Upgradable 14 Inch FHD Windows 11 Original Charger Type C,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,3.896.000,-22%,4.9,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,77 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"ADVAN Soulmate X AMD 3020e 8GB 128GB SSD Upgradable 14 Inch FHD Windows 11 Original Charger Type C
Rp
3.896.000
-22%
4.9
77 Terjual
Besok
Surabaya",https://shopee.co.id/ADVAN-Soulmate-X-AMD-3020e-8GB-128GB-SSD-Upgradable-14-Inch-FHD-Windows-11-Original-Charger-Type-C-i.318218543.43373181821?extraParams=%7B%22display_model_id%22%3A380411297522%2C%22model_selection_logic%22%3A3%7D&sp_atk=452ffc4e-6dbd-4a89-a1b8-d4694318ba93&xptdk=452ffc4e-6dbd-4a89-a1b8-d4694318ba93
https://down-id.img.susercontent.com/file/id-11134207-8224s-mjvd4616fshz8d,https://down-id.img.susercontent.com/file/id-11134258-8224q-mkvvibsp8oowa6,ADVAN Workmate Intel Core i3 1215u RAM32GB SSD1TB 14 FHD+ IPS Windows 11,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,6.349.000,,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,402 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,Pilih Lokal,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,"ADVAN Workmate Intel Core i3 1215u RAM32GB SSD1TB 14 FHD+ IPS Windows 11
Rp
6.349.000
Pilih Lokal
5.0
402 Terjual
< 2 Hari
Jakarta Pusat",https://shopee.co.id/ADVAN-Workmate-Intel-Core-i3-1215u-RAM32GB-SSD1TB-14-FHD-IPS-Windows-11-i.32829345.18282951456?extraParams=%7B%22display_model_id%22%3A290871192270%2C%22model_selection_logic%22%3A3%7D&sp_atk=ba795293-0ab0-408b-85da-55ac07dbe9e3&xptdk=ba795293-0ab0-408b-85da-55ac07dbe9e3
https://down-id.img.susercontent.com/file/id-11134207-81ztf-mfrs2jg3bj0s87,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop Advan TBOOK Intel N100 8GB 256GB SSD + 128GB eMMC Storage 14 inch Windows 11 Laptop Baru Sekolah Dan Bekerja setara core i3 8130U,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,4.599.000,,4.9,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,33 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok 11:00,,"Laptop Advan TBOOK Intel N100 8GB 256GB SSD + 128GB eMMC Storage 14 inch Windows 11 Laptop Baru Sekolah Dan Bekerja setara core i3 8130U
Rp
4.599.000
4.9
33 Terjual
Besok 11:00
Surabaya",https://shopee.co.id/Laptop-Advan-TBOOK-Intel-N100-8GB-256GB-SSD-128GB-eMMC-Storage-14-inch-Windows-11-Laptop-Baru-Sekolah-Dan-Bekerja-setara-core-i3-8130U-i.26681244.28168943372?extraParams=%7B%22display_model_id%22%3A253613022980%2C%22model_selection_logic%22%3A3%7D&sp_atk=63a9a005-03fd-44cb-b673-7ed7ff511103&xptdk=63a9a005-03fd-44cb-b673-7ed7ff511103
https://down-id.img.susercontent.com/file/id-11134207-8224u-ml0h4wcjlkw696,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ADVAN SOULMATE X2 AMD 3020 8GB 128GB 14.0 IPS Windows 11,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,3.754.000,,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,5 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok 12:00,,"ADVAN SOULMATE X2 AMD 3020 8GB 128GB 14.0 IPS Windows 11
Rp
3.754.000
5.0
5 Terjual
Besok 12:00
Surabaya",https://shopee.co.id/ADVAN-SOULMATE-X2-AMD-3020-8GB-128GB-14.0-IPS-Windows-11-i.1039970542.41778819992?extraParams=%7B%22display_model_id%22%3A410583290228%2C%22model_selection_logic%22%3A3%7D&sp_atk=e0a40f97-e700-4a08-b0eb-aea11aaabec6&xptdk=e0a40f97-e700-4a08-b0eb-aea11aaabec6
https://down-id.img.susercontent.com/file/id-11134207-822wq-mmldk5p268sl9a,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ADVAN WORKMATE ULTRA WORK MATE INTEL CORE ULTRA 5-115U RAM 8GB 256 SSD 14'' FHD Windows 11 Home Light Blue AI Boost,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,8.339.000,,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Malang,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,,,"ADVAN WORKMATE ULTRA WORK MATE INTEL CORE ULTRA 5-115U RAM 8GB 256 SSD 14'' FHD Windows 11 Home Light Blue AI Boost
Rp
8.339.000
5.0
1 Terjual
2-3 Hari
Malang",https://shopee.co.id/ADVAN-WORKMATE-ULTRA-WORK-MATE-INTEL-CORE-ULTRA-5-115U-RAM-8GB-256-SSD-14''-FHD-Windows-11-Home-Light-Blue-AI-Boost-i.26681244.47908179242?extraParams=%7B%22display_model_id%22%3A360725572685%2C%22model_selection_logic%22%3A3%7D&sp_atk=5542c06a-39fe-4575-8b51-b696510ae483&xptdk=5542c06a-39fe-4575-8b51-b696510ae483
https://down-id.img.susercontent.com/file/id-11134207-7ra0j-md9zt7qo99ug07,https://down-id.img.susercontent.com/file/id-11134258-8224q-mkvvibsp8oowa6,ADVAN Workmate Intel Core i3 1215u RAM32GB SSD1TB 14 FHD+ Wuxga Windows 11,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,6.349.000,,4.9,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,174 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,Pilih Lokal,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,"ADVAN Workmate Intel Core i3 1215u RAM32GB SSD1TB 14 FHD+ Wuxga Windows 11
Rp
6.349.000
Pilih Lokal
4.9
174 Terjual
< 2 Hari
Jakarta Pusat",https://shopee.co.id/ADVAN-Workmate-Intel-Core-i3-1215u-RAM32GB-SSD1TB-14-FHD-Wuxga-Windows-11-i.186855095.29712362004?extraParams=%7B%22display_model_id%22%3A236815054385%2C%22model_selection_logic%22%3A3%7D&sp_atk=8f0593a5-7af4-47d3-ae68-a978227c2702&xptdk=8f0593a5-7af4-47d3-ae68-a978227c2702
https://down-id.img.susercontent.com/file/sg-11134201-824jj-mf7r4pyleoeg29,https://down-id.img.susercontent.com/file/id-11134258-8224q-mkvvibsp8oowa6,[NEW LAUNCH] ADVAN Soulmate X | 14 Inch FHD | AMD 3020e | 4GB/128GB Upgradable | Slim & Elegant Design | FREE WINDOWS 11 Original | Garansi Resmi 1 Tahun,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,3.399.000,-43%,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,126 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Tangerang,Pilih Lokal,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,,,"[NEW LAUNCH] ADVAN Soulmate X | 14 Inch FHD | AMD 3020e | 4GB/128GB Upgradable | Slim & Elegant Design | FREE WINDOWS 11 Original | Garansi Resmi 1 Tahun
Rp
3.399.000
-43%
Pilih Lokal
5.0
126 Terjual
3-5 Hari
Kab. Tangerang",https://shopee.co.id/-NEW-LAUNCH-ADVAN-Soulmate-X-14-Inch-FHD-AMD-3020e-4GB-128GB-Upgradable-Slim-Elegant-Design-FREE-WINDOWS-11-Original-Garansi-Resmi-1-Tahun-i.478083269.42822205121?extraParams=%7B%22display_model_id%22%3A405396292185%2C%22model_selection_logic%22%3A3%7D&sp_atk=43b2fc76-9bb1-4373-8332-a105e4b0e2f0&xptdk=43b2fc76-9bb1-4373-8332-a105e4b0e2f0
https://down-id.img.susercontent.com/file/id-11134207-822wt-mm3c7sm54miw3d,https://down-id.img.susercontent.com/file/id-11134258-8224q-mkvvibsp8oowa6,ADVAN Workplus HERITAGE AMD Ryzen 5 7535HS RAM32GB SSD2TB 14'' IPS Wuxga Windows 11,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,7.349.000,,4.9,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,339 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,Pilih Lokal,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,"ADVAN Workplus HERITAGE AMD Ryzen 5 7535HS RAM32GB SSD2TB 14'' IPS Wuxga Windows 11
Rp
7.349.000
Pilih Lokal
4.9
339 Terjual
< 2 Hari
Jakarta Pusat",https://shopee.co.id/ADVAN-Workplus-HERITAGE-AMD-Ryzen-5-7535HS-RAM32GB-SSD2TB-14''-IPS-Wuxga-Windows-11-i.186855095.43350581351?extraParams=%7B%22display_model_id%22%3A237815376440%2C%22model_selection_logic%22%3A3%7D&sp_atk=83a8cffe-4072-4cd9-bb2d-186a616e0893&xptdk=83a8cffe-4072-4cd9-bb2d-186a616e0893
https://down-id.img.susercontent.com/file/id-11134207-8224z-mhjyibfsyl8j5a,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Advan WorkMate Ryzen 5 16GB 512GB WUXGA IPS,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,5.798.000,-1%,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,56 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bekasi,Produk Baru,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"Advan WorkMate Ryzen 5 16GB 512GB WUXGA IPS
Rp
5.798.000
-1%
Produk Baru
5.0
56 Terjual
< 2 Hari
Bekasi",https://shopee.co.id/Advan-WorkMate-Ryzen-5-16GB-512GB-WUXGA-IPS-i.121972254.49153199080?extraParams=%7B%22display_model_id%22%3A400306424218%2C%22model_selection_logic%22%3A3%7D&sp_atk=c0cb998b-a775-4df0-9790-47c72cfa89c0&xptdk=c0cb998b-a775-4df0-9790-47c72cfa89c0
https://down-id.img.susercontent.com/file/id-11134207-8224u-mh9zkz1ur47d4c,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ADVAN WORKMATE RYZEN 5 3500 - 16GB 256GB WINDOWS11 14.0FHD+ IPS,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,5.682.000,-48%,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,127 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,Hadiah Gratis,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"ADVAN WORKMATE RYZEN 5 3500 - 16GB 256GB WINDOWS11 14.0FHD+ IPS
Rp
5.682.000
-48%
Hadiah Gratis
5.0
127 Terjual
< 2 Hari
Jakarta Utara",https://shopee.co.id/ADVAN-WORKMATE-RYZEN-5-3500-16GB-256GB-WINDOWS11-14.0FHD-IPS-i.250649369.13459113664?extraParams=%7B%22display_model_id%22%3A315412202614%2C%22model_selection_logic%22%3A3%7D&sp_atk=66688895-b3fc-4d7c-b9d5-9d8e0d05ce33&xptdk=66688895-b3fc-4d7c-b9d5-9d8e0d05ce33
https://down-id.img.susercontent.com/file/id-11134207-7r98v-lzkmwfehbsxx22,https://down-id.img.susercontent.com/file/id-11134258-8224q-mkvvibsp8oowa6,ADVAN TBook Intel Celeron N100 4 Core RAM16GB SSD512GB 14'' Hd Windows 11,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,4.299.000,,4.9,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,429 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,Pilih Lokal,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,"ADVAN TBook Intel Celeron N100 4 Core RAM16GB SSD512GB 14'' Hd Windows 11
Rp
4.299.000
Pilih Lokal
4.9
429 Terjual
< 2 Hari
Jakarta Pusat",https://shopee.co.id/ADVAN-TBook-Intel-Celeron-N100-4-Core-RAM16GB-SSD512GB-14''-Hd-Windows-11-i.186855095.26959691546?extraParams=%7B%22display_model_id%22%3A119250950637%2C%22model_selection_logic%22%3A3%7D&sp_atk=340fc8f0-ad53-497f-9a6c-9b5c9a59559b&xptdk=340fc8f0-ad53-497f-9a6c-9b5c9a59559b
https://down-id.img.susercontent.com/file/id-11134207-8224w-mfxqd8l812q07b,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop Murah Advan Soulmate X2 AMD 3020E Ram 16GB DDR 512GB SSD 14'' FHD IPS Windows 11 Original,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,3.699.000,,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,13 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tangerang Selatan,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,"Laptop Murah Advan Soulmate X2 AMD 3020E Ram 16GB DDR 512GB SSD 14'' FHD IPS Windows 11 Original
Rp
3.699.000
5.0
13 Terjual
< 2 Hari
Tangerang Selatan",https://shopee.co.id/Laptop-Murah-Advan-Soulmate-X2-AMD-3020E-Ram-16GB-DDR-512GB-SSD-14''-FHD-IPS-Windows-11-Original-i.1632612180.28643091964?extraParams=%7B%22display_model_id%22%3A262490404791%2C%22model_selection_logic%22%3A3%7D&sp_atk=2820c69a-df2c-4bc1-a0f6-2517f9bb9553&xptdk=2820c69a-df2c-4bc1-a0f6-2517f9bb9553
