-image-yazkc-11,-image-yazkc-11_2,text-sm,inline-block,text-xs/sp14,font-medium,text-shopee-primary,text-xs/sp14_2,text-xs,pointer-events-none,w-auto,text-white,pointer-events-none_2,align-middle,pointer-events-none_3,truncate,img_2,text-white_2,text-white_2_link,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-82252-mj86qpus8kxw20,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,NEW 2026 - ZYREX BLAZE I5 12450H - RAM 16GB 512GB WINDOWS 11 14.0FHD IPS,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,7.610.000,-46%,4.8,159 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,Cicilan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=6844518575&shopid=250649369,"NEW 2026 - ZYREX BLAZE I5 12450H - RAM 16GB 512GB WINDOWS 11 14.0FHD IPS
Rp
7.610.000
-46%
Cicilan
Hadiah Gratis
4.8
159 Terjual
< 2 Hari
Jakarta Utara",https://shopee.co.id/NEW-2026-ZYREX-BLAZE-I5-12450H-RAM-16GB-512GB-WINDOWS-11-14.0FHD-IPS-i.250649369.6844518575?extraParams=%7B%22display_model_id%22%3A330382732136%2C%22model_selection_logic%22%3A3%7D&sp_atk=30f4637b-ec54-4cc5-a2e6-7b5e0daf6fa8&xptdk=30f4637b-ec54-4cc5-a2e6-7b5e0daf6fa8
https://down-id.img.susercontent.com/file/id-11134207-7rbk0-m6xgoa8d4by434,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ZYREX D-TECH RYZEN 5 3500 RAM 16GB 256GB W11 14.0 BLUE,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,6.392.000,-57%,4.9,58 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=15337187897&shopid=78730497,"ZYREX D-TECH RYZEN 5 3500 RAM 16GB 256GB W11 14.0 BLUE
Rp
6.392.000
-57%
4.9
58 Terjual
< 2 Hari
Jakarta Utara",https://shopee.co.id/ZYREX-D-TECH-RYZEN-5-3500-RAM-16GB-256GB-W11-14.0-BLUE-i.78730497.15337187897?extraParams=%7B%22display_model_id%22%3A440649825781%2C%22model_selection_logic%22%3A3%7D&sp_atk=69b6f26d-2cff-48f3-9847-ef83d695dc6d&xptdk=69b6f26d-2cff-48f3-9847-ef83d695dc6d
https://down-id.img.susercontent.com/file/id-11134207-7ra0n-mcapak6ie866bd,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"Laptop Zyrex Kintamani ASXU, Ram 8 Gb / 128Gb, Seri Baru, Grey BERGARANSI",,Rp,2.150.000,,,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=42458859431&shopid=811915272,"Laptop Zyrex Kintamani ASXU, Ram 8 Gb / 128Gb, Seri Baru, Grey BERGARANSI
Rp
2.150.000
< 2 Hari
Jakarta Barat",https://shopee.co.id/Laptop-Zyrex-Kintamani-ASXU-Ram-8-Gb-128Gb-Seri-Baru-Grey-BERGARANSI-i.811915272.42458859431?extraParams=%7B%22display_model_id%22%3A265745578159%2C%22model_selection_logic%22%3A3%7D&sp_atk=3f13bcd2-1a03-482e-90d2-f7890aef1618&xptdk=3f13bcd2-1a03-482e-90d2-f7890aef1618
https://down-id.img.susercontent.com/file/id-11134207-8224y-mjfa6cnszoqtae,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ZYREX D-TECH RYZEN 5 3500 16GB 256GB W11 14.0 2Y,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,7.551.000,-1%,5.0,6 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Selatan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=25745458719&shopid=925508383,"ZYREX D-TECH RYZEN 5 3500 16GB 256GB W11 14.0 2Y
Rp
7.551.000
-1%
5.0
6 Terjual
< 2 Hari
Jakarta Selatan",https://shopee.co.id/ZYREX-D-TECH-RYZEN-5-3500-16GB-256GB-W11-14.0-2Y-i.925508383.25745458719?extraParams=%7B%22display_model_id%22%3A280711507150%2C%22model_selection_logic%22%3A3%7D&sp_atk=3a913c5b-b203-46a9-9d65-c6f41d98e0e5&xptdk=3a913c5b-b203-46a9-9d65-c6f41d98e0e5
https://down-id.img.susercontent.com/file/id-11134207-7ra0n-mb4wb9s9ie8p34,https://down-id.img.susercontent.com/file/id-11134258-8224q-mkvvibsp8oowa6,LAPTOP ZYREX LIFEBOOK N4020 8GB 256GB WINDOWS 11 PRO 14.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,3.960.000,-5%,,3 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Depok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,Pilih Lokal,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=40205065734&shopid=15641210,"LAPTOP ZYREX LIFEBOOK N4020 8GB 256GB WINDOWS 11 PRO 14.0
Rp
3.960.000
-5%
Pilih Lokal
3 Terjual
< 2 Hari
Depok",https://shopee.co.id/LAPTOP-ZYREX-LIFEBOOK-N4020-8GB-256GB-WINDOWS-11-PRO-14.0-i.15641210.40205065734?extraParams=%7B%22display_model_id%22%3A234300645456%2C%22model_selection_logic%22%3A3%7D&sp_atk=09c179d6-a0f9-4c14-b956-d418ff60493e&xptdk=09c179d6-a0f9-4c14-b956-d418ff60493e
https://down-id.img.susercontent.com/file/id-11134207-822wh-mndzn8s1y0hs9f,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,"Laptop Zyrex L-BOOK intel Celeron N4020 8GB RAM 256GB SSD 14.0""HD Windows 11 PRO+OFFICE 2024",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,3.960.000,-5%,4.9,20 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Selatan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=23436587502&shopid=257997524,"Laptop Zyrex L-BOOK intel Celeron N4020 8GB RAM 256GB SSD 14.0""HD Windows 11 PRO+OFFICE 2024
Rp
3.960.000
-5%
4.9
20 Terjual
< 2 Hari
Jakarta Selatan",https://shopee.co.id/Laptop-Zyrex-L-BOOK-intel-Celeron-N4020-8GB-RAM-256GB-SSD-14.0-HD-Windows-11-PRO-OFFICE-2024-i.257997524.23436587502?extraParams=%7B%22display_model_id%22%3A127522713868%2C%22model_selection_logic%22%3A3%7D&sp_atk=231ab1c5-d672-48ea-8e11-c675913a170e&xptdk=231ab1c5-d672-48ea-8e11-c675913a170e
https://down-id.img.susercontent.com/file/id-11134207-8224y-mjyztxy01ber64,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,Laptop Zyrex Blaze Core i5 12450H 16GB SSD 512GB Win11 FHD IPS,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,8.230.000,,5.0,2 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Palembang,,Cicilan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=9218248396&shopid=148017040,"Laptop Zyrex Blaze Core i5 12450H 16GB SSD 512GB Win11 FHD IPS
Rp
8.230.000
Cicilan
5.0
2 Terjual
< 2 Hari
Palembang",https://shopee.co.id/Laptop-Zyrex-Blaze-Core-i5-12450H-16GB-SSD-512GB-Win11-FHD-IPS-i.148017040.9218248396?extraParams=%7B%22display_model_id%22%3A90939906837%2C%22model_selection_logic%22%3A3%7D&sp_atk=eb25fabb-f729-4f54-8cd1-a6ff5462bc31&xptdk=eb25fabb-f729-4f54-8cd1-a6ff5462bc31
https://down-id.img.susercontent.com/file/id-11134207-82250-mjpfnciyanltd6,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Zyrex D-Tech Pro V2 Ryzen 5 6600H 16GB 512GB IPS,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,7.106.000,-53%,4.9,297 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,Cicilan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=9865106551&shopid=250649369,"Zyrex D-Tech Pro V2 Ryzen 5 6600H 16GB 512GB IPS
Rp
7.106.000
-53%
Cicilan
Hadiah Gratis
4.9
297 Terjual
< 2 Hari
Jakarta Utara",https://shopee.co.id/Zyrex-D-Tech-Pro-V2-Ryzen-5-6600H-16GB-512GB-IPS-i.250649369.9865106551?extraParams=%7B%22display_model_id%22%3A129490707582%2C%22model_selection_logic%22%3A3%7D&sp_atk=d894e896-019a-4f54-9a26-f9b0287648ab&xptdk=d894e896-019a-4f54-9a26-f9b0287648ab
https://down-id.img.susercontent.com/file/id-11134207-8224p-mj3pekhziqys46,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,"Laptop Zyrex D-Tech Pro V2 Ryzen 5 16GB 1TB 14"" FHD IPS",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,7.087.000,-1%,5.0,6 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=42457151983&shopid=1316244009,"Laptop Zyrex D-Tech Pro V2 Ryzen 5 16GB 1TB 14"" FHD IPS
Rp
7.087.000
-1%
5.0
6 Terjual
< 2 Hari
Jakarta Pusat",https://shopee.co.id/Laptop-Zyrex-D-Tech-Pro-V2-Ryzen-5-16GB-1TB-14-FHD-IPS-i.1316244009.42457151983?extraParams=%7B%22display_model_id%22%3A270606104772%2C%22model_selection_logic%22%3A3%7D&sp_atk=926c9df1-282c-4078-acc6-e1e267e27e8c&xptdk=926c9df1-282c-4078-acc6-e1e267e27e8c
https://down-id.img.susercontent.com/file/id-11134207-82252-milb63a2562sf3,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,NEW DEALS - ZYREX D-TECH PRO RYZEN 5 6600H 16GB 512GB W11 14.0FHD IPS BLIT,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,8.121.000,-36%,4.8,147 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,Cicilan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=4589161433&shopid=250649369,"NEW DEALS - ZYREX D-TECH PRO RYZEN 5 6600H 16GB 512GB W11 14.0FHD IPS BLIT
Rp
8.121.000
-36%
Cicilan
Hadiah Gratis
4.8
147 Terjual
< 2 Hari
Jakarta Utara",https://shopee.co.id/NEW-DEALS-ZYREX-D-TECH-PRO-RYZEN-5-6600H-16GB-512GB-W11-14.0FHD-IPS-BLIT-i.250649369.4589161433?extraParams=%7B%22display_model_id%22%3A305894900203%2C%22model_selection_logic%22%3A3%7D&sp_atk=51c69fbb-e303-4d87-b310-2c932cc72186&xptdk=51c69fbb-e303-4d87-b310-2c932cc72186
https://down-id.img.susercontent.com/file/id-11134207-7rbk6-ma9de731izfef9,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"ZYREX LIFEBOOK INTEL N4020 8GB 128GB 14"" TN",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,4.160.000,,5.0,8 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=42302287529&shopid=1031894725,"ZYREX LIFEBOOK INTEL N4020 8GB 128GB 14"" TN
Rp
4.160.000
5.0
8 Terjual
< 2 Hari
Bandung",https://shopee.co.id/ZYREX-LIFEBOOK-INTEL-N4020-8GB-128GB-14-TN-i.1031894725.42302287529?extraParams=%7B%22display_model_id%22%3A227841401237%2C%22model_selection_logic%22%3A3%7D&sp_atk=c81f4a53-5468-430d-8578-fb71a717d8d3&xptdk=c81f4a53-5468-430d-8578-fb71a717d8d3
https://down-id.img.susercontent.com/file/id-11134207-7rase-m26uxyjy2wrncb,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,zyrex sky mini,,Rp,3.500.000,,5.0,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Medan,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=27716519043&shopid=353803601,"zyrex sky mini
Rp
3.500.000
5.0
1 Terjual
5-10 Hari
Medan",https://shopee.co.id/zyrex-sky-mini-i.353803601.27716519043?extraParams=%7B%22display_model_id%22%3A157537628103%2C%22model_selection_logic%22%3A3%7D&sp_atk=9685952b-d75d-48f2-995b-7bf0539778bc&xptdk=9685952b-d75d-48f2-995b-7bf0539778bc
https://down-id.img.susercontent.com/file/7c9bdaebdf3c101f3ffd4eed0da5f522,,Laptop Zyrex Sky 232 N4020,,Rp,3.500.000,,,4-9 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Serang,,,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=13813993256&shopid=24881270,"Laptop Zyrex Sky 232 N4020
Rp
3.500.000
4-9 Hari
Serang",https://shopee.co.id/Laptop-Zyrex-Sky-232-N4020-i.24881270.13813993256?extraParams=%7B%22display_model_id%22%3A120627856309%2C%22model_selection_logic%22%3A3%7D&sp_atk=32299ac4-3ccc-4504-be74-8b41a3f12227&xptdk=32299ac4-3ccc-4504-be74-8b41a3f12227
https://down-id.img.susercontent.com/file/id-11134207-7r98z-lq1wo4m7tv3m29,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Zyrex Chromebook M432-2 Celeron 4/32Gb Mulus,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,1.100.000,,4.7,27 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=23656148522&shopid=953200515,"Zyrex Chromebook M432-2 Celeron 4/32Gb Mulus
Rp
1.100.000
4.7
27 Terjual
< 2 Hari
Jakarta Barat",https://shopee.co.id/Zyrex-Chromebook-M432-2-Celeron-4-32Gb-Mulus-i.953200515.23656148522?extraParams=%7B%22display_model_id%22%3A157033978364%2C%22model_selection_logic%22%3A3%7D&sp_atk=c27fd586-766c-4247-997c-64cf628ff328&xptdk=c27fd586-766c-4247-997c-64cf628ff328
https://down-id.img.susercontent.com/file/0c849f6471579235f2e7add44a4b4e6b,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Notebook zyrex sky mini,,Rp,2.700.000,,,4-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sleman,,,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=17826899716&shopid=167458200,"Notebook zyrex sky mini
Rp
2.700.000
4-7 Hari
Kab. Sleman",https://shopee.co.id/Notebook-zyrex-sky-mini-i.167458200.17826899716?extraParams=%7B%22display_model_id%22%3A161065680125%2C%22model_selection_logic%22%3A3%7D&sp_atk=fc135aa9-3db3-40de-b0f0-b98bcc9db925&xptdk=fc135aa9-3db3-40de-b0f0-b98bcc9db925
https://down-id.img.susercontent.com/file/id-11134207-7quky-lk25twgc8doj65,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop Zyrex Kintamani Grey Laptop sekolah murah,,Rp,2.630.000,,,4-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Pati,,,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=23075913524&shopid=156281632,"Laptop Zyrex Kintamani Grey Laptop sekolah murah
Rp
2.630.000
4-7 Hari
Kab. Pati",https://shopee.co.id/Laptop-Zyrex-Kintamani-Grey-Laptop-sekolah-murah-i.156281632.23075913524?extraParams=%7B%22display_model_id%22%3A221882251965%2C%22model_selection_logic%22%3A3%7D&sp_atk=349e808f-765d-4c01-924f-8a4d4a6ef405&xptdk=349e808f-765d-4c01-924f-8a4d4a6ef405
https://down-id.img.susercontent.com/file/id-11134207-7r98v-lqggqirz040ga1,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"Laptop Zyrex Sky Cruiser 20, i3-10110, Gen 10Th, Ram 4/256Gb, IPS, Gaming Editing Lancar, Seri Baru, Super Slim, Cantik, Super Slim, Lengkap, Black",,Rp,3.000.000,,,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=24158407288&shopid=811915272,"Laptop Zyrex Sky Cruiser 20, i3-10110, Gen 10Th, Ram 4/256Gb, IPS, Gaming Editing Lancar, Seri Baru, Super Slim, Cantik, Super Slim, Lengkap, Black
Rp
3.000.000
< 2 Hari
Jakarta Barat",https://shopee.co.id/Laptop-Zyrex-Sky-Cruiser-20-i3-10110-Gen-10Th-Ram-4-256Gb-IPS-Gaming-Editing-Lancar-Seri-Baru-Super-Slim-Cantik-Super-Slim-Lengkap-Black-i.811915272.24158407288?extraParams=%7B%22display_model_id%22%3A184871705326%2C%22model_selection_logic%22%3A3%7D&sp_atk=41b68ef6-2499-4d31-92f0-aa60482287dc&xptdk=41b68ef6-2499-4d31-92f0-aa60482287dc
