-image-yazkc-11,-image-yazkc-11_2,text-sm,text-xs/sp14,font-medium,pointer-events-none,align-middle,img,text-xs/sp14_2,text-xs,inline-block,text-shopee-primary,pointer-events-none_2,truncate,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-7rbk5-m78oq2fh5sck9a,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Samsung Chromebook 4 | Celeron-N4020 | Ram 4/32GB | BERGARANSI,Rp,1.550.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.6,286 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,-6%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,"Samsung Chromebook 4 | Celeron-N4020 | Ram 4/32GB | BERGARANSI
Rp
1.550.000
-6%
4.6
286 Terjual
Jakarta Barat",https://shopee.co.id/Samsung-Chromebook-4-Celeron-N4020-Ram-4-32GB-BERGARANSI-i.239820426.21880616818?extraParams=%7B%22display_model_id%22%3A59316275361%2C%22model_selection_logic%22%3A3%7D&sp_atk=0a4c47e9-a303-4997-9f52-26fd1d4b3bea&xptdk=0a4c47e9-a303-4997-9f52-26fd1d4b3bea
https://down-id.img.susercontent.com/file/id-11134207-82250-mhuiqahhmvwja7,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Acer Travelmate P214 Core i5 Gen 11 Ram 16GB SSD 1TB Laptop Bekas Bergaransi Original Siap Pakai,Rp,3.797.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,92 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,-37%,,,"Acer Travelmate P214 Core i5 Gen 11 Ram 16GB SSD 1TB Laptop Bekas Bergaransi Original Siap Pakai
Rp
3.797.000
-37%
4.9
92 Terjual
Jakarta Utara",https://shopee.co.id/Acer-Travelmate-P214-Core-i5-Gen-11-Ram-16GB-SSD-1TB-Laptop-Bekas-Bergaransi-Original-Siap-Pakai-i.1041928516.28652327818?extraParams=%7B%22display_model_id%22%3A340146584947%2C%22model_selection_logic%22%3A3%7D&sp_atk=ece3771c-f5e8-4a8d-9243-24ce2e92cda3&xptdk=ece3771c-f5e8-4a8d-9243-24ce2e92cda3
https://down-id.img.susercontent.com/file/id-11134207-8224w-mi2kbu0n44qp5a,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,LAPTOP BARU DASER S1 S2 15 INCH FHD CELERON N5905A SSD 1TB RAM 16GB GARANSI TUKAR UNIT,Rp,2.400.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.6,23 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,-4%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,"LAPTOP BARU DASER S1 S2 15 INCH FHD CELERON N5905A SSD 1TB RAM 16GB GARANSI TUKAR UNIT
Rp
2.400.000
-4%
4.6
23 Terjual
Jakarta Utara",https://shopee.co.id/LAPTOP-BARU-DASER-S1-S2-15-INCH-FHD-CELERON-N5905A-SSD-1TB-RAM-16GB-GARANSI-TUKAR-UNIT-i.817857955.29789949443?extraParams=%7B%22display_model_id%22%3A208646104578%2C%22model_selection_logic%22%3A3%7D&sp_atk=13273332-f0e7-4eac-96f3-62924adcaed5&xptdk=13273332-f0e7-4eac-96f3-62924adcaed5
https://down-id.img.susercontent.com/file/id-11134207-8224z-miv1p9lso1z820,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Laptop 2in1 Tablet Lenovo Ideapad D330 N4000  Ram 4GB Ssd eMMc 64GB - Second Bergaransi,Rp,1.599.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,157 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,,,"Laptop 2in1 Tablet Lenovo Ideapad D330 N4000 Ram 4GB Ssd eMMc 64GB - Second Bergaransi
Rp
1.599.000
4.9
157 Terjual
Jakarta Pusat",https://shopee.co.id/Laptop-2in1-Tablet-Lenovo-Ideapad-D330-N4000-Ram-4GB-Ssd-eMMc-64GB-Second-Bergaransi-i.174578880.28751576893?extraParams=%7B%22display_model_id%22%3A187551997746%2C%22model_selection_logic%22%3A3%7D&sp_atk=eecfb493-0d26-4877-ab76-378a44d0f940&xptdk=eecfb493-0d26-4877-ab76-378a44d0f940
https://down-id.img.susercontent.com/file/id-11134207-7rbke-m70emw41d4qc0a,https://down-id.img.susercontent.com/file/id-11134258-822wp-mlyjp115kz5tc6,"ACER A314 INTEL N4000 / 8GB RAM / 512GB SSD / 14"" / WIN 10 / GRATIS ONGKIR / ACER A314-32 4GB 1TB",Rp,2.300.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.8,67 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,-54%,,,"ACER A314 INTEL N4000 / 8GB RAM / 512GB SSD / 14"" / WIN 10 / GRATIS ONGKIR / ACER A314-32 4GB 1TB
Rp
2.300.000
-54%
4.8
67 Terjual
Jakarta Barat",https://shopee.co.id/ACER-A314-INTEL-N4000-8GB-RAM-512GB-SSD-14-WIN-10-GRATIS-ONGKIR-ACER-A314-32-4GB-1TB-i.1124285767.26026800501?extraParams=%7B%22display_model_id%22%3A195800161199%2C%22model_selection_logic%22%3A3%7D&sp_atk=91101a43-25ef-4938-872c-87f97004ad15&xptdk=91101a43-25ef-4938-872c-87f97004ad15
https://down-id.img.susercontent.com/file/id-11134207-7rasf-m2mg69w9m62ncf,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,HP Pro C640 Chromebook i5 10310U - chromebook HP - HP Chromebook PRO C640,Rp,2.500.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,67 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,,"HP Pro C640 Chromebook i5 10310U - chromebook HP - HP Chromebook PRO C640
Rp
2.500.000
4.9
67 Terjual
Jakarta Pusat",https://shopee.co.id/HP-Pro-C640-Chromebook-i5-10310U-chromebook-HP-HP-Chromebook-PRO-C640-i.853725038.27467736942?extraParams=%7B%22display_model_id%22%3A257037311549%2C%22model_selection_logic%22%3A3%7D&sp_atk=443a9afb-9c72-4672-8c6c-982fad7dfa28&xptdk=443a9afb-9c72-4672-8c6c-982fad7dfa28
https://down-id.img.susercontent.com/file/id-11134207-7r98y-lso14ksklees76,https://down-id.img.susercontent.com/file/id-11134258-7ra0q-mbesqwmkb0gu9c,Laptop Lenovo Core i5 / i7 RAM 16GB / 8GB SSD 256GB / 512GB Windows 10 /11 Siap Pakai,Rp,3.000.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,10RB+ Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,,Cicilan,"Laptop Lenovo Core i5 / i7 RAM 16GB / 8GB SSD 256GB / 512GB Windows 10 /11 Siap Pakai
Rp
3.000.000
Cicilan
4.9
10RB+ Terjual
Bandung",https://shopee.co.id/Laptop-Lenovo-Core-i5-i7-RAM-16GB-8GB-SSD-256GB-512GB-Windows-10-11-Siap-Pakai-i.250685702.4634153452?extraParams=%7B%22display_model_id%22%3A207243710752%2C%22model_selection_logic%22%3A3%7D&sp_atk=300b213b-2542-416c-b488-eccd0adf776b&xptdk=300b213b-2542-416c-b488-eccd0adf776b
https://down-id.img.susercontent.com/file/id-11134207-822wk-mn2ddj4ljdhk71,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,LENOVO THINKPAD SERI YOGA 11E 300E S1 CORE I5/I7 BISA DI LIPAT 360 DERAJAT +STYLUSH PEN SUPER MURAH RAM 8 SSD 256,Rp,1.500.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,444 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,-6%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,"LENOVO THINKPAD SERI YOGA 11E 300E S1 CORE I5/I7 BISA DI LIPAT 360 DERAJAT +STYLUSH PEN SUPER MURAH RAM 8 SSD 256
Rp
1.500.000
-6%
4.9
444 Terjual
Jakarta Utara",https://shopee.co.id/LENOVO-THINKPAD-SERI-YOGA-11E-300E-S1-CORE-I5-I7-BISA-DI-LIPAT-360-DERAJAT-STYLUSH-PEN-SUPER-MURAH-RAM-8-SSD-256-i.802578957.16777244524?extraParams=%7B%22display_model_id%22%3A149211879779%2C%22model_selection_logic%22%3A3%7D&sp_atk=286fa4f4-04e0-4cef-86bd-bab5f6889e29&xptdk=286fa4f4-04e0-4cef-86bd-bab5f6889e29
https://down-id.img.susercontent.com/file/id-11134207-7ra0g-mbjfv4l7lakm83,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,HARGA LAPTOP BEKAS  || Netbook Samsung Chomebook XE303C12 cam layar 11.6 mulusss,Rp,499.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.8,1RB+ Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,,,"HARGA LAPTOP BEKAS || Netbook Samsung Chomebook XE303C12 cam layar 11.6 mulusss
Rp
499.000
4.8
1RB+ Terjual
Jakarta Barat",https://shopee.co.id/HARGA-LAPTOP-BEKAS-Netbook-Samsung-Chomebook-XE303C12-cam-layar-11.6-mulusss-i.9911872.11785456121?extraParams=%7B%22display_model_id%22%3A168183589968%2C%22model_selection_logic%22%3A3%7D&sp_atk=1048648c-08cf-4029-b24e-f14ea326f36c&xptdk=1048648c-08cf-4029-b24e-f14ea326f36c
https://down-id.img.susercontent.com/file/id-11134207-822wk-mn6tm0mmooi032,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Laptop Dell Latitude Core i5 / Core i7 | RAM 16GB | SSD 512GB | Mulus / Second  / Original / Berkualitas / Bergaransi.,Rp,2.750.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.8,1RB+ Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,,,"Laptop Dell Latitude Core i5 / Core i7 | RAM 16GB | SSD 512GB | Mulus / Second / Original / Berkualitas / Bergaransi.
Rp
2.750.000
4.8
1RB+ Terjual
Jakarta Pusat",https://shopee.co.id/Laptop-Dell-Latitude-Core-i5-Core-i7-RAM-16GB-SSD-512GB-Mulus-Second-Original-Berkualitas-Bergaransi.-i.30169103.19027487468?extraParams=%7B%22display_model_id%22%3A226721256722%2C%22model_selection_logic%22%3A3%7D&sp_atk=52491ca3-9361-415f-a62d-273dc821cf4f&xptdk=52491ca3-9361-415f-a62d-273dc821cf4f
