-image-yazkc-11,-image-yazkc-11_2,text-sm,inline-block,text-xs/sp14,font-medium,pointer-events-none,text-shopee-green,pointer-events-none_2,align-middle,text-shopee-primary,text-xs/sp14_3,w-auto,text-white,truncate,img_2,text-xs_2,pointer-events-none_3,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-7rbk7-m8szpd61lq82ac,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Honor X9B Minus Cek Deskripsi,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,850.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,"Scrape to BigSeller
Honor X9B Minus Cek Deskripsi
Rp
850.000
Besok
Jakarta Barat",https://shopee.co.id/Honor-X9B-Minus-Cek-Deskripsi-i.1216046747.29484147803?extraParams=%7B%22display_model_id%22%3A218446562002%2C%22model_selection_logic%22%3A3%7D&sp_atk=387df734-b833-409b-ad1d-bcb84bd27127&xptdk=387df734-b833-409b-ad1d-bcb84bd27127
https://down-id.img.susercontent.com/file/id-11134207-8224v-ml0i9uhgb4li4a,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HONOR PAD X9A 8/128GB SECOND MULUS TERAWAT,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,3.299.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sidoarjo,,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,3 jam,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,1 Terjual,,"Scrape to BigSeller
HONOR PAD X9A 8/128GB SECOND MULUS TERAWAT
Rp
3.299.000
5.0
1 Terjual
3 jam
Kab. Sidoarjo",https://shopee.co.id/HONOR-PAD-X9A-8-128GB-SECOND-MULUS-TERAWAT-i.309409025.54856326483?extraParams=%7B%22display_model_id%22%3A390571617974%2C%22model_selection_logic%22%3A3%7D&sp_atk=02ed70b7-5bff-4337-af70-c4a22843f44e&xptdk=02ed70b7-5bff-4337-af70-c4a22843f44e
https://down-id.img.susercontent.com/file/id-11134207-822wh-mmtum3btuzgj62,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Honor X6C 6/256GB - MediaTek Helio G81 Ultra - 5300mAh 35W - Garansi Resmi Honor Indonesia,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,2.629.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,-28%,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,"Scrape to BigSeller
Honor X6C 6/256GB - MediaTek Helio G81 Ultra - 5300mAh 35W - Garansi Resmi Honor Indonesia
Rp
2.629.000
-28%
Besok
Jakarta Utara",https://shopee.co.id/Honor-X6C-6-256GB-MediaTek-Helio-G81-Ultra-5300mAh-35W-Garansi-Resmi-Honor-Indonesia-i.1249173228.48758473790?extraParams=%7B%22display_model_id%22%3A440751061343%2C%22model_selection_logic%22%3A3%7D&sp_atk=8b9b62a2-9deb-42ff-9bb5-518125e4904a&xptdk=8b9b62a2-9deb-42ff-9bb5-518125e4904a
https://down-id.img.susercontent.com/file/id-11134207-822wj-mn8761uov2tgf0,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Honor X6C 12/256 GB |Hellio G81 Ultra High perfomance | Ultra Camera 50 MP | 5300 mAh Fast Charging 33 W | Garansi resmi Honor Indonesia,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,3.999.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Tangerang,,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,150 Terjual,,"Scrape to BigSeller
Honor X6C 12/256 GB |Hellio G81 Ultra High perfomance | Ultra Camera 50 MP | 5300 mAh Fast Charging 33 W | Garansi resmi Honor Indonesia
Rp
3.999.000
5.0
150 Terjual
Besok
Kab. Tangerang",https://shopee.co.id/Honor-X6C-12-256-GB-Hellio-G81-Ultra-High-perfomance-Ultra-Camera-50-MP-5300-mAh-Fast-Charging-33-W-Garansi-resmi-Honor-Indonesia-i.226042718.24019748461?extraParams=%7B%22display_model_id%22%3A275976943511%2C%22model_selection_logic%22%3A3%7D&sp_atk=8c530fe3-be79-4708-b515-356ce9547490&xptdk=8c530fe3-be79-4708-b515-356ce9547490
https://down-id.img.susercontent.com/file/id-11134207-822wo-mmjuch4rafindd,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Grosir LCD Honor X9c / BRP-NX1 Support Fingerprint - Fullset Touchscreen Original,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,585.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,-90%,,,,,,2-3 Hari,,"Scrape to BigSeller
Grosir LCD Honor X9c / BRP-NX1 Support Fingerprint - Fullset Touchscreen Original
Rp
585.000
-90%
2-3 Hari
Jakarta Utara",https://shopee.co.id/Grosir-LCD-Honor-X9c-BRP-NX1-Support-Fingerprint-Fullset-Touchscreen-Original-i.1090518663.48458117764?extraParams=%7B%22display_model_id%22%3A395719636640%2C%22model_selection_logic%22%3A3%7D&sp_atk=642466de-fca4-47e2-b277-0404b3cb157b&xptdk=642466de-fca4-47e2-b277-0404b3cb157b
https://down-id.img.susercontent.com/file/id-11134207-822wj-mmt26vkxe1he31,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Honor 400 Lite 5G 8/256GB Like New (4287 Velvet Grey) - 8/256 GB,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,3.280.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kediri,,5.0,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4 Terjual,,"Scrape to BigSeller
Honor 400 Lite 5G 8/256GB Like New (4287 Velvet Grey) - 8/256 GB
Rp
3.280.000
5.0
4 Terjual
2-3 Hari
Kediri",https://shopee.co.id/Honor-400-Lite-5G-8-256GB-Like-New-(4287-Velvet-Grey)-8-256-GB-i.147840320.44008787147?extraParams=%7B%22display_model_id%22%3A275738836744%2C%22model_selection_logic%22%3A3%7D&sp_atk=c20762a3-75e8-4d03-99dd-2d449ee9801e&xptdk=c20762a3-75e8-4d03-99dd-2d449ee9801e
https://down-id.img.susercontent.com/file/26d74720a58026d99a1b1dbd0f6a2263,,Handphone honour 9 lite lcd pecah,,Rp,1.890.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Timur,,,,,Cicilan,,4-7 Hari,,"Scrape to BigSeller
Handphone honour 9 lite lcd pecah
Rp
1.890.000
Cicilan
4-7 Hari
Jakarta Timur",https://shopee.co.id/Handphone-honour-9-lite-lcd-pecah-i.76823044.4028973711?extraParams=%7B%22display_model_id%22%3A52731234519%2C%22model_selection_logic%22%3A3%7D&sp_atk=eb828a78-7a47-408d-87e5-fd2fad6ab675&xptdk=eb828a78-7a47-408d-87e5-fd2fad6ab675
https://down-id.img.susercontent.com/file/sg-11134275-81zwe-mmk9o8sncs1wfa,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HONOR X7D 8/512 GB GARANSI RESMI HONOR INDONESIA TERMURAH,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,4.432.400,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,-11%,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Hari ini,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Hari ini,,"Scrape to BigSeller
HONOR X7D 8/512 GB GARANSI RESMI HONOR INDONESIA TERMURAH
Rp
4.432.400
-11%
Hari ini
Surabaya",https://shopee.co.id/HONOR-X7D-8-512-GB-GARANSI-RESMI-HONOR-INDONESIA-TERMURAH-i.91322698.54558119029?extraParams=%7B%22display_model_id%22%3A420721896776%2C%22model_selection_logic%22%3A3%7D&sp_atk=d4d7c69d-a9cd-4292-9555-5ae0beeaf4c0&xptdk=d4d7c69d-a9cd-4292-9555-5ae0beeaf4c0
https://down-id.img.susercontent.com/file/dddd38b17283048470b099a78810ceaa,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Honor 8x 4/128 GB Garansi Honor Indonesia / PRE ORDER,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,3.498.999,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-4 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tangerang Selatan,,5.0,,,Cicilan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,20 Terjual,,"Scrape to BigSeller
Honor 8x 4/128 GB Garansi Honor Indonesia / PRE ORDER
Rp
3.498.999
Cicilan
5.0
20 Terjual
3-4 Hari
Tangerang Selatan",https://shopee.co.id/Honor-8x-4-128-GB-Garansi-Honor-Indonesia-PRE-ORDER-i.119346266.1969738522?extraParams=%7B%22display_model_id%22%3A40858172581%2C%22model_selection_logic%22%3A3%7D&sp_atk=370c079a-42f9-4d6b-b4c5-c41be58ff9ef&xptdk=370c079a-42f9-4d6b-b4c5-c41be58ff9ef
https://down-id.img.susercontent.com/file/id-11134207-822wo-mmvl6kfr6l8ie6,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Honor X7D 8GB/256GB Garansi Resmi Honor Indonesia,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,4.079.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,-18%,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,"Scrape to BigSeller
Honor X7D 8GB/256GB Garansi Resmi Honor Indonesia
Rp
4.079.000
-18%
Besok
Jakarta Pusat",https://shopee.co.id/Honor-X7D-8GB-256GB-Garansi-Resmi-Honor-Indonesia-i.1119892890.56858551631?extraParams=%7B%22display_model_id%22%3A370758650023%2C%22model_selection_logic%22%3A3%7D&sp_atk=5acb2174-1c58-431a-873c-f21682634afe&xptdk=5acb2174-1c58-431a-873c-f21682634afe
https://down-id.img.susercontent.com/file/id-11134207-822wg-mmib5b3e639f6d,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,HONOR MAGIC 5 PRO 12+7/512Gb Unit only | Detail baca keterangan,,Rp,6.500.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sukabumi,,,,,,,4-7 Hari,,"Scrape to BigSeller
HONOR MAGIC 5 PRO 12+7/512Gb Unit only | Detail baca keterangan
Rp
6.500.000
4-7 Hari
Kab. Sukabumi",https://shopee.co.id/HONOR-MAGIC-5-PRO-12-7-512Gb-Unit-only-Detail-baca-keterangan-i.337522115.49408052757?extraParams=%7B%22display_model_id%22%3A380714132281%2C%22model_selection_logic%22%3A3%7D&sp_atk=886fe017-5a21-47fd-8990-d6ac1693b5fa&xptdk=886fe017-5a21-47fd-8990-d6ac1693b5fa
https://down-id.img.susercontent.com/file/id-11134207-8224v-mkewkohwbx1i3e,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,LCD Touchscreen Honor X9c original,,Rp,1.175.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-6 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,,,,,,1 Terjual,,"Scrape to BigSeller
LCD Touchscreen Honor X9c original
Rp
1.175.000
1 Terjual
2-6 Hari
Jakarta Pusat",https://shopee.co.id/LCD-Touchscreen-Honor-X9c-original-i.809657994.27594203874?extraParams=%7B%22display_model_id%22%3A405536097791%2C%22model_selection_logic%22%3A3%7D&sp_atk=d6053bfa-1c5b-4632-aabf-cbdd880f79ca&xptdk=d6053bfa-1c5b-4632-aabf-cbdd880f79ca
https://down-id.img.susercontent.com/file/id-11134207-822wm-mlxptu3sbpxd14,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,RARE ITEM! Honor Magic 5 Ultimate 16/512GB - Flagship Kasta Tertinggi!,,Rp,7.900.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,"Scrape to BigSeller
RARE ITEM! Honor Magic 5 Ultimate 16/512GB - Flagship Kasta Tertinggi!
Rp
7.900.000
Besok
Jakarta Barat",https://shopee.co.id/RARE-ITEM!-Honor-Magic-5-Ultimate-16-512GB-Flagship-Kasta-Tertinggi!-i.113060366.52857332985?extraParams=%7B%22display_model_id%22%3A350652568695%2C%22model_selection_logic%22%3A3%7D&sp_atk=9c88830f-de9d-40cc-aa4e-9a38e2403c9c&xptdk=9c88830f-de9d-40cc-aa4e-9a38e2403c9c
https://down-id.img.susercontent.com/file/id-11134207-822wm-mmzo2c5356o327,,HONOR MAGIC 5 5G 12/256 - RESMI BEACUKAI,,Rp,5.590.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-6 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Batang,,,,,,,4-6 Hari,,"Scrape to BigSeller
HONOR MAGIC 5 5G 12/256 - RESMI BEACUKAI
Rp
5.590.000
4-6 Hari
Kab. Batang",https://shopee.co.id/HONOR-MAGIC-5-5G-12-256-RESMI-BEACUKAI-i.1585867960.57408721105?extraParams=%7B%22display_model_id%22%3A445773709637%2C%22model_selection_logic%22%3A3%7D&sp_atk=49ea2ad9-5e2d-483e-8994-a20153fef8d5&xptdk=49ea2ad9-5e2d-483e-8994-a20153fef8d5
https://down-id.img.susercontent.com/file/id-11134207-822wo-mlq3ft0lmubkca,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,LCD TOUCHSCREEN HONOR X9C BRT-NX1 ASLI ORIGINAL,,Rp,1.200.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,"Scrape to BigSeller
LCD TOUCHSCREEN HONOR X9C BRT-NX1 ASLI ORIGINAL
Rp
1.200.000
Besok
Jakarta Pusat",https://shopee.co.id/LCD-TOUCHSCREEN-HONOR-X9C-BRT-NX1-ASLI-ORIGINAL-i.941744273.56207107523?extraParams=%7B%22display_model_id%22%3A445634083632%2C%22model_selection_logic%22%3A3%7D&sp_atk=e07e1e15-c909-4e6f-99b4-68277b582e13&xptdk=e07e1e15-c909-4e6f-99b4-68277b582e13
https://down-id.img.susercontent.com/file/98cafb8dfb929ef0f814a5c91353b21f,,Huawei honor 3c,,Rp,110.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,5-8 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Purbalingga,,,,,,,5-8 Hari,,"Scrape to BigSeller
Huawei honor 3c
Rp
110.000
5-8 Hari
Kab. Purbalingga",https://shopee.co.id/Huawei-honor-3c-i.29167400.9636576581?extraParams=%7B%22display_model_id%22%3A54606013201%2C%22model_selection_logic%22%3A3%7D&sp_atk=aaaca76a-0259-4ce0-bbed-f1b31e8bb587&xptdk=aaaca76a-0259-4ce0-bbed-f1b31e8bb587
https://down-id.img.susercontent.com/file/id-11134207-822wm-mmvcjdv381dv49,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Honor X6C [6GB+256GB] - Garansi Resmi 1 Tahun,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,2.999.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,,,,,,2-3 Hari,,"Scrape to BigSeller
Honor X6C [6GB+256GB] - Garansi Resmi 1 Tahun
Rp
2.999.000
2-3 Hari
Jakarta Utara",https://shopee.co.id/Honor-X6C-6GB-256GB-Garansi-Resmi-1-Tahun-i.463757917.54858051206?extraParams=%7B%22display_model_id%22%3A435715404253%2C%22model_selection_logic%22%3A3%7D&sp_atk=1e40b6cf-8e85-4c0f-9a39-21fa98ac182a&xptdk=1e40b6cf-8e85-4c0f-9a39-21fa98ac182a
https://down-id.img.susercontent.com/file/id-11134207-7ra0q-mcw7zwqeyvcs6b,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Honor 400 Lite 5G 8/256 Resmi likenew,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,3.300.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,3 Terjual,,"Scrape to BigSeller
Honor 400 Lite 5G 8/256 Resmi likenew
Rp
3.300.000
5.0
3 Terjual
Besok
Jakarta Pusat",https://shopee.co.id/Honor-400-Lite-5G-8-256-Resmi-likenew-i.348952502.28939403837?extraParams=%7B%22display_model_id%22%3A208625975799%2C%22model_selection_logic%22%3A3%7D&sp_atk=921100dc-7b07-4f92-9eb0-b195125d4eaa&xptdk=921100dc-7b07-4f92-9eb0-b195125d4eaa
https://down-id.img.susercontent.com/file/id-11134207-822wn-mmvcuvb5llae9a,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Honor X7D [8GB+512GB] - Garansi Resmi 1 Tahun,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,4.079.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,,,,,,2-3 Hari,,"Scrape to BigSeller
Honor X7D [8GB+512GB] - Garansi Resmi 1 Tahun
Rp
4.079.000
2-3 Hari
Jakarta Utara",https://shopee.co.id/Honor-X7D-8GB-512GB-Garansi-Resmi-1-Tahun-i.1053062682.57108055292?extraParams=%7B%22display_model_id%22%3A380715341510%2C%22model_selection_logic%22%3A3%7D&sp_atk=982db1d5-f27b-45a4-924a-8fb914a127db&xptdk=982db1d5-f27b-45a4-924a-8fb914a127db
https://down-id.img.susercontent.com/file/id-11134207-822wg-mlzveoorhszs99,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HONOR X7D LTE 8/512GB Kamera 108MP Baterai 6500mAh Layar 120Hz NFC Smartphone Snapdragon 685 Original Resmi,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,4.252.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,-23%,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,Kombo Hemat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"Scrape to BigSeller
HONOR X7D LTE 8/512GB Kamera 108MP Baterai 6500mAh Layar 120Hz NFC Smartphone Snapdragon 685 Original Resmi
Rp
4.252.000
-23%
Kombo Hemat
Besok
Bandung",https://shopee.co.id/HONOR-X7D-LTE-8-512GB-Kamera-108MP-Baterai-6500mAh-Layar-120Hz-NFC-Smartphone-Snapdragon-685-Original-Resmi-i.95126305.51407394143?extraParams=%7B%22display_model_id%22%3A262464626634%2C%22model_selection_logic%22%3A3%7D&sp_atk=3ca2ac25-910a-4f93-9536-c8fedbd90116&xptdk=3ca2ac25-910a-4f93-9536-c8fedbd90116
