-image-yazkc-11,-image-yazkc-11_2,text-sm,inline-block,text-xs/sp14,font-medium,img,text-xs/sp14_2,text-xs,pointer-events-none,align-middle,truncate,text-shopee-primary,pointer-events-none_2,_container,_container_link
https://down-id.img.susercontent.com/file/sg-11134201-22110-u6jeluih1ckvfd,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Notebook Samsung N540 2/320GB Second,,Rp,1.499.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,3.0,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bandung,Cicilan,,,"Notebook Samsung N540 2/320GB Second
Rp
1.499.000
Cicilan
3.0
1 Terjual
Kab. Bandung",https://shopee.co.id/Notebook-Samsung-N540-2-320GB-Second-i.178014179.6127566399?extraParams=%7B%22display_model_id%22%3A42706698664%2C%22model_selection_logic%22%3A3%7D&sp_atk=f7e8aa0e-bf6f-4f3b-8e13-461b3e8853a8&xptdk=f7e8aa0e-bf6f-4f3b-8e13-461b3e8853a8
https://down-id.img.susercontent.com/file/id-11134207-7r98v-lr86dmzznt52b6,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop samsung NP275E4V Murah second Malang,,Rp,1.600.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Malang,,,,"Laptop samsung NP275E4V Murah second Malang
Rp
1.600.000
Malang",https://shopee.co.id/Laptop-samsung-NP275E4V-Murah-second-Malang-i.1117993448.24361939429?extraParams=%7B%22display_model_id%22%3A197304063785%2C%22model_selection_logic%22%3A3%7D&sp_atk=6e4b8eec-bd79-4739-9f44-ab4672074b89&xptdk=6e4b8eec-bd79-4739-9f44-ab4672074b89
https://down-id.img.susercontent.com/file/c83d5a3cab7d8be059258ad4cd7dd0d5,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,"HARGA LAPTOP BEKAS  || Samsung RV411 dual-core P6100 ram 2gb hdd 160gb 14"" Nvidia 512mb dedicated",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,1.100.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,,,"HARGA LAPTOP BEKAS || Samsung RV411 dual-core P6100 ram 2gb hdd 160gb 14"" Nvidia 512mb dedicated
Rp
1.100.000
Jakarta Barat",https://shopee.co.id/HARGA-LAPTOP-BEKAS-Samsung-RV411-dual-core-P6100-ram-2gb-hdd-160gb-14-Nvidia-512mb-dedicated-i.9911872.19828979478?extraParams=%7B%22display_model_id%22%3A191499331828%2C%22model_selection_logic%22%3A3%7D&sp_atk=222e553e-803f-46a8-82a2-75865157a726&xptdk=222e553e-803f-46a8-82a2-75865157a726
https://down-id.img.susercontent.com/file/id-11134207-7ras8-m2hpk937tnqa7e,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,laptop netbook second samsung 10 inch murah normal semua siap pakai & zoom garansi baterai awet,,Rp,880.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,2 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Semarang,,,,"laptop netbook second samsung 10 inch murah normal semua siap pakai & zoom garansi baterai awet
Rp
880.000
5.0
2 Terjual
Semarang",https://shopee.co.id/laptop-netbook-second-samsung-10-inch-murah-normal-semua-siap-pakai-zoom-garansi-baterai-awet-i.890758046.18368044658?extraParams=%7B%22display_model_id%22%3A168081210563%2C%22model_selection_logic%22%3A3%7D&sp_atk=9f4bd36e-a146-4ea7-9e3e-4bf284f5ef6a&xptdk=9f4bd36e-a146-4ea7-9e3e-4bf284f5ef6a
https://down-id.img.susercontent.com/file/id-11134207-7qul0-livgbxgnrd2l4e,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Laptop bekas || Netbook Samsung Chomebook XE303C12 cam layar 11.6 mulusss,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,980.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,,,"Laptop bekas || Netbook Samsung Chomebook XE303C12 cam layar 11.6 mulusss
Rp
980.000
5.0
1 Terjual
Jakarta Barat",https://shopee.co.id/Laptop-bekas-Netbook-Samsung-Chomebook-XE303C12-cam-layar-11.6-mulusss-i.9911872.20481547071?extraParams=%7B%22display_model_id%22%3A221773670050%2C%22model_selection_logic%22%3A3%7D&sp_atk=4c874498-0db3-457b-b5d6-b8557017ed3d&xptdk=4c874498-0db3-457b-b5d6-b8557017ed3d
https://down-id.img.susercontent.com/file/id-11134207-81ztc-mfjffaxfqrd692,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Samsung Chromebook 4 Second Bandung,,Rp,900.000,,,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bandung Barat,,,,"Samsung Chromebook 4 Second Bandung
Rp
900.000
1 Terjual
Kab. Bandung Barat",https://shopee.co.id/Samsung-Chromebook-4-Second-Bandung-i.54487728.28642642193?extraParams=%7B%22display_model_id%22%3A129463757184%2C%22model_selection_logic%22%3A3%7D&sp_atk=94a08d6a-937a-46dc-8b03-780e8df335cf&xptdk=94a08d6a-937a-46dc-8b03-780e8df335cf
https://down-id.img.susercontent.com/file/6c6757abf6b7e8a77813da07d09a8c4a,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Laptop Second Seken Bekas Samsung 3gb 500gb Nvidia 610M Win 10 Gaming Terawat Normal,,Rp,2.695.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sleman,,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"Laptop Second Seken Bekas Samsung 3gb 500gb Nvidia 610M Win 10 Gaming Terawat Normal
Rp
2.695.000
-1%
Kab. Sleman",https://shopee.co.id/Laptop-Second-Seken-Bekas-Samsung-3gb-500gb-Nvidia-610M-Win-10-Gaming-Terawat-Normal-i.125257889.20429088635?extraParams=%7B%22display_model_id%22%3A163877037657%2C%22model_selection_logic%22%3A3%7D&sp_atk=87d6703f-86f2-4ee2-a777-c75ee79d49ef&xptdk=87d6703f-86f2-4ee2-a777-c75ee79d49ef
https://down-id.img.susercontent.com/file/f49ceade1318f54751bc3e94004866a2,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Samsung NC108 Putih Biru RAM 2GB HDD 250GB Netbook Second Notebook Bekas Intel Atom N570 Bluetooth,,Rp,1.400.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,4 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Indramayu,,,,"Samsung NC108 Putih Biru RAM 2GB HDD 250GB Netbook Second Notebook Bekas Intel Atom N570 Bluetooth
Rp
1.400.000
5.0
4 Terjual
Kab. Indramayu",https://shopee.co.id/Samsung-NC108-Putih-Biru-RAM-2GB-HDD-250GB-Netbook-Second-Notebook-Bekas-Intel-Atom-N570-Bluetooth-i.49656833.9921584615?extraParams=%7B%22display_model_id%22%3A33972581076%2C%22model_selection_logic%22%3A3%7D&sp_atk=dfe0f435-2504-41b7-98d4-f8eab3dbf9c4&xptdk=dfe0f435-2504-41b7-98d4-f8eab3dbf9c4
https://down-id.img.susercontent.com/file/172fb0f08e8f5caf8bd4cf893c9e587e,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Samsung Sens P330 Hitam Silver Core i5 RAM 4GB SSD 128GB Laptop Second,,Rp,3.300.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Indramayu,,,,"Samsung Sens P330 Hitam Silver Core i5 RAM 4GB SSD 128GB Laptop Second
Rp
3.300.000
5.0
1 Terjual
Kab. Indramayu",https://shopee.co.id/Samsung-Sens-P330-Hitam-Silver-Core-i5-RAM-4GB-SSD-128GB-Laptop-Second-i.49656833.12462928695?extraParams=%7B%22display_model_id%22%3A141093834036%2C%22model_selection_logic%22%3A3%7D&sp_atk=ee37170b-f9c4-4a89-9514-1dc0eb093920&xptdk=ee37170b-f9c4-4a89-9514-1dc0eb093920
https://down-id.img.susercontent.com/file/id-11134207-7r98v-lyexb616ix9k02,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,LAPTOP CHROMEBOOK SAMSUNG CELERON RAM 4/32GB | SECOND/BEKAS,,Rp,2.800.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bekasi,,,,"LAPTOP CHROMEBOOK SAMSUNG CELERON RAM 4/32GB | SECOND/BEKAS
Rp
2.800.000
Bekasi",https://shopee.co.id/LAPTOP-CHROMEBOOK-SAMSUNG-CELERON-RAM-4-32GB-SECOND-BEKAS-i.316371267.27656779945?extraParams=%7B%22display_model_id%22%3A241303310571%2C%22model_selection_logic%22%3A3%7D&sp_atk=bbf5e869-3799-4d19-8c4c-4ce179a51db6&xptdk=bbf5e869-3799-4d19-8c4c-4ce179a51db6
https://down-id.img.susercontent.com/file/d8073870b90891146ff1a185bba545ec,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Samsung 355V4X Pink 14 inch AMD A8-4500M RAM 4GB SSD 128GB Laptop Second,,Rp,3.000.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Indramayu,Cicilan,,,"Samsung 355V4X Pink 14 inch AMD A8-4500M RAM 4GB SSD 128GB Laptop Second
Rp
3.000.000
Cicilan
Kab. Indramayu",https://shopee.co.id/Samsung-355V4X-Pink-14-inch-AMD-A8-4500M-RAM-4GB-SSD-128GB-Laptop-Second-i.49656833.15705357843?extraParams=%7B%22display_model_id%22%3A114440421520%2C%22model_selection_logic%22%3A3%7D&sp_atk=63b4de11-032b-402a-b8ac-3053c5a95ceb&xptdk=63b4de11-032b-402a-b8ac-3053c5a95ceb
https://down-id.img.susercontent.com/file/id-11134207-7qul3-lh4n8hr3gj57d7,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Samsung ATIV 9 Lite Touch RAM 4GB SSD 128GB Laptop Touchscreen Second Ativ Book,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,2.250.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Depok,,,,"Samsung ATIV 9 Lite Touch RAM 4GB SSD 128GB Laptop Touchscreen Second Ativ Book
Rp
2.250.000
Depok",https://shopee.co.id/Samsung-ATIV-9-Lite-Touch-RAM-4GB-SSD-128GB-Laptop-Touchscreen-Second-Ativ-Book-i.6356067.19589007089?extraParams=%7B%22display_model_id%22%3A216762962800%2C%22model_selection_logic%22%3A3%7D&sp_atk=e43480ea-487b-4f0f-aeee-d01af68f9194&xptdk=e43480ea-487b-4f0f-aeee-d01af68f9194
https://down-id.img.susercontent.com/file/9c858447da7afd2c07885942d3405818,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Samsung XE700TIC touchscreen S pen layar sentuh Core i3 SSD 128GB RAM 4GB 12 inch netbook second,,Rp,2.500.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Indramayu,,,,"Samsung XE700TIC touchscreen S pen layar sentuh Core i3 SSD 128GB RAM 4GB 12 inch netbook second
Rp
2.500.000
5.0
1 Terjual
Kab. Indramayu",https://shopee.co.id/Samsung-XE700TIC-touchscreen-S-pen-layar-sentuh-Core-i3-SSD-128GB-RAM-4GB-12-inch-netbook-second-i.49656833.14441853585?extraParams=%7B%22display_model_id%22%3A123826967857%2C%22model_selection_logic%22%3A3%7D&sp_atk=71c76979-6ff9-4599-9d15-cdae7982bd6e&xptdk=71c76979-6ff9-4599-9d15-cdae7982bd6e
https://down-id.img.susercontent.com/file/1bf43b73775185140e0b04acdb0b085b,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Samsung Samsung NP355V4X  Biru 14 inch RAM 2GB HDD 500GB Laptop Second,,Rp,1.800.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Indramayu,Cicilan,,,"Samsung Samsung NP355V4X Biru 14 inch RAM 2GB HDD 500GB Laptop Second
Rp
1.800.000
Cicilan
Kab. Indramayu",https://shopee.co.id/Samsung-Samsung-NP355V4X-Biru-14-inch-RAM-2GB-HDD-500GB-Laptop-Second-i.49656833.16256638290?extraParams=%7B%22display_model_id%22%3A106383408836%2C%22model_selection_logic%22%3A3%7D&sp_atk=00e55b89-aec0-4c9c-846f-77758a37d79a&xptdk=00e55b89-aec0-4c9c-846f-77758a37d79a
https://down-id.img.susercontent.com/file/806b2381f3919d00a4c72c040e6b6698,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Samsung NP350U2A Slim Intel Core i3 SSD 128GB RAM 4GB Bluetooth Windows 10 Notebook Second Tipis,,Rp,2.500.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,3 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Indramayu,Cicilan,,,"Samsung NP350U2A Slim Intel Core i3 SSD 128GB RAM 4GB Bluetooth Windows 10 Notebook Second Tipis
Rp
2.500.000
Cicilan
5.0
3 Terjual
Kab. Indramayu",https://shopee.co.id/Samsung-NP350U2A-Slim-Intel-Core-i3-SSD-128GB-RAM-4GB-Bluetooth-Windows-10-Notebook-Second-Tipis-i.49656833.3179965503?extraParams=%7B%22display_model_id%22%3A90587660903%2C%22model_selection_logic%22%3A3%7D&sp_atk=224577ad-cfd2-4cee-aefb-9552192f9c46&xptdk=224577ad-cfd2-4cee-aefb-9552192f9c46
https://down-id.img.susercontent.com/file/ea8cfc7d2313bfcb47485e55916eb5b4,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Samsung NP300E4V Silver Intel Celeron 847 RAM 2GB HDD 500GB Bluetooth Laptop Second,,Rp,2.100.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Indramayu,,,,"Samsung NP300E4V Silver Intel Celeron 847 RAM 2GB HDD 500GB Bluetooth Laptop Second
Rp
2.100.000
Kab. Indramayu",https://shopee.co.id/Samsung-NP300E4V-Silver-Intel-Celeron-847-RAM-2GB-HDD-500GB-Bluetooth-Laptop-Second-i.49656833.10102657217?extraParams=%7B%22display_model_id%22%3A35332388546%2C%22model_selection_logic%22%3A3%7D&sp_atk=9cbcabd4-e06b-438b-82ea-3b1509d32905&xptdk=9cbcabd4-e06b-438b-82ea-3b1509d32905
