-image-yazkc-11,-image-yazkc-11_2,text-sm,inline-block,text-xs/sp14,font-medium,pointer-events-none,w-auto,text-white,pointer-events-none_2,align-middle,img,text-xs/sp14_2,text-xs,truncate,text-shopee-primary,pointer-events-none_3,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-8224x-mjkauxuk7ytg56,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Black shark 3 8/128gb,,Rp,2.350.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Banjarnegara,,,2-5 Hari,,,,"Scrape to BigSeller
Black shark 3 8/128gb
Rp
2.350.000
2-5 Hari
Kab. Banjarnegara",https://shopee.co.id/Black-shark-3-8-128gb-i.28675347.51854789900?extraParams=%7B%22display_model_id%22%3A335444255343%2C%22model_selection_logic%22%3A3%7D&sp_atk=d77a1181-7ddb-4d3a-b8ae-63a4a88d9666&xptdk=d77a1181-7ddb-4d3a-b8ae-63a4a88d9666
https://down-id.img.susercontent.com/file/id-11134207-7r98x-ln6k788z2a3o38,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Xiaomi Blackshark 4 Resmi Indonesia Like New Black Shark 4 HP 5G HP Game,,Rp,5.499.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Hari ini,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,Hari ini,,,,"Scrape to BigSeller
Xiaomi Blackshark 4 Resmi Indonesia Like New Black Shark 4 HP 5G HP Game
Rp
5.499.000
Hari ini
Surabaya",https://shopee.co.id/Xiaomi-Blackshark-4-Resmi-Indonesia-Like-New-Black-Shark-4-HP-5G-HP-Game-i.198773392.20185555387?extraParams=%7B%22display_model_id%22%3A184671377932%2C%22model_selection_logic%22%3A3%7D&sp_atk=ebf7aa5f-50fc-409b-962f-5333eeb74e0a&xptdk=ebf7aa5f-50fc-409b-962f-5333eeb74e0a
https://down-id.img.susercontent.com/file/720ddc9afe09e4a8f3b90e67da92644b,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Black Shark 3 5G,,Rp,4.700.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Trenggalek,,,3-6 Hari,,,,"Scrape to BigSeller
Black Shark 3 5G
Rp
4.700.000
3-6 Hari
Kab. Trenggalek",https://shopee.co.id/Black-Shark-3-5G-i.21757605.20032869534?extraParams=%7B%22display_model_id%22%3A98116165380%2C%22model_selection_logic%22%3A3%7D&sp_atk=06470e44-5a55-45a1-84f6-e031894eec3a&xptdk=06470e44-5a55-45a1-84f6-e031894eec3a
https://down-id.img.susercontent.com/file/id-11134207-7qul4-lh9vplvegk2k8f,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"blackshark 2,2PRO,blackshark  3 dan blackshark 4",,Rp,3.650.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Tangerang,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,2 Terjual,,,,"Scrape to BigSeller
blackshark 2,2PRO,blackshark 3 dan blackshark 4
Rp
3.650.000
5.0
2 Terjual
3-6 Hari
Kab. Tangerang",https://shopee.co.id/blackshark-2-2PRO-blackshark-3-dan-blackshark-4-i.34649569.16494786868?extraParams=%7B%22display_model_id%22%3A59342460966%2C%22model_selection_logic%22%3A3%7D&sp_atk=d86c3447-ab65-408a-b968-ddfc49370312&xptdk=d86c3447-ab65-408a-b968-ddfc49370312
https://down-id.img.susercontent.com/file/id-11134207-7rasa-m2tkesf13jkl4d,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,black shark 3 ram 8 / 128 resmi dus unit aja,,Rp,3.250.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,Besok,,,,"Scrape to BigSeller
black shark 3 ram 8 / 128 resmi dus unit aja
Rp
3.250.000
Besok
Bandung",https://shopee.co.id/black-shark-3-ram-8-128-resmi-dus-unit-aja-i.13724858.29118187115?extraParams=%7B%22display_model_id%22%3A242070578702%2C%22model_selection_logic%22%3A3%7D&sp_atk=3238f712-2088-475e-afc8-d9c7b8f25fe5&xptdk=3238f712-2088-475e-afc8-d9c7b8f25fe5
https://down-id.img.susercontent.com/file/id-11134207-8224u-mfsg6grqgnbe25,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,LCD BS 1 ORI,,Rp,200.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Gresik,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,1.0,2 Terjual,,,,"Scrape to BigSeller
LCD BS 1 ORI
Rp
200.000
1.0
2 Terjual
3-6 Hari
Kab. Gresik",https://shopee.co.id/LCD-BS-1-ORI-i.10404069.29042881903?extraParams=%7B%22display_model_id%22%3A286947320875%2C%22model_selection_logic%22%3A3%7D&sp_atk=82e3a022-ff6e-4e08-8eb7-03f59385ef00&xptdk=82e3a022-ff6e-4e08-8eb7-03f59385ef00
https://down-id.img.susercontent.com/file/id-11134207-822wg-mnascxsz48ox9b,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,SPEAKER BUZZER MUSIK BAWAH BLACKSHARK BLACK SHARK 4 ORIGINAL,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,100.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bogor,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,Besok,,,,"Scrape to BigSeller
SPEAKER BUZZER MUSIK BAWAH BLACKSHARK BLACK SHARK 4 ORIGINAL
Rp
100.000
Besok
Kab. Bogor",https://shopee.co.id/SPEAKER-BUZZER-MUSIK-BAWAH-BLACKSHARK-BLACK-SHARK-4-ORIGINAL-i.1081420015.54359197310?extraParams=%7B%22display_model_id%22%3A282555642234%2C%22model_selection_logic%22%3A3%7D&sp_atk=638579e5-69a0-42c9-bb49-09fc96ad9da1&xptdk=638579e5-69a0-42c9-bb49-09fc96ad9da1
https://down-id.img.susercontent.com/file/id-11134207-822wr-mnascxsoxmgx20,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,KABEL ANTENA HITAM SINYAL BLACKSHARK BLACK SHARK 4 ORIGINAL,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,65.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bogor,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,Besok,,,,"Scrape to BigSeller
KABEL ANTENA HITAM SINYAL BLACKSHARK BLACK SHARK 4 ORIGINAL
Rp
65.000
Besok
Kab. Bogor",https://shopee.co.id/KABEL-ANTENA-HITAM-SINYAL-BLACKSHARK-BLACK-SHARK-4-ORIGINAL-i.1081420015.53859206287?extraParams=%7B%22display_model_id%22%3A380814999282%2C%22model_selection_logic%22%3A3%7D&sp_atk=af35474e-ad01-4648-b69c-c7f29c6796a5&xptdk=af35474e-ad01-4648-b69c-c7f29c6796a5
https://down-id.img.susercontent.com/file/id-11134207-822wq-mnascxszb9j5ca,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,FLEXIBEL FLEXIBLE TOMBOL R1 L1 BLACKSHARK BLACK SHARK 4,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,120.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bogor,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,Besok,,,,"Scrape to BigSeller
FLEXIBEL FLEXIBLE TOMBOL R1 L1 BLACKSHARK BLACK SHARK 4
Rp
120.000
Besok
Kab. Bogor",https://shopee.co.id/FLEXIBEL-FLEXIBLE-TOMBOL-R1-L1-BLACKSHARK-BLACK-SHARK-4-i.1081420015.46809222345?extraParams=%7B%22display_model_id%22%3A370815139575%2C%22model_selection_logic%22%3A3%7D&sp_atk=d5d9d4c7-6514-4c1e-be18-9819863f27a4&xptdk=d5d9d4c7-6514-4c1e-be18-9819863f27a4
https://down-id.img.susercontent.com/file/id-11134207-822wi-mnascxsz2u4h90,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,SPEAKER MUSIK BUZZER ATAS BLACKSHARK BLACK SHARK 4 ORIGINAL,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,100.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bogor,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,Besok,,,,"Scrape to BigSeller
SPEAKER MUSIK BUZZER ATAS BLACKSHARK BLACK SHARK 4 ORIGINAL
Rp
100.000
Besok
Kab. Bogor",https://shopee.co.id/SPEAKER-MUSIK-BUZZER-ATAS-BLACKSHARK-BLACK-SHARK-4-ORIGINAL-i.1081420015.52759197318?extraParams=%7B%22display_model_id%22%3A380815083086%2C%22model_selection_logic%22%3A3%7D&sp_atk=13683ade-80b5-4349-8414-5a23e9eba088&xptdk=13683ade-80b5-4349-8414-5a23e9eba088
https://down-id.img.susercontent.com/file/id-11134207-7ras8-m3qqjkdrt2lr75,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Buzer Speaker Bawah black shark 4 original,,Rp,79.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sragen,,,1 Terjual,,,,"Scrape to BigSeller
Buzer Speaker Bawah black shark 4 original
Rp
79.000
1 Terjual
2-5 Hari
Kab. Sragen",https://shopee.co.id/Buzer-Speaker-Bawah-black-shark-4-original-i.53833902.26220641051?extraParams=%7B%22display_model_id%22%3A237148990278%2C%22model_selection_logic%22%3A3%7D&sp_atk=5c152ad8-9b5f-4347-b7ad-3936ec92bd2e&xptdk=5c152ad8-9b5f-4347-b7ad-3936ec92bd2e
https://down-id.img.susercontent.com/file/id-11134207-822wo-mnascxsz8ge96d,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,TUTUP MESIN NFC BLACKSHARK BLACK SHARK 4 ORIGINAL,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,100.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bogor,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,Besok,,,,"Scrape to BigSeller
TUTUP MESIN NFC BLACKSHARK BLACK SHARK 4 ORIGINAL
Rp
100.000
Besok
Kab. Bogor",https://shopee.co.id/TUTUP-MESIN-NFC-BLACKSHARK-BLACK-SHARK-4-ORIGINAL-i.1081420015.50509202199?extraParams=%7B%22display_model_id%22%3A315815688695%2C%22model_selection_logic%22%3A3%7D&sp_atk=9badbb7b-1311-46cb-b01f-c4852208d149&xptdk=9badbb7b-1311-46cb-b01f-c4852208d149
