-image-yazkc-11,-image-yazkc-11_2,text-sm,text-xs/sp14,font-medium,truncate,img,text-xs/sp14_2,text-xs,pointer-events-none,align-middle,inline-block,text-shopee-primary,pointer-events-none_2,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-7rasi-m3uc7gofeplbcd,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop Lenovo Thinkpad T Series T460 T450/T450S  T440 T470 T480 Core I5/I7 Touch screen RAM 8G/16GB SSD 256GB/512GB Peningkatan Baru  Mulus & Lancar bekas Second Bergaransi Berkualitas IPS US Keyboard backlight,Rp,1.499.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.8,2RB+ Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tangerang,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,"Laptop Lenovo Thinkpad T Series T460 T450/T450S T440 T470 T480 Core I5/I7 Touch screen RAM 8G/16GB SSD 256GB/512GB Peningkatan Baru Mulus & Lancar bekas Second Bergaransi Berkualitas IPS US Keyboard backlight
Rp
1.499.000
4.8
2RB+ Terjual
Tangerang",https://shopee.co.id/Laptop-Lenovo-Thinkpad-T-Series-T460-T450-T450S-T440-T470-T480-Core-I5-I7-Touch-screen-RAM-8G-16GB-SSD-256GB-512GB-Peningkatan-Baru-Mulus-Lancar-bekas-Second-Bergaransi-Berkualitas-IPS-US-Keyboard-backlight-i.772901883.20494871997?extraParams=%7B%22display_model_id%22%3A335787890501%2C%22model_selection_logic%22%3A3%7D&sp_atk=a8b474f6-8c9f-4dda-99ae-88ae6126bf4c&xptdk=a8b474f6-8c9f-4dda-99ae-88ae6126bf4c
https://down-id.img.susercontent.com/file/id-11134207-7rbk6-maf7wywpc7o958,https://down-id.img.susercontent.com/file/id-11134258-822wp-mlyjp115kz5tc6,Laptop Lenovo Thinkpad Seri Yoga 11E & S1 Yoga 12 & Yoga 260 & Yoga 370 460 Touch Screen Like New,Rp,1.500.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,749 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,-6%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"Laptop Lenovo Thinkpad Seri Yoga 11E & S1 Yoga 12 & Yoga 260 & Yoga 370 460 Touch Screen Like New
Rp
1.500.000
-6%
4.9
749 Terjual
Jakarta Utara",https://shopee.co.id/Laptop-Lenovo-Thinkpad-Seri-Yoga-11E-S1-Yoga-12-Yoga-260-Yoga-370-460-Touch-Screen-Like-New-i.676179521.17120176032?extraParams=%7B%22display_model_id%22%3A185703493565%2C%22model_selection_logic%22%3A3%7D&sp_atk=1dea1db0-1fd0-4efe-b677-a63de838d2cf&xptdk=1dea1db0-1fd0-4efe-b677-a63de838d2cf
https://down-id.img.susercontent.com/file/id-11134207-7rasc-m2na57tz58lfbc,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Apple Macbook Laptop Bekas RAM 8G 256GB SSD Mouse dan Tas Komputer Second Bergaransi Ori,Rp,1.899.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.7,557 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,"Apple Macbook Laptop Bekas RAM 8G 256GB SSD Mouse dan Tas Komputer Second Bergaransi Ori
Rp
1.899.000
4.7
557 Terjual
Jakarta Pusat",https://shopee.co.id/Apple-Macbook-Laptop-Bekas-RAM-8G-256GB-SSD-Mouse-dan-Tas-Komputer-Second-Bergaransi-Ori-i.828697142.29200100006?extraParams=%7B%22display_model_id%22%3A215241970210%2C%22model_selection_logic%22%3A3%7D&sp_atk=25a79011-05b0-49d1-93d9-a2dab726d85a&xptdk=25a79011-05b0-49d1-93d9-a2dab726d85a
https://down-id.img.susercontent.com/file/id-11134207-7r98u-lva2rzm0nuc3fa,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,HARGA LAPTOP BEKAS || Netbook Samsung Chomebook XE303C12 camera 11.6inch mulusss,Rp,499.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,262 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,,"HARGA LAPTOP BEKAS || Netbook Samsung Chomebook XE303C12 camera 11.6inch mulusss
Rp
499.000
4.9
262 Terjual
Jakarta Barat",https://shopee.co.id/HARGA-LAPTOP-BEKAS-Netbook-Samsung-Chomebook-XE303C12-camera-11.6inch-mulusss-i.548826316.19552274517?extraParams=%7B%22display_model_id%22%3A167991923480%2C%22model_selection_logic%22%3A3%7D&sp_atk=081cb571-82cc-4cbe-a543-7fa912032340&xptdk=081cb571-82cc-4cbe-a543-7fa912032340
https://down-id.img.susercontent.com/file/id-11134207-82252-mhk8id6hmosi1f,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Laptop HP Probook Elitebook Murah All Series | Intel Core i7 / i5 / i3 / AMD Ryzen | RAM 8/16GB | SSD 128/256GB,Rp,650.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.8,327 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,"Laptop HP Probook Elitebook Murah All Series | Intel Core i7 / i5 / i3 / AMD Ryzen | RAM 8/16GB | SSD 128/256GB
Rp
650.000
4.8
327 Terjual
Jakarta Pusat",https://shopee.co.id/Laptop-HP-Probook-Elitebook-Murah-All-Series-Intel-Core-i7-i5-i3-AMD-Ryzen-RAM-8-16GB-SSD-128-256GB-i.828697142.28952933713?extraParams=%7B%22display_model_id%22%3A306741370247%2C%22model_selection_logic%22%3A3%7D&sp_atk=7d6a0809-8c26-44a1-a8a2-fccdf088fae3&xptdk=7d6a0809-8c26-44a1-a8a2-fccdf088fae3
https://down-id.img.susercontent.com/file/id-11134207-7qul1-lgalowoi0fst73,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,LAPTOP LENOVO THINKPAD YOGA 300E 11E  100E LAYAR 2 IN 1 TOUCHSCREEN  11 INCH MULUS MURAH BERGARANSI,Rp,1.500.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,67 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,-6%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"LAPTOP LENOVO THINKPAD YOGA 300E 11E 100E LAYAR 2 IN 1 TOUCHSCREEN 11 INCH MULUS MURAH BERGARANSI
Rp
1.500.000
-6%
5.0
67 Terjual
Jakarta Utara",https://shopee.co.id/LAPTOP-LENOVO-THINKPAD-YOGA-300E-11E-100E-LAYAR-2-IN-1-TOUCHSCREEN-11-INCH-MULUS-MURAH-BERGARANSI-i.926977477.23166727286?extraParams=%7B%22display_model_id%22%3A296096483275%2C%22model_selection_logic%22%3A3%7D&sp_atk=36048c3d-3158-4860-9829-de65be289300&xptdk=36048c3d-3158-4860-9829-de65be289300
https://down-id.img.susercontent.com/file/id-11134207-7r98t-lyqfc8s8lte069,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"Asus Chromebook CX22N, (OS Chrome), Seri Baru, Slim, Fullset, Silver",Rp,1.200.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,10 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,,,"Asus Chromebook CX22N, (OS Chrome), Seri Baru, Slim, Fullset, Silver
Rp
1.200.000
5.0
10 Terjual
Jakarta Barat",https://shopee.co.id/Asus-Chromebook-CX22N-(OS-Chrome)-Seri-Baru-Slim-Fullset-Silver-i.816009841.28307497268?extraParams=%7B%22display_model_id%22%3A49451017950%2C%22model_selection_logic%22%3A3%7D&sp_atk=fed8c91c-d010-4a34-a9e6-8ad0666e1021&xptdk=fed8c91c-d010-4a34-a9e6-8ad0666e1021
https://down-id.img.susercontent.com/file/id-11134207-7ra0n-mbemb251zl5l4e,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Laptop HP EliteBook 820 830 850 G3 G7 HP Probook X360 MULUS NO MINUS,Rp,1.500.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.8,170 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,-6%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"Laptop HP EliteBook 820 830 850 G3 G7 HP Probook X360 MULUS NO MINUS
Rp
1.500.000
-6%
4.8
170 Terjual
Jakarta Utara",https://shopee.co.id/Laptop-HP-EliteBook-820-830-850-G3-G7-HP-Probook-X360-MULUS-NO-MINUS-i.802578957.12296971070?extraParams=%7B%22display_model_id%22%3A267374955369%2C%22model_selection_logic%22%3A3%7D&sp_atk=a4546b72-0738-49e1-8dc2-4e9accc02023&xptdk=a4546b72-0738-49e1-8dc2-4e9accc02023
https://down-id.img.susercontent.com/file/sg-11134201-7rasl-maw8nm45earneb,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop Asus X450CA Celeron 1017U  Ram 16Gb 512Gb Normal Siap Pakai - Leptop Laptop Murah - Laptop Malang - Laptop Gaming - Bergaransi - Laptop Bekas - Laptop Bekas Malang,Rp,1.270.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,12 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Malang,,,,"Laptop Asus X450CA Celeron 1017U Ram 16Gb 512Gb Normal Siap Pakai - Leptop Laptop Murah - Laptop Malang - Laptop Gaming - Bergaransi - Laptop Bekas - Laptop Bekas Malang
Rp
1.270.000
4.9
12 Terjual
Malang",https://shopee.co.id/Laptop-Asus-X450CA-Celeron-1017U-Ram-16Gb-512Gb-Normal-Siap-Pakai-Leptop-Laptop-Murah-Laptop-Malang-Laptop-Gaming-Bergaransi-Laptop-Bekas-Laptop-Bekas-Malang-i.141725604.40804214754?extraParams=%7B%22display_model_id%22%3A243512258216%2C%22model_selection_logic%22%3A3%7D&sp_atk=7a702181-16a5-468a-a474-6675405d46a3&xptdk=7a702181-16a5-468a-a474-6675405d46a3
https://down-id.img.susercontent.com/file/id-11134207-7r98p-lr06d0ndnnuh0b,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,Laptop Lenovo 1 Jutaan & Surface 3 Second Bergaransi RAM 4GB SSD 64GB,Rp,1.404.900,Kombo Hemat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,312 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,-10%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"Laptop Lenovo 1 Jutaan & Surface 3 Second Bergaransi RAM 4GB SSD 64GB
Rp
1.404.900
-10%
Kombo Hemat
4.9
312 Terjual
Jakarta Barat",https://shopee.co.id/Laptop-Lenovo-1-Jutaan-Surface-3-Second-Bergaransi-RAM-4GB-SSD-64GB-i.984637109.24001798383?extraParams=%7B%22display_model_id%22%3A445693598598%2C%22model_selection_logic%22%3A3%7D&sp_atk=e763c693-a21b-4fe6-8848-954237083f57&xptdk=e763c693-a21b-4fe6-8848-954237083f57
