-image-yazkc-11,-image-yazkc-11_2,text-sm,text-xs/sp14,font-medium,text-xs/sp14_2,pointer-events-none,w-auto,text-white,pointer-events-none_2,align-middle,inline-block,text-shopee-green,text-shopee-primary,truncate,img_2,pointer-events-none_3,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-7r98s-lpnl1bb8z466b4,https://down-id.img.susercontent.com/file/id-11134258-7ra0q-mbesqwmkb0gu9c,Nokia 105 Versi 2019 2022 2023 TAM Khusus P.Jawa,Rp,293.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Jember,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,849 Terjual,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
Nokia 105 Versi 2019 2022 2023 TAM Khusus P.Jawa
Rp
293.000
5.0
849 Terjual
4-6 Hari
Kab. Jember",https://shopee.co.id/Nokia-105-Versi-2019-2022-2023-TAM-Khusus-P.Jawa-i.1032899057.19582712502?extraParams=%7B%22display_model_id%22%3A222309270730%2C%22model_selection_logic%22%3A3%7D&sp_atk=947a29c9-04e1-401f-b5be-b5a0473f832a&xptdk=947a29c9-04e1-401f-b5be-b5a0473f832a
https://down-id.img.susercontent.com/file/sg-11134201-821fe-mgytj8uevytk1a,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Nokia 105 (2024) - Garansi Resmi TAM 1 Tahun,Rp,282.000,4.8,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,3 jam,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,16 Terjual,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
Nokia 105 (2024) - Garansi Resmi TAM 1 Tahun
Rp
282.000
4.8
16 Terjual
3 jam
Surabaya",https://shopee.co.id/Nokia-105-(2024)-Garansi-Resmi-TAM-1-Tahun-i.620055636.46001237570?extraParams=%7B%22display_model_id%22%3A320110440419%2C%22model_selection_logic%22%3A3%7D&sp_atk=3a2176d4-6185-4b9e-901a-2025ed12c5c6&xptdk=3a2176d4-6185-4b9e-901a-2025ed12c5c6
https://down-id.img.susercontent.com/file/id-11134207-7rasm-m41xpbxsy5qu69,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HP NOKIA 105 dual sim card Original / HP Nokia Tipe 105 (TG),Rp,275.000,4.5,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Banjarmasin,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,44 Terjual,,Grosir,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
HP NOKIA 105 dual sim card Original / HP Nokia Tipe 105 (TG)
Rp
275.000
Grosir
4.5
44 Terjual
3-4 Hari
Banjarmasin",https://shopee.co.id/HP-NOKIA-105-dual-sim-card-Original-HP-Nokia-Tipe-105-(TG)-i.1019314131.23381518784?extraParams=%7B%22display_model_id%22%3A242305597280%2C%22model_selection_logic%22%3A3%7D&sp_atk=cdd5a1ab-ca9c-4dd6-ae1c-2fdeee12d0ad&xptdk=cdd5a1ab-ca9c-4dd6-ae1c-2fdeee12d0ad
https://down-id.img.susercontent.com/file/6bc7ae408abdd575270ebe2ca7ff6a0a,,Nokia 105 Tam,Rp,250.000,5.0,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Cilacap,,105 Terjual,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
Nokia 105 Tam
Rp
250.000
5.0
105 Terjual
Kab. Cilacap",https://shopee.co.id/Nokia-105-Tam-i.147130451.20118622071?extraParams=%7B%22display_model_id%22%3A126194584405%2C%22model_selection_logic%22%3A3%7D&sp_atk=15312937-610a-41c9-9a16-f3bece418abe&xptdk=15312937-610a-41c9-9a16-f3bece418abe
https://down-id.img.susercontent.com/file/id-11134207-8224q-mhrhgug6l98o85,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Nokia 6300 Clasic,Rp,299.000,4.8,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Tangerang,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,44 Terjual,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
Nokia 6300 Clasic
Rp
299.000
4.8
44 Terjual
Besok
Kab. Tangerang",https://shopee.co.id/Nokia-6300-Clasic-i.333186069.15561176991?extraParams=%7B%22display_model_id%22%3A340238208136%2C%22model_selection_logic%22%3A3%7D&sp_atk=39df0353-4fb7-4678-8a84-e8a96b04a09c&xptdk=39df0353-4fb7-4678-8a84-e8a96b04a09c
https://down-id.img.susercontent.com/file/id-11134207-82251-miczl6wg3zt008,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Hp Nokia Frodo 150 Garansi Resmi,Rp,499.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Pekanbaru,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,7 Terjual,,Produk Baru,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
Hp Nokia Frodo 150 Garansi Resmi
Rp
499.000
Produk Baru
5.0
7 Terjual
Besok
Pekanbaru",https://shopee.co.id/Hp-Nokia-Frodo-150-Garansi-Resmi-i.42058168.53853236165?extraParams=%7B%22display_model_id%22%3A380310933133%2C%22model_selection_logic%22%3A3%7D&sp_atk=deed3ff1-5259-424c-86c3-f9e047933a71&xptdk=deed3ff1-5259-424c-86c3-f9e047933a71
https://down-id.img.susercontent.com/file/id-11134207-8224p-mip5860p6vwgc8,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"NOKIA 3 ( TA - 1031 ) , NOKIA ANDROID",Rp,400.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Wonosobo,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,3 Terjual,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
NOKIA 3 ( TA - 1031 ) , NOKIA ANDROID
Rp
400.000
5.0
3 Terjual
2-3 Hari
Kab. Wonosobo",https://shopee.co.id/NOKIA-3-(-TA-1031-)-NOKIA-ANDROID-i.178509174.22551412662?extraParams=%7B%22display_model_id%22%3A196957405407%2C%22model_selection_logic%22%3A3%7D&sp_atk=a5872cf8-9d8a-4ef6-abea-75b39c294bee&xptdk=a5872cf8-9d8a-4ef6-abea-75b39c294bee
https://down-id.img.susercontent.com/file/5c04b7824ddc01a407b7a96554134b54,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,HP NOKIA 105 BLACK NEW 2019,Rp,300.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surakarta (Solo),,65 Terjual,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
HP NOKIA 105 BLACK NEW 2019
Rp
300.000
5.0
65 Terjual
3-6 Hari
Surakarta (Solo)",https://shopee.co.id/HP-NOKIA-105-BLACK-NEW-2019-i.304302085.15383124057?extraParams=%7B%22display_model_id%22%3A180109673928%2C%22model_selection_logic%22%3A3%7D&sp_atk=9c4954c5-5294-41aa-ac9a-b23b86ede038&xptdk=9c4954c5-5294-41aa-ac9a-b23b86ede038
https://down-id.img.susercontent.com/file/id-11134207-7rasb-m4k1t4y57vjob9,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Nokia 105 2023 Garansi Resmi 12 Bulan,Rp,310.000,4.9,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Pontianak,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,24 Terjual,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
Nokia 105 2023 Garansi Resmi 12 Bulan
Rp
310.000
4.9
24 Terjual
Besok
Pontianak",https://shopee.co.id/Nokia-105-2023-Garansi-Resmi-12-Bulan-i.283479061.29022501812?extraParams=%7B%22display_model_id%22%3A227232338751%2C%22model_selection_logic%22%3A3%7D&sp_atk=4727cc5b-2687-457d-b9ef-49fc16e78cef&xptdk=4727cc5b-2687-457d-b9ef-49fc16e78cef
https://down-id.img.susercontent.com/file/id-11134207-7rbk0-m7bqieo3oemea4,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Handphone Jadul | HP Nokia 105 2024 Dual SIM Jaringan 2G 1000 mAh - Garansi TAM 1 Tahun,Rp,273.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,5 Terjual,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
Handphone Jadul | HP Nokia 105 2024 Dual SIM Jaringan 2G 1000 mAh - Garansi TAM 1 Tahun
Rp
273.000
5.0
5 Terjual
2-3 Hari",https://shopee.co.id/Handphone-Jadul-HP-Nokia-105-2024-Dual-SIM-Jaringan-2G-1000-mAh-Garansi-TAM-1-Tahun-i.401729936.29429537116?extraParams=%7B%22display_model_id%22%3A247882134455%2C%22model_selection_logic%22%3A3%7D&sp_atk=78869bf9-d982-48e4-abc9-e91a9fbec37f&xptdk=78869bf9-d982-48e4-abc9-e91a9fbec37f
https://down-id.img.susercontent.com/file/id-11134207-8224u-mkwp8l5s8937cd,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Nokia 105 19 Hp jadul Original Garansi 1 Tahun Dual Sim,Rp,265.900,4.7,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Makassar,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,17 Terjual,-55%,"Pilih 2, diskon Rp5.000",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
Nokia 105 19 Hp jadul Original Garansi 1 Tahun Dual Sim
Rp
265.900
-55%
Pilih 2, diskon Rp5.000
4.7
17 Terjual
Besok
Makassar",https://shopee.co.id/Nokia-105-19-Hp-jadul-Original-Garansi-1-Tahun-Dual-Sim-i.1127661653.50056290948?extraParams=%7B%22display_model_id%22%3A335569128878%2C%22model_selection_logic%22%3A3%7D&sp_atk=4a1d8681-f8fe-4fa9-8d78-40ea7e18d7a6&xptdk=4a1d8681-f8fe-4fa9-8d78-40ea7e18d7a6
https://down-id.img.susercontent.com/file/5a25b57784ba83972e8d525cc48b1384,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"HP NOKIA 105 2019 DUAL SIM CANDYBAR HANDPHONE GSM LAYAR 1.77"" MODEL JADUL PONSEL LAWAS FITUR RADIO FM GAMES  HANDPHONE NOKIA GARANSI RESMI",Rp,260.000,4.5,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Nganjuk,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,8 Terjual,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
HP NOKIA 105 2019 DUAL SIM CANDYBAR HANDPHONE GSM LAYAR 1.77"" MODEL JADUL PONSEL LAWAS FITUR RADIO FM GAMES HANDPHONE NOKIA GARANSI RESMI
Rp
260.000
4.5
8 Terjual
2-3 Hari
Kab. Nganjuk",https://shopee.co.id/HP-NOKIA-105-2019-DUAL-SIM-CANDYBAR-HANDPHONE-GSM-LAYAR-1.77-MODEL-JADUL-PONSEL-LAWAS-FITUR-RADIO-FM-GAMES-HANDPHONE-NOKIA-GARANSI-RESMI-i.132119622.5110052881?extraParams=%7B%22display_model_id%22%3A75324342058%2C%22model_selection_logic%22%3A3%7D&sp_atk=e45502a4-bb42-4fb0-b4cc-64eee73f27ea&xptdk=e45502a4-bb42-4fb0-b4cc-64eee73f27ea
https://down-id.img.susercontent.com/file/id-11134207-81ztp-me9m5fzlmryf59,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Nokia Handphone | HP Nokia 105 (2023) Handphone Nokia Jadul - Garansi TAM 1 Tahun,Rp,282.000,4.7,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,3 jam,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,58 Terjual,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
Nokia Handphone | HP Nokia 105 (2023) Handphone Nokia Jadul - Garansi TAM 1 Tahun
Rp
282.000
4.7
58 Terjual
3 jam
Surabaya",https://shopee.co.id/Nokia-Handphone-HP-Nokia-105-(2023)-Handphone-Nokia-Jadul-Garansi-TAM-1-Tahun-i.810267424.21771314115?extraParams=%7B%22display_model_id%22%3A49240886432%2C%22model_selection_logic%22%3A3%7D&sp_atk=b1322579-ac8f-4377-b421-079d49740bc9&xptdk=b1322579-ac8f-4377-b421-079d49740bc9
https://down-id.img.susercontent.com/file/id-11134207-8224s-mhemkf971atl8a,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Nokia 5.1 Plus 3/32GB Resmi,Rp,350.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Purwakarta,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,2-3 Hari,,,,,"Scrape to BigSeller
Nokia 5.1 Plus 3/32GB Resmi
Rp
350.000
2-3 Hari
Kab. Purwakarta",https://shopee.co.id/Nokia-5.1-Plus-3-32GB-Resmi-i.145534083.50401977894?extraParams=%7B%22display_model_id%22%3A297194457355%2C%22model_selection_logic%22%3A3%7D&sp_atk=24042faa-29f1-4994-a025-65217622d924&xptdk=24042faa-29f1-4994-a025-65217622d924
https://down-id.img.susercontent.com/file/id-11134207-822wi-mn4u76m8avwoaa,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,NOKIA 5130 XPRESSMUSIC ALL OPERATOR,Rp,250.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Wonosobo,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,2 Terjual,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
NOKIA 5130 XPRESSMUSIC ALL OPERATOR
Rp
250.000
5.0
2 Terjual
2-3 Hari
Kab. Wonosobo",https://shopee.co.id/NOKIA-5130-XPRESSMUSIC-ALL-OPERATOR-i.178509174.23746052997?extraParams=%7B%22display_model_id%22%3A29704768909%2C%22model_selection_logic%22%3A3%7D&sp_atk=865a8360-1f18-46e8-8a8c-47c26672c584&xptdk=865a8360-1f18-46e8-8a8c-47c26672c584
https://down-id.img.susercontent.com/file/sg-11134201-23020-xn6dzxfcv2mv1d,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,NOKIA LIPAT 2720 / NOKIA FLIP 2720 HARGA TERJANGKAU,Rp,535.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,33 Terjual,-3%,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
NOKIA LIPAT 2720 / NOKIA FLIP 2720 HARGA TERJANGKAU
Rp
535.000
-3%
5.0
33 Terjual
3-6 Hari
Jakarta Barat",https://shopee.co.id/NOKIA-LIPAT-2720-NOKIA-FLIP-2720-HARGA-TERJANGKAU-i.131298858.17992423384?extraParams=%7B%22display_model_id%22%3A230843271256%2C%22model_selection_logic%22%3A3%7D&sp_atk=970f9692-19ee-4c1b-91b4-08d89c3ef86c&xptdk=970f9692-19ee-4c1b-91b4-08d89c3ef86c
https://down-id.img.susercontent.com/file/id-11134207-7r991-lrzn74z15jvde5,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,NOKIA 105 NEW 2023 GARANSI RESMI INDONESIA TAM,Rp,265.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jambi,,Besok,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,"Scrape to BigSeller
NOKIA 105 NEW 2023 GARANSI RESMI INDONESIA TAM
Rp
265.000
Besok
Jambi",https://shopee.co.id/NOKIA-105-NEW-2023-GARANSI-RESMI-INDONESIA-TAM-i.51634551.24914460368?extraParams=%7B%22display_model_id%22%3A250355693896%2C%22model_selection_logic%22%3A3%7D&sp_atk=b1051450-6d33-464b-bbd3-7fc170bf33f1&xptdk=b1051450-6d33-464b-bbd3-7fc170bf33f1
https://down-id.img.susercontent.com/file/id-11134207-822ws-mlv4tejnlekv58,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Hp Jadul Classic Nokia X2-02 All'Operator,Rp,200.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sukabumi,,4-8 Hari,,,,,"Scrape to BigSeller
Hp Jadul Classic Nokia X2-02 All'Operator
Rp
200.000
4-8 Hari
Kab. Sukabumi",https://shopee.co.id/Hp-Jadul-Classic-Nokia-X2-02-All'Operator-i.222244231.53007242448?extraParams=%7B%22display_model_id%22%3A292457102738%2C%22model_selection_logic%22%3A3%7D&sp_atk=e552ebcf-f4de-4815-bf17-5c11a1838501&xptdk=e552ebcf-f4de-4815-bf17-5c11a1838501
https://down-id.img.susercontent.com/file/id-11134207-81ztm-mfca4cghws9b2b,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Nokia 110 (2019) Garansi Resmi TAM - Hitam,Rp,365.000,4.9,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,,371 Terjual,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
Nokia 110 (2019) Garansi Resmi TAM - Hitam
Rp
365.000
4.9
371 Terjual
2-5 Hari
Surabaya",https://shopee.co.id/Nokia-110-(2019)-Garansi-Resmi-TAM-Hitam-i.60755382.3417345871?extraParams=%7B%22display_model_id%22%3A170030671094%2C%22model_selection_logic%22%3A3%7D&sp_atk=2ad19ddb-809a-4b4a-bf76-90a6064c1ba8&xptdk=2ad19ddb-809a-4b4a-bf76-90a6064c1ba8
https://down-id.img.susercontent.com/file/id-11134207-822wg-mn24s7v2zsap79,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,"Nokia 3310 , 3315",Rp,225.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Tulungagung,,3-6 Hari,,,,,"Scrape to BigSeller
Nokia 3310 , 3315
Rp
225.000
3-6 Hari
Kab. Tulungagung",https://shopee.co.id/Nokia-3310-3315-i.61104660.44808849632?extraParams=%7B%22display_model_id%22%3A370784165705%2C%22model_selection_logic%22%3A3%7D&sp_atk=d3969fd1-0bc6-4dd5-ace1-fe7e06e73923&xptdk=d3969fd1-0bc6-4dd5-ace1-fe7e06e73923
https://down-id.img.susercontent.com/file/id-11134207-81zth-mejnfrs4be2sad,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,NOKIA 150 2024 FRODO MUSIC GARANSI RESMI,Rp,488.333,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,5 jam,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,10 Terjual,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,"Scrape to BigSeller
NOKIA 150 2024 FRODO MUSIC GARANSI RESMI
Rp
488.333
5.0
10 Terjual
5 jam
Surabaya",https://shopee.co.id/NOKIA-150-2024-FRODO-MUSIC-GARANSI-RESMI-i.61323068.44018656563?extraParams=%7B%22display_model_id%22%3A286530405523%2C%22model_selection_logic%22%3A3%7D&sp_atk=b0800596-c943-4138-9b12-226c5bf9b3f4&xptdk=b0800596-c943-4138-9b12-226c5bf9b3f4
