-image-yazkc-11,-image-yazkc-11_2,text-sm,text-xs/sp14,font-medium,pointer-events-none,w-auto,text-white,pointer-events-none_2,align-middle,inline-block,img,text-xs/sp14_2,text-xs,text-shopee-primary,pointer-events-none_3,truncate,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-7rbk6-m70doummsdyfb0,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,LENOVO THINKPAD X250 I5 GEN 5 RAM 8GB SSD 128GB SECOND/BEKAS,Rp,5.500.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bekasi,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,< 2 Hari,,,,"LENOVO THINKPAD X250 I5 GEN 5 RAM 8GB SSD 128GB SECOND/BEKAS
Rp
5.500.000
< 2 Hari
Bekasi",https://shopee.co.id/LENOVO-THINKPAD-X250-I5-GEN-5-RAM-8GB-SSD-128GB-SECOND-BEKAS-i.316371267.24092325356?extraParams=%7B%22display_model_id%22%3A223894520213%2C%22model_selection_logic%22%3A3%7D&sp_atk=61ee11e7-ac3c-419b-be80-53e89e33d2d6&xptdk=61ee11e7-ac3c-419b-be80-53e89e33d2d6
https://down-id.img.susercontent.com/file/sg-11134201-22110-eic0ychfo6jvf3,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,LAPTOP LENOVO THINKPAD T470 BEKAS MULUS 8Gb,Rp,4.999.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Karanganyar,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,,3-4 Hari,,,,"LAPTOP LENOVO THINKPAD T470 BEKAS MULUS 8Gb
Rp
4.999.000
3-4 Hari
Kab. Karanganyar",https://shopee.co.id/LAPTOP-LENOVO-THINKPAD-T470-BEKAS-MULUS-8Gb-i.487626272.16390117297?extraParams=%7B%22display_model_id%22%3A230317404661%2C%22model_selection_logic%22%3A3%7D&sp_atk=7d9facb0-d6c0-4edb-a2c4-ae89214e2774&xptdk=7d9facb0-d6c0-4edb-a2c4-ae89214e2774
https://down-id.img.susercontent.com/file/id-11134207-7rbk6-m8nbcl6mtibv47,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"Laptop Lenovo 80LD AMD A8 7410 (14"") Ram 16Gb 512Gb Normal Siap Pakai - Leptop Laptop Murah - Laptop Malang - Laptop Gaming - Bergaransi - Laptop Bekas - Laptop Bekas Malang",Rp,1.500.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Malang,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,< 2 Hari,,,,"Laptop Lenovo 80LD AMD A8 7410 (14"") Ram 16Gb 512Gb Normal Siap Pakai - Leptop Laptop Murah - Laptop Malang - Laptop Gaming - Bergaransi - Laptop Bekas - Laptop Bekas Malang
Rp
1.500.000
< 2 Hari
Malang",https://shopee.co.id/Laptop-Lenovo-80LD-AMD-A8-7410-(14-)-Ram-16Gb-512Gb-Normal-Siap-Pakai-Leptop-Laptop-Murah-Laptop-Malang-Laptop-Gaming-Bergaransi-Laptop-Bekas-Laptop-Bekas-Malang-i.44435356.27983683541?extraParams=%7B%22display_model_id%22%3A224114605852%2C%22model_selection_logic%22%3A3%7D&sp_atk=52085191-0f86-4b92-93cb-968725fed06e&xptdk=52085191-0f86-4b92-93cb-968725fed06e
https://down-id.img.susercontent.com/file/id-11134207-7r98p-lzu79t4qwctkf8,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,Lenovo Thinkpad L13 i3 8GB SSD 128GB Windows 10,Rp,2.950.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sidoarjo,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,2 Terjual,,,,"Lenovo Thinkpad L13 i3 8GB SSD 128GB Windows 10
Rp
2.950.000
5.0
2 Terjual
Besok
Kab. Sidoarjo",https://shopee.co.id/Lenovo-Thinkpad-L13-i3-8GB-SSD-128GB-Windows-10-i.52887172.28410389745?extraParams=%7B%22display_model_id%22%3A158866343513%2C%22model_selection_logic%22%3A3%7D&sp_atk=dd680d09-ff30-432a-9609-b7b71ca26bc1&xptdk=dd680d09-ff30-432a-9609-b7b71ca26bc1
https://down-id.img.susercontent.com/file/id-11134207-7rbk4-m9lshqagoust3a,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,Lenovo Thinkpad T14s Ryzen 5 16GB Touchscreen,Rp,4.950.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Depok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,3-5 Hari,,,,"Lenovo Thinkpad T14s Ryzen 5 16GB Touchscreen
Rp
4.950.000
3-5 Hari
Depok",https://shopee.co.id/Lenovo-Thinkpad-T14s-Ryzen-5-16GB-Touchscreen-i.6356067.44250458189?extraParams=%7B%22display_model_id%22%3A270036677003%2C%22model_selection_logic%22%3A3%7D&sp_atk=1341099d-29b7-4c0d-916b-cd6209675831&xptdk=1341099d-29b7-4c0d-916b-cd6209675831
https://down-id.img.susercontent.com/file/id-11134207-7r98x-lwe4k0sezi0teb,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,LENOVO THINKPAD X270 I5 GEN 7 8/256GB BEKAS SECOND,Rp,5.600.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,,,4-8 Hari,,,,"LENOVO THINKPAD X270 I5 GEN 7 8/256GB BEKAS SECOND
Rp
5.600.000
4-8 Hari
Jakarta Utara",https://shopee.co.id/LENOVO-THINKPAD-X270-I5-GEN-7-8-256GB-BEKAS-SECOND-i.939372100.28052420571?extraParams=%7B%22display_model_id%22%3A222886969698%2C%22model_selection_logic%22%3A3%7D&sp_atk=9bbbfe59-b6d9-49cf-9866-f26d236b3f51&xptdk=9bbbfe59-b6d9-49cf-9866-f26d236b3f51
https://down-id.img.susercontent.com/file/3598c4b1a170fd328653809038243a3b,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,Lenovo Ideapad 330 Core i7 Gen 8 SSD 256GB Gaming,Rp,6.990.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Depok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,1 Terjual,,,,"Lenovo Ideapad 330 Core i7 Gen 8 SSD 256GB Gaming
Rp
6.990.000
5.0
1 Terjual
3-5 Hari
Depok",https://shopee.co.id/Lenovo-Ideapad-330-Core-i7-Gen-8-SSD-256GB-Gaming-i.6356067.16872531182?extraParams=%7B%22display_model_id%22%3A116786783121%2C%22model_selection_logic%22%3A3%7D&sp_atk=96d8da4d-1f90-4bdc-83ec-6d74ed2cbcc1&xptdk=96d8da4d-1f90-4bdc-83ec-6d74ed2cbcc1
https://down-id.img.susercontent.com/file/id-11134207-7r98u-lrhbba9e9x6u1b,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Lenovo V Series Laptop Second 2 Jutaan Promo,Rp,1.831.500,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,7 Terjual,-10%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,Kombo Hemat,"Lenovo V Series Laptop Second 2 Jutaan Promo
Rp
1.831.500
-10%
Kombo Hemat
5.0
7 Terjual
< 2 Hari
Jakarta Barat",https://shopee.co.id/Lenovo-V-Series-Laptop-Second-2-Jutaan-Promo-i.984637109.25758461854?extraParams=%7B%22display_model_id%22%3A375449206828%2C%22model_selection_logic%22%3A3%7D&sp_atk=736bc859-55a3-4f76-af4b-c80a0f56e875&xptdk=736bc859-55a3-4f76-af4b-c80a0f56e875
https://down-id.img.susercontent.com/file/id-11134207-7r98x-lqtzx91ly79h38,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Lenovo Thinkpad X390 Core i5 SSD 16GB 256GB,Rp,3.199.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.8,94 Terjual,,,,"Lenovo Thinkpad X390 Core i5 SSD 16GB 256GB
Rp
3.199.000
4.8
94 Terjual
< 2 Hari
Jakarta Pusat",https://shopee.co.id/Lenovo-Thinkpad-X390-Core-i5-SSD-16GB-256GB-i.174578880.22954352728?extraParams=%7B%22display_model_id%22%3A166110732326%2C%22model_selection_logic%22%3A3%7D&sp_atk=15b39178-958d-4118-aa3e-7f1cb8eda5c4&xptdk=15b39178-958d-4118-aa3e-7f1cb8eda5c4
https://down-id.img.susercontent.com/file/id-11134207-7r98u-lrh4g532izct86,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,Lenovo ThinkPad P1 Intel Core i7 Laptop Workstation Premium Second Bergaransi,Rp,5.989.500,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,2 Terjual,-10%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,Kombo Hemat,"Lenovo ThinkPad P1 Intel Core i7 Laptop Workstation Premium Second Bergaransi
Rp
5.989.500
-10%
Kombo Hemat
2 Terjual
< 2 Hari
Jakarta Barat",https://shopee.co.id/Lenovo-ThinkPad-P1-Intel-Core-i7-Laptop-Workstation-Premium-Second-Bergaransi-i.984637109.24555622631?extraParams=%7B%22display_model_id%22%3A405474172621%2C%22model_selection_logic%22%3A3%7D&sp_atk=306a7442-70a4-4eb9-b666-0f59af39432b&xptdk=306a7442-70a4-4eb9-b666-0f59af39432b
https://down-id.img.susercontent.com/file/id-11134207-7rbk5-m6dsmot6q8x93e,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop SLIM Lenovo ideapad  AMD A9 GEN 7 RAM 8 SSD - Laptop second - LAPTOP BEKAS - Laptop bagus,Rp,2.150.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Malang,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,< 2 Hari,,,,"Laptop SLIM Lenovo ideapad AMD A9 GEN 7 RAM 8 SSD - Laptop second - LAPTOP BEKAS - Laptop bagus
Rp
2.150.000
< 2 Hari
Malang",https://shopee.co.id/Laptop-SLIM-Lenovo-ideapad-AMD-A9-GEN-7-RAM-8-SSD-Laptop-second-LAPTOP-BEKAS-Laptop-bagus-i.44435356.26924817752?extraParams=%7B%22display_model_id%22%3A252564897323%2C%22model_selection_logic%22%3A3%7D&sp_atk=371a385c-43a0-49f8-b783-8b46138c5ba6&xptdk=371a385c-43a0-49f8-b783-8b46138c5ba6
https://down-id.img.susercontent.com/file/id-11134207-7rasc-m58266wfcyood6,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Lenovo Thinkpad T430S Core i5 4GB SSD Siap Pakai,Rp,1.500.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Malang,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.5,15 Terjual,,,,"Lenovo Thinkpad T430S Core i5 4GB SSD Siap Pakai
Rp
1.500.000
4.5
15 Terjual
< 2 Hari
Malang",https://shopee.co.id/Lenovo-Thinkpad-T430S-Core-i5-4GB-SSD-Siap-Pakai-i.44435356.4477770889?extraParams=%7B%22display_model_id%22%3A257565563948%2C%22model_selection_logic%22%3A3%7D&sp_atk=d4d8c69a-3d0a-4693-a358-03839d183959&xptdk=d4d8c69a-3d0a-4693-a358-03839d183959
https://down-id.img.susercontent.com/file/id-11134207-7r98u-lqy9jboiuq2hb1,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Laptop Lenovo ThinkPad  X280 i5 Gen 8th SSD  - Second Bergaransi,Rp,3.095.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,208 Terjual,,,,"Laptop Lenovo ThinkPad X280 i5 Gen 8th SSD - Second Bergaransi
Rp
3.095.000
4.9
208 Terjual
3-4 Hari
Jakarta Pusat",https://shopee.co.id/Laptop-Lenovo-ThinkPad-X280-i5-Gen-8th-SSD-Second-Bergaransi-i.174578880.18177396897?extraParams=%7B%22display_model_id%22%3A175775896648%2C%22model_selection_logic%22%3A3%7D&sp_atk=d9102cf2-508e-42cd-b5be-3df25f0c9e2e&xptdk=d9102cf2-508e-42cd-b5be-3df25f0c9e2e
https://down-id.img.susercontent.com/file/id-11134207-7r98q-lthswcgupgxu42,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Lenovo Thinkpad T470 T470s 14 Inch SSD Second,Rp,2.870.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,611 Terjual,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,"Lenovo Thinkpad T470 T470s 14 Inch SSD Second
Rp
2.870.000
-1%
4.9
611 Terjual
< 2 Hari
Jakarta Pusat",https://shopee.co.id/Lenovo-Thinkpad-T470-T470s-14-Inch-SSD-Second-i.566727418.23619713689?extraParams=%7B%22display_model_id%22%3A265720646935%2C%22model_selection_logic%22%3A3%7D&sp_atk=560b273e-6aef-4b30-9360-2bf0c68ba155&xptdk=560b273e-6aef-4b30-9360-2bf0c68ba155
https://down-id.img.susercontent.com/file/sg-11134201-23010-4yld42orwhmv30,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,Lenovo S145 Core i5 8250U Dual VGA Nvidia MX110 Laptop Second Gaming Bekas Gen8,Rp,6.200.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Depok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,3-5 Hari,,,,"Lenovo S145 Core i5 8250U Dual VGA Nvidia MX110 Laptop Second Gaming Bekas Gen8
Rp
6.200.000
3-5 Hari
Depok",https://shopee.co.id/Lenovo-S145-Core-i5-8250U-Dual-VGA-Nvidia-MX110-Laptop-Second-Gaming-Bekas-Gen8-i.6356067.22019380866?extraParams=%7B%22display_model_id%22%3A183741135544%2C%22model_selection_logic%22%3A3%7D&sp_atk=daae3495-742c-4cbc-bfea-1bf6f48cea4d&xptdk=daae3495-742c-4cbc-bfea-1bf6f48cea4d
https://down-id.img.susercontent.com/file/sg-11134201-23020-hami75a0uinv6f,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,PRELOVED / SECOND LAPTOP LENOVO YOGA I5 8250U,Rp,4.000.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bogor,,,,3-6 Hari,,,,"PRELOVED / SECOND LAPTOP LENOVO YOGA I5 8250U
Rp
4.000.000
3-6 Hari
Kab. Bogor",https://shopee.co.id/PRELOVED-SECOND-LAPTOP-LENOVO-YOGA-I5-8250U-i.27157347.23324173391?extraParams=%7B%22display_model_id%22%3A203850252983%2C%22model_selection_logic%22%3A3%7D&sp_atk=09f5cd17-1a7d-4be2-b606-32bc3131e45e&xptdk=09f5cd17-1a7d-4be2-b606-32bc3131e45e
https://down-id.img.susercontent.com/file/id-11134207-8224w-mimtlakts8oz1f,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,LAPTOP LENOVO THINKPAD X270 CORE I5 GEN 7 RAM 8/256 GB SSD BEKAS SECOND,Rp,5.500.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bekasi,,,,5 Hari,,,Produk Baru,"LAPTOP LENOVO THINKPAD X270 CORE I5 GEN 7 RAM 8/256 GB SSD BEKAS SECOND
Rp
5.500.000
Produk Baru
5 Hari
Bekasi",https://shopee.co.id/LAPTOP-LENOVO-THINKPAD-X270-CORE-I5-GEN-7-RAM-8-256-GB-SSD-BEKAS-SECOND-i.316371267.57153573458?extraParams=%7B%22display_model_id%22%3A430342586121%2C%22model_selection_logic%22%3A3%7D&sp_atk=17a7f602-0750-4d40-bf03-fe48ef92ba0d&xptdk=17a7f602-0750-4d40-bf03-fe48ef92ba0d
https://down-id.img.susercontent.com/file/b0a9626f6c08c099e557ca552de30630,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,"Lenovo Thinkpad X201 Core i5 12.5"" Mulus Tangguh",Rp,950.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,2 Terjual,,,Cicilan,"Lenovo Thinkpad X201 Core i5 12.5"" Mulus Tangguh
Rp
950.000
Cicilan
5.0
2 Terjual
3-4 Hari
Jakarta Barat",https://shopee.co.id/Lenovo-Thinkpad-X201-Core-i5-12.5-Mulus-Tangguh-i.274960916.5338517053?extraParams=%7B%22display_model_id%22%3A297200076563%2C%22model_selection_logic%22%3A3%7D&sp_atk=c0e1bcb3-51ee-46de-99d8-9a1acbe108f1&xptdk=c0e1bcb3-51ee-46de-99d8-9a1acbe108f1
https://down-id.img.susercontent.com/file/e37d671c52a2160d60c5f20276423403,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,"Lenovo Thinkpad T410 Core i5 14"" Webcam Mulus || Lenovo Thinkpad T410 i5 NVIDIA 14"" Layar Mulus",Rp,1.400.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,6 Terjual,,,,"Lenovo Thinkpad T410 Core i5 14"" Webcam Mulus || Lenovo Thinkpad T410 i5 NVIDIA 14"" Layar Mulus
Rp
1.400.000
5.0
6 Terjual
< 2 Hari
Jakarta Barat",https://shopee.co.id/Lenovo-Thinkpad-T410-Core-i5-14-Webcam-Mulus-Lenovo-Thinkpad-T410-i5-NVIDIA-14-Layar-Mulus-i.9911872.8772952304?extraParams=%7B%22display_model_id%22%3A171084854724%2C%22model_selection_logic%22%3A3%7D&sp_atk=27b187a0-74b0-4031-aee9-12cd28b357fb&xptdk=27b187a0-74b0-4031-aee9-12cd28b357fb
