web_scraper_order,web_scraper_start_url,detail produk,detail produk-href,nama produk,harga,rating,jumlah terjual,lokasi penjual,nama toko
"1777220910-11","https://www.tokopedia.com/search?condition=1&st=product&q=iphone","iBox | iPhone 12 EX RESMI | IPHONE 12 64GB | IPHONE 12 128GB | IPHONE 12 256GB FULLSET ORIGINALRp5.515.0004.313 terjualDRMgstore_NEWJakarta Timur","https://www.tokopedia.com/drmgstore/ibox-iphone-12-ex-resmi-iphone-12-64gb-iphone-12-128gb-iphone-12-256gb-fullset-original-1730728486356354321?extParam=ivf%3Dfalse%26keyword%3Diphone%26search_id%3D2026042616264804025959B191F819DCSA%26src%3Dsearch","iBox | iPhone 12 EX RESMI | IPHONE 12 64GB | IPHONE 12 128GB | IPHONE 12 256GB FULLSET ORIGINAL - 64GB, EX RESMI","Rp5.515.000","4.3","Terjual 13","Kota Administrasi Jakarta Timur","DRMgstore_NEW"
"1777220916-12","https://www.tokopedia.com/search?condition=1&st=product&q=iphone","iphone 13 internal 128gb garansi resmi segelRp9.000.000Hemat s.d  1% Pakai Bonus5.0250+ terjualHP MURAH GROBOGANKab. Grobogan","https://www.tokopedia.com/hp-murah-grobogan/iphone-13-internal-128gb-garansi-resmi-segel-1733458068433962506?extParam=ivf%3Dfalse%26keyword%3Diphone%26search_id%3D2026042616264804025959B191F819DCSA%26src%3Dsearch","iphone 13 internal 128gb garansi resmi segel - hitam","Rp9.000.000","5","Terjual 250+","Kab. Grobogan","HP MURAH GROBOGAN"
"1777220922-13","https://www.tokopedia.com/search?condition=1&st=product&q=iphone","16%Apple iPhone 14 Storage 128 GBRp10.749.000Rp12.799.00011 terjualiBox Indonesia StoreBandung","https://www.tokopedia.com/ibox-official/apple-iphone-14-storage-128-gb-1730833012609877734?extParam=ivf%3Dfalse%26keyword%3Diphone%26search_id%3D2026042616264804025959B191F819DCSA%26src%3Dsearch","Apple iPhone 14 Storage 128 GB - Starlight","Rp10.749.000","","11 barang berhasil terjual","Kota Bandung","iBox Indonesia Store"
"1777220927-14","https://www.tokopedia.com/search?condition=1&st=product&q=iphone","17%Apple iPhone 16 Pro / 16 Pro Max 128GB 256GB 512GB 1TB Black White Natural Dessert Garansi ResmiRp20.578.000Rp24.699.000Hemat s.d  1% Pakai Bonus5.0100+ terjualNew RizkyAppleJakarta Pusat","https://www.tokopedia.com/new-rizkyapple/apple-iphone-16-pro-16-pro-max-128gb-256gb-512gb-1tb-black-white-natural-dessert-garansi-resmi-1731189584776758398?extParam=ivf%3Dfalse%26keyword%3Diphone%26search_id%3D2026042616264804025959B191F819DCSA%26src%3Dsearch","Apple iPhone 16 Pro / 16 Pro Max 128GB 256GB 512GB 1TB Black White Natural Dessert Garansi Resmi - 16 ProMax 256GB, Black","Rp20.578.000","5","Terjual 100+","Kota Administrasi Jakarta Pusat","New RizkyApple"
"1777220932-15","https://www.tokopedia.com/search?condition=1&st=product&q=iphone","Apple iPhone 16 128 GB Teal Garansi Resmi Layar Super Retina XDR OLED 6,1 Inci A18 Bionic Face ID GPS GLONASS Kamera Hadap Belakang FaceTime HD SharePlay OriginalRp14.999.0004.922 terjualDiGi Store IndonesiaMakassar","https://www.tokopedia.com/digistoremakassar/apple-iphone-16-128-gb-teal-garansi-resmi-layar-super-retina-xdr-oled-6-1-inci-a18-bionic-face-id-gps-glonass-kamera-hadap-belakang-facetime-hd-shareplay-original-1731938048067274618?extParam=ivf%3Dfalse%26keyword%3Diphone%26search_id%3D2026042616264804025959B191F819DCSA%26src%3Dsearch","","","","","",""
"1777220938-16","https://www.tokopedia.com/search?condition=1&st=product&q=iphone","(PROMO) Apple iPhone 17 Pro - Garansi Resmi Apple IndonesiaRp23.999.000Hemat s.d  1% Pakai Bonus5.0100+ terjualUniverse Gadget Store_NEWJakarta Utara","https://www.tokopedia.com/universestore/promo-apple-iphone-17-pro-garansi-resmi-apple-indonesia-1733124036816831953?extParam=ivf%3Dfalse%26keyword%3Diphone%26search_id%3D2026042616264804025959B191F819DCSA%26src%3Dsearch","(PROMO) Apple iPhone 17 Pro - Garansi Resmi Apple Indonesia - 256GB, Cosmic Orange","Rp23.999.000","5","Terjual 100+","Kota Administrasi Jakarta Utara","Universe Gadget Store_NEW"
"1777220943-17","https://www.tokopedia.com/search?condition=1&st=product&q=iphone","28%APPLE IPHONE 17 PRO MAX 256GB GARANSI RESMI INDONESIARp25.599.000Rp35.599.000Hemat s.d  1% Pakai Bonus5.03 terjualAI Official StoreJakarta Utara","https://www.tokopedia.com/alienwareofficial/apple-iphone-17-pro-max-256gb-garansi-resmi-indonesia-1734414072282252563?extParam=ivf%3Dfalse%26keyword%3Diphone%26search_id%3D2026042616264804025959B191F819DCSA%26src%3Dsearch","APPLE IPHONE 17 PRO MAX 256GB GARANSI RESMI INDONESIA - DEEP BLUE, 256GB","Rp25.599.000","5","Terjual 3","Kota Administrasi Jakarta Utara","AI Official Store"
"1777220951-18","https://www.tokopedia.com/search?condition=1&st=product&q=iphone","NEW iPhone 17 256GB Garansi Resmi 1 Tahun TAM/BLIBLI/DIGIMAPRp35.000.000Hemat s.d  1% Pakai Bonus1.04 terjualDEVSTORE BALIKab. Badung","https://www.tokopedia.com/devstorebali/new-iphone-17-256gb-garansi-resmi-1-tahun-tam-blibli-digimap-1734582053628053423-1734582052724377519?extParam=ivf%3Dfalse%26keyword%3Diphone%26search_id%3D2026042616264804025959B191F819DCSA%26src%3Dsearch","NEW iPhone 17 256GB Garansi Resmi 1 Tahun TAM/BLIBLI/DIGIMAP - Black, 256GB","Rp35.000.000","1","Terjual 4","Kab. Badung","DEVSTORE BALI"
"1777220957-19","https://www.tokopedia.com/search?condition=1&st=product&q=iphone","Apple iPhone 13 128GB Garansi Resmi iBox dengan Kualitas Terbaik dan Desain ModernRp10.500.00013 terjualGOODAYCELLBatam","https://www.tokopedia.com/goodaycell/apple-iphone-13-128gb-garansi-resmi-ibox-dengan-kualitas-terbaik-dan-desain-modern-1734461620873496256?extParam=ivf%3Dfalse%26keyword%3Diphone%26search_id%3D2026042616264804025959B191F819DCSA%26src%3Dsearch","Apple iPhone 13 128GB Garansi Resmi iBox dengan Kualitas Terbaik dan Desain Modern","Rp10.500.000","","13 barang berhasil terjual","Kota Batam","GOODAYCELL"
"1777220962-20","https://www.tokopedia.com/search?condition=1&st=product&q=iphone","17%iBox Apple iPhone 15 5G 128GB 256GB 512GB | not pro max 13 14Rp12.128.000Rp14.599.000Hemat s.d  1% Pakai Bonus5.0100+ terjualNew RizkyAppleJakarta Pusat","https://www.tokopedia.com/new-rizkyapple/ibox-apple-iphone-15-5g-128gb-256gb-512gb-not-pro-max-13-14-128gb-black-78645?extParam=ivf%3Dfalse%26keyword%3Diphone%26search_id%3D2026042616264804025959B191F819DCSA%26src%3Dsearch","iBox Apple iPhone 15 5G 128GB 256GB 512GB | not pro max 13 14 - 128GB, Black","Rp12.128.000","5","Terjual 100+","Kota Administrasi Jakarta Pusat","New RizkyApple"
"1777220967-21","https://www.tokopedia.com/search?condition=1&st=product&q=iphone","Iphone 16 128 256 512 garansi resmiRp14.699.000Hemat s.d  1% Pakai Bonus5.014 terjualPlaza IT StoreMedan","https://www.tokopedia.com/plazaitstore/iphone-16-128-256-512-garansi-resmi-1734140540335195467?extParam=ivf%3Dfalse%26keyword%3Diphone%26search_id%3D2026042616264804025959B191F819DCSA%26src%3Dsearch","Iphone 16 128 256 512 garansi resmi - Ultramarine, 128GB","Rp14.699.000","5","Terjual 15","Kota Medan","Plaza IT Store"
"1777220972-22","https://www.tokopedia.com/search?condition=1&st=product&q=iphone","Iphone 17 Pro Max 1 TB kondisi Baru garansi resmi iboxRp15.000.000Amelya Phone CellDepok","https://www.tokopedia.com/amelya-phone-cell/iphone-17-pro-max-1-tb-kondisi-baru-garansi-resmi-ibox-1734357596201125455?extParam=ivf%3Dfalse%26keyword%3Diphone%26search_id%3D2026042616264804025959B191F819DCSA%26src%3Dsearch","Iphone 17 Pro Max 1 TB kondisi Baru garansi resmi ibox","Rp15.000.000","","","Kota Depok","Amelya Phone Cell"
"1777220979-23","https://www.tokopedia.com/search?condition=1&st=product&q=iphone","17%Apple iPhone 14 128 GB Original Garansi Resmi Besar dan Lebih Besar Spesifikasi Asli Keamanan dan KenyamananRp9.950.000Rp11.999.000Hemat s.d  1% Pakai Bonus5.030+ terjualinoe87Kab. Grobogan","https://www.tokopedia.com/inoe87/apple-iphone-14-128-gb-original-garansi-resmi-besar-dan-lebih-besar-spesifikasi-asli-keamanan-dan-kenyamanan-1734334308943431085-1735294724912088493?extParam=ivf%3Dfalse%26keyword%3Diphone%26search_id%3D2026042616264804025959B191F819DCSA%26src%3Dsearch","Apple iPhone 14 128 GB Original Garansi Resmi Besar dan Lebih Besar Spesifikasi Asli Keamanan dan Kenyamanan - RANDOM","Rp9.950.000","5","Terjual 30+","Kab. Grobogan","inoe87"
"1777220984-24","https://www.tokopedia.com/search?condition=1&st=product&q=iphone","Apple iPhone 11 PRO MAX RESMI EX IBOX BEACUKAI INTERNASIONAL GARANSI 12 BULAN DAN IPHONE 11 PRORp6.500.0001 terjualZ Nine JakartaKab. Tangerang","https://www.tokopedia.com/z-nine-jakarta/apple-iphone-11-pro-max-resmi-ex-ibox-beacukai-internasional-garansi-12-bulan-dan-iphone-11-pro-1734374479562507330?extParam=ivf%3Dfalse%26keyword%3Diphone%26search_id%3D2026042616264804025959B191F819DCSA%26src%3Dsearch","Apple iPhone 11 PRO MAX RESMI EX IBOX BEACUKAI INTERNASIONAL GARANSI 12 BULAN DAN IPHONE 11 PRO - 11 PRO MAX 64GB INTER","Rp6.500.000","","1 barang berhasil terjual","Kab. Tangerang","Z Nine Jakarta"
"1777220990-25","https://www.tokopedia.com/search?condition=1&st=product&q=iphone","Apple iPhone 17 Pro Max | Garansi Resmi IndonesiaRp25.999.000Hemat s.d  1% Pakai Bonus5.01rb+ terjualShopyz IDJakarta Utara","https://www.tokopedia.com/shopyzid/apple-iphone-17-pro-max-garansi-resmi-indonesia-1733849286347097391?extParam=ivf%3Dfalse%26keyword%3Diphone%26search_id%3D2026042616264804025959B191F819DCSA%26src%3Dsearch","Apple iPhone 17 Pro Max | Garansi Resmi Indonesia - Deep Blue, 256GB","Rp25.999.000","5","Terjual 1 rb+","Kota Administrasi Jakarta Utara","Shopyz ID"
"1777220995-26","https://www.tokopedia.com/search?condition=1&st=product&q=iphone","Apple iPhone 15 128GB Resmi iBox GDN DigimapRp12.690.0001 terjualStarcomp SemarangSemarang","https://www.tokopedia.com/starcomp-semarang/apple-iphone-15-128gb-new-garansi-resmi-1-tahun-1733900309382924010?extParam=ivf%3Dfalse%26keyword%3Diphone%26search_id%3D2026042616264804025959B191F819DCSA%26src%3Dsearch","Apple iPhone 15 128GB Resmi iBox GDN Digimap - Black","Rp12.690.000","","1 barang berhasil terjual","Kota Semarang","Starcomp Semarang"
"1777221000-27","https://www.tokopedia.com/search?condition=1&st=product&q=iphone","iPhone 16 Garansi Resmi - 128GB / 256GB / 512GG Garansi ResmiRp14.579.000Rp15.999.000Hemat s.d  1% Pakai Bonus5.040+ terjualDistri LaptopJakarta Pusat","https://www.tokopedia.com/distri-laptop/iphone-16-garansi-resmi-128gb-256gb-512gb-1731287815638910477?extParam=ivf%3Dtrue%26keyword%3Diphone%26search_id%3D2026042616264804025959B191F819DCSA%26src%3Dsearch","iPhone 16 Garansi Resmi - 128GB / 256GB / 512GG Garansi Resmi - White, 128GB","Rp14.579.000","5","Terjual 40+","Kota Administrasi Jakarta Pusat","Distri Laptop"
"1777221005-28","https://www.tokopedia.com/search?condition=1&st=product&q=iphone","iphone 13 128 ibox gdn digimap. garansi resmiRp10.600.000Hemat s.d  1% Pakai Bonus5.060+ terjualnaura58Surakarta","https://www.tokopedia.com/naura58-1/iphone-13-128-ibox-gdn-digimap-garansi-resmi-1735284591197586489?extParam=ivf%3Dfalse%26keyword%3Diphone%26search_id%3D2026042616264804025959B191F819DCSA%26src%3Dsearch","iphone 13 128 ibox gdn digimap. garansi resmi - 14htm","Rp10.600.000","5","Terjual 60+","Kota Surakarta","naura58"
"1777221010-29","https://www.tokopedia.com/search?condition=1&st=product&q=iphone","21%[ TP ] APPLE IPHONE 15 ( 128GB ) GARANSI RESMI INDONESIARp11.799.000Rp15.000.000Hemat s.d  1% Pakai Bonus5.0100+ terjualDigital AdvanceJakarta Pusat","https://www.tokopedia.com/dadriveofficialstore/tp-apple-iphone-15-128gb-garansi-resmi-indonesia-1733614637152962375?extParam=ivf%3Dfalse%26keyword%3Diphone%26search_id%3D2026042616264804025959B191F819DCSA%26src%3Dsearch","[ TP ] APPLE IPHONE 15 ( 128GB ) GARANSI RESMI INDONESIA - TANPA PAKET, 128GB | BLACK","Rp11.799.000","5","Terjual 100+","Kota Administrasi Jakarta Pusat","Digital Advance"
"1777221015-30","https://www.tokopedia.com/search?condition=1&st=product&q=iphone","Apple iphone 13 128gb garansi resmi indonesia bnibRp9.000.000Hemat s.d  1% Pakai Bonus5.0100+ terjualJERMAN SEKab. Jember","https://www.tokopedia.com/jermanse/apple-iphone-13-128gb-garansi-resmi-indonesia-bnib-1733719707851457554?extParam=ivf%3Dfalse%26keyword%3Diphone%26search_id%3D2026042616264804025959B191F819DCSA%26src%3Dsearch","Apple iphone 13 128gb garansi resmi indonesia bnib - Putih","Rp9.000.000","5","Terjual 100+","Kab. Jember","JERMAN SE"
"1777221020-31","https://www.tokopedia.com/search?condition=1&st=product&q=iphone","iPhone 13 Midnight 128gb NEW garansi Resmi IndonesiaRp8.950.000Hemat s.d  1% Pakai Bonus5.030+ terjualAlfat dyKab. Bantul","https://www.tokopedia.com/alfat-dy/iphone-13-midnight-128gb-new-garansi-resmi-indonesia-1730800594541446948?extParam=ivf%3Dfalse%26keyword%3Diphone%26search_id%3D2026042616264804025959B191F819DCSA%26src%3Dsearch","iPhone 13 Midnight 128gb NEW garansi Resmi Indonesia","Rp8.950.000","5","Terjual 30+","Kab. Bantul","Alfat dy"
"1777221025-32","https://www.tokopedia.com/search?condition=1&st=product&q=iphone","Apple iPhone 15 Pro Max 256GB 512GB 1TB Dual Nano Garansi Resmi iBoxRp31.999.000Hemat s.d  1% Pakai Bonus5.0100+ terjualGrenpeel StoreJakarta Barat","https://www.tokopedia.com/grenpeelstore/apple-iphone-15-pro-max-256gb-512gb-1tb-dual-nano-garansi-resmi-ibox-256-resmi-indo-natural-titanum-acf5c?extParam=ivf%3Dfalse%26keyword%3Diphone%26search_id%3D2026042616264804025959B191F819DCSA%26src%3Dsearch","Apple iPhone 15 Pro Max 256GB 512GB 1TB Dual Nano Garansi Resmi iBox - 256 RESMI INDO, Natural Titanum","Rp31.999.000","5","Terjual 100+","Kota Administrasi Jakarta Barat","Grenpeel Store"
"1777221030-33","https://www.tokopedia.com/search?condition=1&st=product&q=iphone","Apple iPhone 14 128Gb Garansi Resmi Segel BNIB Layar Lebar 4K Kamera 12MPRp8.600.000Hemat s.d  1% Pakai Bonus5.070+ terjualOnline Toserba4Surabaya","https://www.tokopedia.com/toserba16/apple-iphone-14-128gb-garansi-resmi-segel-bnib-layar-lebar-4k-kamera-12mp-1734423317861205249-1735040738280047873?extParam=ivf%3Dfalse%26keyword%3Diphone%26search_id%3D2026042616264804025959B191F819DCSA%26src%3Dsearch","Apple iPhone 14 128Gb Garansi Resmi Segel BNIB Layar Lebar 4K Kamera 12MP - Second Hand","Rp8.600.000","5","Terjual 70+","Kota Surabaya","Online Toserba4"
"1777221035-34","https://www.tokopedia.com/search?condition=1&st=product&q=iphone","iPHONE 13 128GB SEGEL BARU GARANSI RESMI ibox/GDN/DigimapRp9.900.0005.0100+ terjualMADANI PHONEKab. Rembang","https://www.tokopedia.com/archive-margoyoso-163073/iphone-13-128gb-segel-baru-garansi-resmi-ibox-gdn-digimap-1733263293618160962-1734624249383519554?extParam=ivf%3Dfalse%26keyword%3Diphone%26search_id%3D2026042616264804025959B191F819DCSA%26src%3Dsearch","iPHONE 13 128GB SEGEL BARU GARANSI RESMI ibox/GDN/Digimap - Hitam","Rp9.900.000","5","Terjual 100+","Kab. Rembang","MADANI PHONE"
"1777221040-35","https://www.tokopedia.com/search?condition=1&st=product&q=iphone","21%Apple iPhone Air - Garansi Resmi Apple IndonesiaRp16.700.000Rp21.249.000Hemat s.d  1% Pakai Bonus5.060+ terjualUniverse Gadget Store_NEWJakarta Utara","https://www.tokopedia.com/universestore/apple-iphone-air-garansi-resmi-apple-indonesia-1733338846372136401?extParam=ivf%3Dfalse%26keyword%3Diphone%26search_id%3D2026042616264804025959B191F819DCSA%26src%3Dsearch","Apple iPhone Air - Garansi Resmi Apple Indonesia - 256GB, Sky Blue","Rp16.700.000","5","Terjual 70+","Kota Administrasi Jakarta Utara","Universe Gadget Store_NEW"
"1777221046-36","https://www.tokopedia.com/search?condition=1&st=product&q=iphone","[Secondhand] iPhone 15 ex iBox Beacukai IMEI Permanen Garansi 12 Bln Kualitas Teruji Resmi FULLSET 128GB 256GB 512GBRp10.008.040Rp10.799.000Hemat s.d  1% Pakai Bonus5.07 terjualKitar IDJakarta Selatan","https://www.tokopedia.com/kitar-id/secondhand-iphone-15-ex-ibox-beacukai-imei-permanen-garansi-12-bln-kualitas-teruji-resmi-fullset-128gb-256gb-512gb-1733304225989690591?extParam=ivf%3Dfalse%26keyword%3Diphone%26search_id%3D2026042616264804025959B191F819DCSA%26src%3Dsearch","[Secondhand] iPhone 15 ex iBox Beacukai IMEI Permanen Garansi 12 Bln Kualitas Teruji Resmi FULLSET 128GB 256GB 512GB - Black, 128GB ex iBox","Rp10.008.040","5","Terjual 8","Kota Administrasi Jakarta Selatan","Kitar ID"
"1777221051-37","https://www.tokopedia.com/search?condition=1&st=product&q=iphone","17%APPLE IPHONE 15 128 GB GARANSI RESMI IBOX TERMURAHRp12.078.600Rp14.499.000Hemat s.d  1% Pakai Bonus5.0100+ terjualHapemall.idSurabaya","https://www.tokopedia.com/hapemallid/apple-iphone-15-128-gb-garansi-resmi-ibox-termurah-1734780490070590729?extParam=ivf%3Dfalse%26keyword%3Diphone%26search_id%3D2026042616264804025959B191F819DCSA%26src%3Dsearch","APPLE IPHONE 15 128 GB GARANSI RESMI IBOX TERMURAH - Black","Rp12.078.600","5","Terjual 100+","Kota Surabaya","Hapemall.id"
"1777221056-38","https://www.tokopedia.com/search?condition=1&st=product&q=iphone","Iphone 13 128gb baru garansi resmi segelRp9.400.000Hemat s.d  1% Pakai Bonus5.090+ terjualJimurape storeKab. Demak","https://www.tokopedia.com/ventelademak/iphone-13-128gb-baru-garansi-resmi-segel-1734422536423310493?extParam=ivf%3Dfalse%26keyword%3Diphone%26search_id%3D2026042616264804025959B191F819DCSA%26src%3Dsearch","Iphone 13 128gb baru garansi resmi segel - Hitam promo","Rp9.600.000","5","Terjual 90+","Kab. Demak","Jimurape store"
"1777221061-39","https://www.tokopedia.com/search?condition=1&st=product&q=iphone","24%APPLE iPhone 17 256GB 512GB Ready All Collors Garansi Resmi APPLE Segel Green PeelRp17.199.000Rp22.599.000Hemat s.d  1% Pakai Bonus5.0100+ terjualroyalltechJakarta Utara","https://www.tokopedia.com/royalltech/apple-iphone-17-512gb-ready-all-collors-garansi-resmi-apple-segel-green-peel-1733642670770914807?extParam=ivf%3Dfalse%26keyword%3Diphone%26search_id%3D2026042616264804025959B191F819DCSA%26src%3Dsearch%26whid%3D4029903","APPLE iPhone 17 256GB 512GB Ready All Collors Garansi Resmi APPLE Segel Green Peel - MIST BLUE, 256GB","Rp17.199.000","5","Terjual 100+","Kota Administrasi Jakarta Utara","royalltech"
"1777221066-40","https://www.tokopedia.com/search?condition=1&st=product&q=iphone","[Secondhand] iPhone 13 ex iBox Beacukai IMEI Permanen Garansi 12 Bln Kualitas Teruji Resmi FULLSET 64GB 128GB 256GB 512GBRp9.152.040Rp9.699.000Hemat s.d  1% Pakai Bonus5.018 terjualKitar IDJakarta Selatan","https://www.tokopedia.com/kitar-id/secondhand-iphone-13-ex-ibox-beacukai-imei-permanen-garansi-12-bln-kualitas-teruji-resmi-fullset-64gb-128gb-256gb-512gb-1733278532342154463?extParam=ivf%3Dfalse%26keyword%3Diphone%26search_id%3D2026042616264804025959B191F819DCSA%26src%3Dsearch","[Secondhand] iPhone 13 ex iBox Beacukai IMEI Permanen Garansi 12 Bln Kualitas Teruji Resmi FULLSET 64GB 128GB 256GB 512GB - Blue, 512GB Beacukai","Rp9.152.040","5","Terjual 20","Kota Administrasi Jakarta Selatan","Kitar ID"
