web_scraper_order,web_scraper_start_url,nama produk,harga,rating,jumlah terjual,lokasi penjual,detail produk,nama toko
"1777372660-1","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","motorolla MOTO G45 5G RAM 8+8/256GB Garansi Resmi TAM","Rp1.500.000","","250+ barang berhasil terjual","Kota Administrasi Jakarta Barat","https://www.tokopedia.com/my-wallet-dream/motorolla-moto-g45-5g-ram-8-8-256gb-garansi-resmi-tam-1731768374278522795?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D2026042810371526E359E83860DB2E8ORE%26src%3Dsearch","my wallet dream"
"1777372662-2","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","ZTE Nubia Z50 (5G) (12GB/256GB) (The Best Of Camera) (Baru Resmi 100%)","Rp9.499.000","","","Kota Administrasi Jakarta Barat","https://www.tokopedia.com/ebay-store-globalindo/zte-nubia-z50-5g-12gb-256gb-the-best-of-camera-baru-resmi-100?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D2026042810371526E359E83860DB2E8ORE%26src%3Dsearch","eBay Store Globalindo"
"1777372664-3","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","ZTE Nubia Redmagic 8s Pro 16GB/512GB Garansi Resmi Indonesia - 16GB/512GB","Rp14.999.000","","","Kota Administrasi Jakarta Barat","https://www.tokopedia.com/phonengung/zte-nubia-redmagic-8s-pro-16gb-512gb-garansi-resmi-indonesia-16gb-512gb-d0bfe?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D2026042810371526E359E83860DB2E8ORE%26src%3Dsearch","PhoneNgung"
"1777372667-4","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","ZTE Nubia Z50 (5G) (12GB/256GB) (Jaminan Produk Original Baru Resmi) - Black, (12GB/256GB)","Rp9.499.000","","","Kota Administrasi Jakarta Barat","https://www.tokopedia.com/ebay-store-globalindo/zte-nubia-z50-5g-12gb-256gb-jaminan-produk-original-baru-resmi-black-12gb-256gb?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D2026042810371526E359E83860DB2E8ORE%26src%3Dsearch","eBay Store Globalindo"
"1777372669-5","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","Digitalisme x Promo Nubia RedMagic 11 Pro 16GB 512GB – ZTE Nubia Red Magic 11 Pro Gaming Phone Garansi Resmi - Snapdragon 8 Elite gen 5 - 16/512GB Subzero","Rp17.652.000","5","Terjual 6","Kota Administrasi Jakarta Pusat","https://www.tokopedia.com/digitalisme/digitalisme-x-promo-nubia-redmagic-11-pro-16gb-512gb-red-magic-11-pro-gaming-phone-garansi-resmi-snapdragon-8-elite-gen-5-1734837348932486353-1734837066244130001?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D2026042810371526E359E83860DB2E8ORE%26src%3Dsearch","Digitalisme Store"
"1777372671-6","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","ZTE AXON 30 ULTRA 5G SD888 12GB 256GB 128GB BLACK ORIGINAL","Rp70.652.400","","","Kota Administrasi Jakarta Selatan","https://www.tokopedia.com/mahendtreaici13/zte-axon-30-ultra-5g-sd888-12gb-256gb-128gb-black-original-1731080110943536942?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D2026042810371526E359E83860DB2E8ORE%26src%3Dsearch","mahendtreaici13"
"1777372673-7","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","ZTE NUBIA Neo 3 GT 5G (8/256GB) 6000mAH Super Fast Charging 80W Garansi Resmi Indonesia - PAKET BASIC C, INTERSTELLAR GRAY","Rp3.474.000","","3 barang berhasil terjual","Kota Administrasi Jakarta Pusat","https://www.tokopedia.com/agresfone/zte-nubia-neo-3-gt-5g-8-256gb-6000mah-super-fast-charging-80w-garansi-resmi-indonesia-1731838412072191751?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D2026042810371526E359E83860DB2E8ORE%26src%3Dsearch","Agres Fone"
"1777372675-8","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","ZTE NUBIA NEO 3 GT [5G] RAM [8/256GB] - ZTE Nubia Neo3 GT 5G [RAM 8+12GB Extended] GARANSI RESMI ZTE - Neo 3 GT - YELLOW, BONUS BAWAAN","Rp3.219.900","4.9","Terjual 250+","Kota Administrasi Jakarta Barat","https://www.tokopedia.com/189-cell/zte-nubia-neo-3-gt-5g-ram-8-256gb-zte-nubia-neo3-gt-5g-ram-8-12gb-extended-garansi-resmi-zte-1732443352357570082?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D2026042810371526E359E83860DB2E8ORE%26src%3Dsearch","189 CELL"
"1777372678-9","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","(Exclusive Devgadget) ZTE NUBIA A36 (4+8)GB/64GB Smartphone Kamera AI 13MP Garansi Resmi Nasional - Nebula Black","Rp1.599.000","5","Terjual 8","Kab. Deli Serdang","https://www.tokopedia.com/indahponsel/exclusive-devgadget-zte-nubia-a36-4-8-gb-64gb-smartphone-kamera-ai-13mp-garansi-resmi-nasional-1733718297155372621?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D2026042810371526E359E83860DB2E8ORE%26src%3Dsearch","indahponseltamora"
"1777372680-10","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","zte Blade ram 4/128 bagus dan berkualitas","Rp1.150.000","5","Terjual 1","Kab. Bogor","https://www.tokopedia.com/toms-cell/zte-blade-ram-4-128-bagus-dan-berkualitas-1732823708648113895?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D2026042810371526E359E83860DB2E8ORE%26src%3Dsearch","Tom's Cell"
"1777372682-11","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","(Exclusive Creators) ZTE NUBIA V70 DESIGN 8/256 GB & 8/128GB - GARANSI RESMI INDONESIA V70 - Jade Green, 8/256GB","Rp1.999.000","","1 barang berhasil terjual","Kab. Deli Serdang","https://www.tokopedia.com/indahponsel/exclusive-creators-zte-nubia-v70-design-8-256-gb-8-128gb-garansi-resmi-indonesia-v70-1733724929829209677?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D2026042810371526E359E83860DB2E8ORE%26src%3Dsearch","indahponseltamora"
"1777372685-12","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","(Exclusive Devgadget) ZTE NUBIA V80 Max 6GB/128GB 8GB/128GB - Garansi Resmi Nasional - Space Black, 6/128","Rp1.799.000","","1 barang berhasil terjual","Kab. Deli Serdang","https://www.tokopedia.com/indahponsel/exclusive-devgadget-zte-nubia-v80-max-6gb-128gb-8gb-128gb-garansi-resmi-nasional-1734227574810314317?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D2026042810371526E359E83860DB2E8ORE%26src%3Dsearch","indahponseltamora"
"1777372688-13","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","ZTE Nubia Redmagic 8S Pro 16GB/512GB Garansi Resmi Indonesia - 12GB/256GB","Rp10.999.000","5","Terjual 5","Kota Administrasi Jakarta Utara","https://www.tokopedia.com/tokoafat/zte-nubia-redmagic-8s-pro-16gb-512gb-garansi-resmi-indonesia-12gb-256gb-8569b?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D2026042810371526E359E83860DB2E8ORE%26src%3Dsearch","Tokoafat"
"1777372690-14","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","ZTE Nubia A56 RAM 4/128GB Garansi Resmi - 4/128, TANPA BONUS","Rp1.618.000","","4 barang berhasil terjual","Kota Tangerang","https://www.tokopedia.com/alfastore-1/zte-nubia-a56-ram-4-128gb-garansi-resmi-1733726590723130749?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D2026042810371526E359E83860DB2E8ORE%26src%3Dsearch","ALFASTORE_NEW"
"1777372692-15","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","ZTE NUBIA NEO 3 GT 5G 8/256 YELLOW KONTROL GAMING PRO-LEVEL - Yellow","Rp3.439.000","","1 barang berhasil terjual","Kota Banjarmasin","https://www.tokopedia.com/hapeworldstore/zte-nubia-neo-3-gt-5g-8-256-yellow-kontrol-gaming-pro-level-1732349477707941705?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D2026042810371526E359E83860DB2E8ORE%26src%3Dsearch","Hapeworld-Newgen"
"1777372694-16","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","ZTE Blade A35 RAM 4/64GB Garansi Resmi - 4/64, TANPA BONUS","Rp1.328.000","","","Kota Tangerang","https://www.tokopedia.com/alfastore-1/zte-blade-a35-ram-4-64gb-garansi-resmi-1734308464378611069?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D2026042810371526E359E83860DB2E8ORE%26src%3Dsearch","ALFASTORE_NEW"
"1777372696-17","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","Nubia RedMagic 11 Pro 16GB 512GB – ZTE Nubia Red Magic 11 Pro Gaming Phone Garansi Resmi - Snapdragon 8 Elite gen 5 - 16/512GB, Non Bundle","Rp17.557.000","4.9","Terjual 100+","Kota Administrasi Jakarta Pusat","https://www.tokopedia.com/digitalisme/poco-f7-ultra-16-512-12-256-gb-snapdragon-8-elite-visionboost-d7-garansi-resmi-xiaomi-indonesia-1731040555265000657-1734670683724088529?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D2026042810371526E359E83860DB2E8ORE%26src%3Dsearch","Digitalisme Store"
"1777372699-18","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","Hp Zte Blade A36 4gb 128Gb","Rp3.780.000","","1 barang berhasil terjual","Kab. Cirebon","https://www.tokopedia.com/gadget-raka/hp-zte-blade-a36-4gb-128gb-1733344885161297243?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D2026042810371526E359E83860DB2E8ORE%26src%3Dsearch","Gadget Raka"
"1777372701-19","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","(Exclusive Adep Nugraha) ZTE NUBIA V70 DESIGN 8/256 GB & 8/128GB - GARANSI RESMI INDONESIA V70 - Jade Green, 8/256GB","Rp1.999.000","","1 barang berhasil terjual","Kab. Deli Serdang","https://www.tokopedia.com/indahponsel/exclusive-adep-nugraha-zte-nubia-v70-design-8-256-gb-8-128gb-garansi-resmi-indonesia-v70-1733724855719134797?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D2026042810371526E359E83860DB2E8ORE%26src%3Dsearch","indahponseltamora"
"1777372703-20","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","ZTE V60 Smart Bluetooth GSM","Rp1.099.999","","1 barang berhasil terjual","Kota Medan","https://www.tokopedia.com/sandygo-aquascape/zte-v60-smart-bluetooth-gsm-1731666226755896478?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D2026042810371526E359E83860DB2E8ORE%26src%3Dsearch","sandygo aquascape"
"1777372706-21","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","[Produk Live] ZTE Nubia V70 Design 8+8GB/128GB & 8+8GB/256GB Garansi Resmi Nasional - Jade Green, 8/256","Rp1.961.000","","1 barang berhasil terjual","Kab. Deli Serdang","https://www.tokopedia.com/gadgetinaofficial/produk-live-zte-nubia-v70-design-8-8gb-128gb-8-8gb-256gb-garansi-resmi-nasional-1732935171064103978?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D2026042810371526E359E83860DB2E8ORE%26src%3Dsearch","Gadgetin ID_NEW"
"1777372708-22","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","(Creators Special) ZTE NUBIA V70 DESIGN 8/256 GB & 8/128GB - GARANSI RESMI INDONESIA V70 - Jade Green, 8/256","Rp2.899.000","5","Terjual 10","Kab. Deli Serdang","https://www.tokopedia.com/indahponsel/creators-special-zte-nubia-v70-design-8-256-gb-8-128gb-garansi-resmi-indonesia-v70-1731905172048938573-1735262901399160397?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D2026042810371526E359E83860DB2E8ORE%26src%3Dsearch","indahponseltamora"
"1777372711-23","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","ZTE Nubia Music Ram 4/128 GB || Garansi Resmi || Termurah dan Terbaru","Rp2.996.000","","","Kab. Karawang","https://www.tokopedia.com/herrrystore/zte-nubia-music-ram-4-128-gb-garansi-resmi-termurah-dan-terbaru-1730832428963497802?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D2026042810371526E359E83860DB2E8ORE%26src%3Dsearch","Herry Online Store"
"1777372713-24","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","ZTE Blade A55 RAM 4/128GB Garansi Resmi - 4/128, TANPA BONUS","Rp1.618.000","","","Kota Tangerang","https://www.tokopedia.com/alfastore-1/zte-blade-a55-ram-4-128gb-garansi-resmi-1733726586445596029?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D2026042810371526E359E83860DB2E8ORE%26src%3Dsearch","ALFASTORE_NEW"
"1777372715-25","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","(Exclusive Adep Nugraha) ZTE NUBIA V80 Max 6GB/128GB 8GB/128GB - Garansi Resmi Nasional - Space Black, 6/128","Rp1.799.000","","1 barang berhasil terjual","Kab. Deli Serdang","https://www.tokopedia.com/indahponsel/exclusive-adep-nugraha-zte-nubia-v80-max-6gb-128gb-8gb-128gb-garansi-resmi-nasional-1734227534264239693?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D2026042810371526E359E83860DB2E8ORE%26src%3Dsearch","indahponseltamora"
"1777372718-26","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","ZTE A36 4Gb 64Gb - Garansi Resmi New BNIB - Black","Rp1.578.000","","1 barang berhasil terjual","Kota Administrasi Jakarta Pusat","https://www.tokopedia.com/itgamingid/zte-a36-4gb-64gb-garansi-resmi-new-bnib-1733220109091636489?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D2026042810371526E359E83860DB2E8ORE%26src%3Dsearch","IT GAMING ID"
"1777372720-27","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","(Live Special) ZTE NUBIA V70 DESIGN 8/256 GB & 8/128GB - GARANSI RESMI INDONESIA V70 - Jade Green, 8/256","Rp2.899.000","5","Terjual 7","Kab. Deli Serdang","https://www.tokopedia.com/indahponsel/live-special-zte-nubia-v70-design-8-256-gb-8-128gb-garansi-resmi-indonesia-v70-1731905043770541645-1735262716473214541?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D2026042810371526E359E83860DB2E8ORE%26src%3Dsearch","indahponseltamora"
"1777372723-28","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","(Creators Exclusive) ZTE NUBIA A36 (4+8)GB/64GB Smartphone Kamera AI 13MP Garansi Resmi Nasional - Nebula Black","Rp1.599.000","4","Terjual 6","Kab. Deli Serdang","https://www.tokopedia.com/indahponsel/creators-exclusive-zte-nubia-a36-4-8-gb-64gb-smartphone-kamera-ai-13mp-garansi-resmi-nasional-1733718184736163405?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D2026042810371526E359E83860DB2E8ORE%26src%3Dsearch","indahponseltamora"
"1777372725-29","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","Zte Neo 3 GT 5G RAM 8/256GB Garansi Resmi New - Grey, 8/256GB","Rp3.165.000","","8 barang berhasil terjual","Kota Medan","https://www.tokopedia.com/temanseluler/zte-neo-3-gt-5g-ram-8-256gb-garansi-resmi-new-1731828004007806105?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D2026042810371526E359E83860DB2E8ORE%26src%3Dsearch","TemanSeluler"
"1777372727-30","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","ZTE Nubia A56 [4/128 GB] Garansi Resmi Indonesia - [4/128] Black","Rp1.749.000","5","Terjual 50+","Kota Administrasi Jakarta Barat","https://www.tokopedia.com/duniagadgetku/zte-nubia-a56-4-128-gb-garansi-resmi-indonesia-1734296836906911547?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D2026042810371526E359E83860DB2E8ORE%26src%3Dsearch","DUNIAGADGETKU"
"1777372729-31","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","ZTE NUBIA A36 RAM (4+8)GB/64GB HP SMARTPHONE GARANSI RESMI GOLD/BLACK 5000MAH - Nebula Black","Rp2.099.000","4.9","Terjual 40+","Kab. Deli Serdang","https://www.tokopedia.com/indo-line/zte-nubia-a36-ram-4-8-gb-64gb-hp-smartphone-garansi-resmi-gold-black-5000mah-1733966160504325690?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D2026042810371526E359E83860DB2E8ORE%26src%3Dsearch","Indo Line"
"1777372731-32","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","ZTE Nubia A56 4/128 GB - Garansi Resmi - Black","Rp1.500.000","","","Kab. Kendal","https://www.tokopedia.com/hgn/zte-nubia-a56-4-128-gb-garansi-resmi-1733062503634076753?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D2026042810371526E359E83860DB2E8ORE%26src%3Dsearch","HallOfGadgetNeed"
"1777372734-33","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","ZTE Blade A54 Ram 4/128 GB Handphone Android 4G Garansi Resmi","Rp1.100.000","","","Kab. Pemalang","https://www.tokopedia.com/herrycell/zte-blade-a54-ram-4-128-gb-handphone-android-4g-garansi-resmi?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D2026042810371526E359E83860DB2E8ORE%26src%3Dsearch","Raden Boxer"
"1777372736-34","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","(Live Product) ZTE NUBIA A36 (4+8)GB/64GB Smartphone Kamera AI 13MP Garansi Resmi Nasional - Nebula Black","Rp1.599.000","5","Terjual 4","Kab. Deli Serdang","https://www.tokopedia.com/indahponsel/live-product-zte-nubia-a36-4-8-gb-64gb-smartphone-kamera-ai-13mp-garansi-resmi-nasional-1733718240674809421?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D2026042810371526E359E83860DB2E8ORE%26src%3Dsearch","indahponseltamora"
"1777372739-35","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","(Creators Exclusive) ZTE NUBIA V70 DESIGN 8/256 GB & 8/128GB - GARANSI RESMI INDONESIA V70 - Jade Green, 8/256GB","Rp1.999.000","5","Terjual 7","Kab. Deli Serdang","https://www.tokopedia.com/indahponsel/creators-exclusive-zte-nubia-v70-design-8-256-gb-8-128gb-garansi-resmi-indonesia-v70-1733724857739871821?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D2026042810371526E359E83860DB2E8ORE%26src%3Dsearch","indahponseltamora"
"1777372741-36","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","Android ZTE Blade A56 4GB 128GB Garansi Resmi Indonesia - GOLD","Rp1.679.000","","","Kota Administrasi Jakarta Pusat","https://www.tokopedia.com/compuranger/android-zte-blade-a56-4gb-128gb-garansi-resmi-indonesia-1732254412176721481?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D2026042810371526E359E83860DB2E8ORE%26src%3Dsearch","COMPURANGER"
"1777372743-37","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","(Exclusive Rezkyphonecell) ZTE NUBIA A36 (4+8)GB/64GB Smartphone Kamera AI 13MP Garansi Resmi Nasional - Nebula Black","Rp1.599.000","4.7","Terjual 5","Kab. Deli Serdang","https://www.tokopedia.com/indahponsel/exclusive-rezkyphonecell-zte-nubia-a36-4-8-gb-64gb-smartphone-kamera-ai-13mp-garansi-resmi-nasional-1733718271878006349?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D2026042810371526E359E83860DB2E8ORE%26src%3Dsearch","indahponseltamora"
"1777372746-38","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","(Exclusive Gadgetasik) ZTE NUBIA A36 (4+8)GB/64GB Smartphone Kamera AI 13MP Garansi Resmi Nasional - Nebula Black","Rp1.599.000","5","Terjual 9","Kab. Deli Serdang","https://www.tokopedia.com/indahponsel/exclusive-gadgetasik-zte-nubia-a36-4-8-gb-64gb-smartphone-kamera-ai-13mp-garansi-resmi-nasional-1731768131879994957?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D2026042810371526E359E83860DB2E8ORE%26src%3Dsearch","indahponseltamora"
"1777372748-39","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","(Live Product) ZTE NUBIA V70 DESIGN 8/256 GB & 8/128GB - GARANSI RESMI INDONESIA V70 - Jade Green, 8/256","Rp2.899.000","5","Terjual 3","Kab. Deli Serdang","https://www.tokopedia.com/indahponsel/live-product-zte-nubia-v70-design-8-256-gb-8-128gb-garansi-resmi-indonesia-v70-1731905146353452621-1735262838129919565?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D2026042810371526E359E83860DB2E8ORE%26src%3Dsearch","indahponseltamora"
"1777372750-40","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","ZTE Nubia V70 8/256 garansi resmi","Rp2.197.000","5","Terjual 6","Kota Administrasi Jakarta Pusat","https://www.tokopedia.com/galeri-hp/zte-nubia-v70-8-256-garansi-resmi-1731107317288830017?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D2026042810371526E359E83860DB2E8ORE%26src%3Dsearch","Galeri-Hp"
"1777372753-41","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","ZTE Blade A54 Ram 4/64 GB Handphone Android 4G Garansi Resmi","Rp1.000.000","","","Kab. Pemalang","https://www.tokopedia.com/herrycell/zte-blade-a54-ram-4-64-gb-handphone-android-4g-garansi-resmi?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D2026042810371526E359E83860DB2E8ORE%26src%3Dsearch","Raden Boxer"
"1777372755-42","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","ZTE Blade Z52 Ram 4Gb 64Gb OctaCore Batre 5000 mAh TypeC Bdg Antapani","Rp1.625.000","","","Kota Bandung","https://www.tokopedia.com/divacs1/zte-blade-z52-ram-4gb-64gb-octacore-batre-5000-mah-typec-bdg-antapani?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D2026042810371526E359E83860DB2E8ORE%26src%3Dsearch","DIVA CS1_NEW"
"1777372757-43","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","ZTE Blade A55 RAM 4GB+ ROM 128GB 6.75'' HD 5000mAh Garansi Resmi Android - Sunset Orange","Rp2.659.000","","","Kota Bandung","https://www.tokopedia.com/singmakmur/zte-blade-a55-ram-4gb-rom-128gb-6-75-hd-5000mah-garansi-resmi-android-1730844114944164929?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D2026042810371526E359E83860DB2E8ORE%26src%3Dsearch","singmakmur"
"1777372760-44","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","ZTE NUBIA A36 (4+8)GB/64GB Smartphone Kamera AI 13MP Garansi Resmi Nasional - Nebula Black","Rp1.599.000","4.8","Terjual 250+","Kab. Deli Serdang","https://www.tokopedia.com/indahponsel/zte-nubia-a36-4-8-gb-64gb-smartphone-kamera-ai-13mp-garansi-resmi-nasional-1731767237183833677-1735044659009128013?extParam=ivf%3Dtrue%26keyword%3Dhp+zte%26search_id%3D2026042810371526E359E83860DB2E8ORE%26src%3Dsearch","indahponseltamora"
"1777372762-45","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=hp%20zte","Nubia ZTE A36 RAM 4GB/64GB Garansi Resmi 6.75"" Display 5000mAh Baterai Octa-core Chip 50 Bulan Performa Lancar","Rp1.500.000","5","Terjual 3","Kota Bogor","https://www.tokopedia.com/ayu1905/nubia-zte-a36-ram-4gb-64gb-garansi-resmi-6-75-display-5000mah-baterai-octa-core-chip-50-bulan-performa-lancar-1733857218657355136?extParam=ivf%3Dfalse%26keyword%3Dhp+zte%26search_id%3D2026042810371526E359E83860DB2E8ORE%26src%3Dsearch","ayu1905"
