web_scraper_order,web_scraper_start_url,nama produk,harga,rating,jumlah terjual,lokasi penjual,nama toko
"1777363564-73","https://www.blibli.com/cari/hp%20asus?brand=Asus&sort=0&category=HA-1000002&intent=false&firstLoad=false&page=2&start=40","Asus ZenFone 3 Max ZC553KL Smartphone - Grey [32 GB/3 GB]","2.775.000","","","","Kota Jakarta Pusat"
"1777363564-74","https://www.blibli.com/cari/hp%20asus?brand=Asus&sort=0&category=HA-1000002&intent=false&firstLoad=false&page=2&start=40","Asus Zenfone Max Pro M1 ZB602KL Smartphone - Deepsea Black [64 GB/ 4 GB]","2.700.000","","","","Kota Surabaya"
"1777363564-75","https://www.blibli.com/cari/hp%20asus?brand=Asus&sort=0&category=HA-1000002&intent=false&firstLoad=false&page=2&start=40","Asus Zenfone Max Pro (M1) ZB602KL Smartphone - Deepsea Black [64GB/ 6GB]","2.199.000","5","Terjual 5","Kota Surabaya","Sentra Pusat Gadget Flagship Store"
"1777363564-76","https://www.blibli.com/cari/hp%20asus?brand=Asus&sort=0&category=HA-1000002&intent=false&firstLoad=false&page=2&start=40","ASUS ROG PHONE 6 SMARTPHONE 8/256GB 12/256GB","10.499.000","","","","Kab. Bojonegoro"
"1777363564-77","https://www.blibli.com/cari/hp%20asus?brand=Asus&sort=0&category=HA-1000002&intent=false&firstLoad=false&page=2&start=40","Asus Zenfone 3 ZE520KL Smartphone - White [32GB/ 3GB]","1.735.000","","","","Kota Surabaya"
"1777363564-78","https://www.blibli.com/cari/hp%20asus?brand=Asus&sort=0&category=HA-1000002&intent=false&firstLoad=false&page=2&start=40","Asus Zenfone 4 Selfie ZD553KL Smartphone - Gold [64GB/4GB]","2.215.000","","","","Kota Surabaya"
"1777363611-79","https://www.blibli.com/cari/hp%20asus?brand=Asus&sort=0&category=HA-1000002&intent=false&firstLoad=false","Hp Asus Zenfone 11 Ultra Ram 12GB Internal 256GB Garansi Resmi","9.999.000","","Terjual 3","Kota Pekanbaru","wwponsel_hangtuah Flagship Store"
"1777363611-80","https://www.blibli.com/cari/hp%20asus?brand=Asus&sort=0&category=HA-1000002&intent=false&firstLoad=false","Hp Asus Zenfone 11 Ultra Ram 16GB Internal 512GB Garansi Resmi","13.999.000","","Terjual 3","Kota Pekanbaru","wwponsel_hangtuah Flagship Store"
"1777363611-81","https://www.blibli.com/cari/hp%20asus?brand=Asus&sort=0&category=HA-1000002&intent=false&firstLoad=false","Asus ROG Phone 7 Smartphone [8GB/256GB]","10.499.000","5","Terjual 7","Kota Batam","WS MOBILE Flagship Store"
"1777363611-82","https://www.blibli.com/cari/hp%20asus?brand=Asus&sort=0&category=HA-1000002&intent=false&firstLoad=false","Asus ZenFone Go ZB450KL Smartphone - Sheer Gold","1.200.000","","","Kota Bandung & kota lainnya","LIBERTY COMPUTER Flagship Store"
"1777363611-83","https://www.blibli.com/cari/hp%20asus?brand=Asus&sort=0&category=HA-1000002&intent=false&firstLoad=false","Asus ZenFone 4 Selfie ZD553KL Smartphone - Rose Pink [64GB/ 4GB]","3.499.000","","","Kota Bandung & kota lainnya","LIBERTY COMPUTER Flagship Store"
"1777363611-84","https://www.blibli.com/cari/hp%20asus?brand=Asus&sort=0&category=HA-1000002&intent=false&firstLoad=false","Asus Zenfone Go ZB450KL Smartphone - Silver [1 GB/8 GB/4G LTE]","1.200.000","","Terjual 1","Kab. Bandung Barat & kota lainnya","LIBERTY COMPUTER Flagship Store"
"1777363611-85","https://www.blibli.com/cari/hp%20asus?brand=Asus&sort=0&category=HA-1000002&intent=false&firstLoad=false","Asus ROG II Smartphone","9.000.000","","","","Kota Surabaya"
"1777363611-86","https://www.blibli.com/cari/hp%20asus?brand=Asus&sort=0&category=HA-1000002&intent=false&firstLoad=false","Asus Zenfone 2 Laser ZE500KG Putih Smartphone [8 GB/5 Inch]","1.835.000","","Terjual 1","","Kota Medan"
"1777363611-87","https://www.blibli.com/cari/hp%20asus?brand=Asus&sort=0&category=HA-1000002&intent=false&firstLoad=false","Asus Zenfone Live L1 Smartphone [16GB/2GB] Gold","1.600.000","","Terjual 1","","Kota Surabaya"
"1777363611-88","https://www.blibli.com/cari/hp%20asus?brand=Asus&sort=0&category=HA-1000002&intent=false&firstLoad=false","Asus ZenFone 5 ZE620KL Smartphone [4GB/ 64GB]","4.750.000","","Terjual 3","","Kota Surabaya"
"1777363611-89","https://www.blibli.com/cari/hp%20asus?brand=Asus&sort=0&category=HA-1000002&intent=false&firstLoad=false","Asus Zenfone 4 Selfie ZD553KL Smartphone - Black [64 GB/ 4 GB]","3.750.000","","","","Kab. Bekasi"
"1777363611-90","https://www.blibli.com/cari/hp%20asus?brand=Asus&sort=0&category=HA-1000002&intent=false&firstLoad=false","Asus Zenfone 5Q ZC600KL Smartphone [64GB/4GB]","3.799.000","","","","Kab. Bekasi"
"1777363611-91","https://www.blibli.com/cari/hp%20asus?brand=Asus&sort=0&category=HA-1000002&intent=false&firstLoad=false","Asus Zenfone Max (M1) ZB555KL Smartphone [3 GB/32 GB] Black","2.150.000","","Terjual 2","","Kota Surabaya"
"1777363611-92","https://www.blibli.com/cari/hp%20asus?brand=Asus&sort=0&category=HA-1000002&intent=false&firstLoad=false","Asus Zenfone Max Pro (M1) ZB602KL Smartphone - Deepsea Black [64GB/ 6GB]","3.600.000","","Terjual 1","","Kota Surabaya"
"1777363611-93","https://www.blibli.com/cari/hp%20asus?brand=Asus&sort=0&category=HA-1000002&intent=false&firstLoad=false","ASUS ROG Phone 8 12/256 HP Gaming IP68 Garansi Resmi","11.499.000","5","Terjual 4","","Kota Malang"
"1777363611-94","https://www.blibli.com/cari/hp%20asus?brand=Asus&sort=0&category=HA-1000002&intent=false&firstLoad=false","ASUS ROG PHONE 5 (8/128GB)","10.000.000","","Terjual 1","","Kota Medan"
"1777363611-95","https://www.blibli.com/cari/hp%20asus?brand=Asus&sort=0&category=HA-1000002&intent=false&firstLoad=false","Asus ROG Phone 6 Smartphone [8GB/256GB]","10.499.000","5","Terjual 5","Kota Batam","WS MOBILE Flagship Store"
"1777363611-96","https://www.blibli.com/cari/hp%20asus?brand=Asus&sort=0&category=HA-1000002&intent=false&firstLoad=false","Asus Zenfone 3 Laser Smartphone - Gold [32 GB/ 4 GB]","2.040.000","","","","Kota Bandung"
"1777363611-97","https://www.blibli.com/cari/hp%20asus?brand=Asus&sort=0&category=HA-1000002&intent=false&firstLoad=false","ASUS ROG 5 Smartphone ( Ram 8GB / Rom 128GB )","9.544.500","","","Kota Jakarta Pusat","Victorindo Flagship Store"
"1777363611-98","https://www.blibli.com/cari/hp%20asus?brand=Asus&sort=0&category=HA-1000002&intent=false&firstLoad=false","Asus Zenfone 2 ZE551ML Red Smartphone [4 GB /32 GB]","2.000.000","","","Kota Bandung & kota lainnya","LIBERTY COMPUTER Flagship Store"
"1777363611-99","https://www.blibli.com/cari/hp%20asus?brand=Asus&sort=0&category=HA-1000002&intent=false&firstLoad=false","Asus Zenfone 2 ZE551ML Smartphone - Gold [32 GB]","2.000.000","","","Kota Bandung & kota lainnya","LIBERTY COMPUTER Flagship Store"
"1777363611-100","https://www.blibli.com/cari/hp%20asus?brand=Asus&sort=0&category=HA-1000002&intent=false&firstLoad=false","Asus Zenfone 2 Laser ZE500KL Smartphone - Hitam [16GB/ 2GB]","1.935.000","","Terjual 1","","Kota Medan"
"1777363611-101","https://www.blibli.com/cari/hp%20asus?brand=Asus&sort=0&category=HA-1000002&intent=false&firstLoad=false","Asus Zenfone 2 Laser ZE500KL Smartphone - Silver [16GB/ 2GB]","1.935.000","","","","Kota Medan"
